Row,Experiment,ID,Plant,Microbes,Treatment,Bio_rep,Rep,Time_Point,Nb,Root_Length
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,14,D07,NA,4.95
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,15,D07,NA,2.05
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,16,D07,NA,2.16
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,17,D07,NA,3
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,18,D07,NA,4.02
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,19,D07,NA,4
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,20,D07,NA,0.8
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,21,D07,NA,2.84
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,22,D07,NA,3.46
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,23,D07,NA,2.55
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,24,D07,NA,0.93
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,25,D07,NA,5.22
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,26,D07,NA,2.6
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,27,D07,NA,2.82
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,28,D07,NA,4.49
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,29,D07,NA,7.28
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,30,D07,NA,0.67
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,31,D07,NA,0.81
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,32,D07,NA,2.27
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,33,D07,NA,0.53
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,34,D07,NA,2.28
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,35,D07,NA,1.29
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,36,D07,NA,3.47
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,37,D07,NA,2.35
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,38,D07,NA,2.76
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,39,D07,NA,4.87
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,40,D07,NA,2.35
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,41,D07,NA,5.41
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,42,D07,NA,3.86
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,43,D07,NA,3.01
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,44,D07,NA,0.8
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,45,D07,NA,0.79
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,46,D07,NA,2.92
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,47,D07,NA,2.68
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,48,D07,NA,2.02
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,49,D07,NA,3.82
,Sugars,#REF!,STP1_13,F16,Water,Rep 1,50,D07,NA,2.96
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,1,D07,NA,10.45
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,2,D07,NA,7.51
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,3,D07,NA,10.83
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,4,D07,NA,7.01
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,5,D07,NA,12.63
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,6,D07,NA,7.77
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,7,D07,NA,10.47
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,8,D07,NA,8.18
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,9,D07,NA,8.27
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,10,D07,NA,7.93
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,11,D07,NA,10.05
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,12,D07,NA,6.55
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,13,D07,NA,9.25
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,14,D07,NA,5.43
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,15,D07,NA,9.67
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,16,D07,NA,9.59
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,17,D07,NA,9.5
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,18,D07,NA,12.34
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,19,D07,NA,17.61
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,20,D07,NA,8.47
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,21,D07,NA,10.54
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,22,D07,NA,9
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,23,D07,NA,8.02
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,24,D07,NA,8.91
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,25,D07,NA,7.5
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,26,D07,NA,8.97
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,27,D07,NA,7.28
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,28,D07,NA,7.99
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,29,D07,NA,9.71
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,30,D07,NA,9.72
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,31,D07,NA,9.26
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,32,D07,NA,7.32
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,33,D07,NA,9.87
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,34,D07,NA,8.12
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,35,D07,NA,7.83
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,36,D07,NA,8.55
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,37,D07,NA,7.18
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,38,D07,NA,9.14
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,39,D07,NA,14.17
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,40,D07,NA,10.1
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,41,D07,NA,7.01
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,42,D07,NA,10.87
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,43,D07,NA,9.09
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,44,D07,NA,8.1
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,45,D07,NA,5.23
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,46,D07,NA,6.11
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,47,D07,NA,8.28
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,48,D07,NA,9.46
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,49,D07,NA,5.82
,Sugars,#REF!,STP1_13,F16,3OMG,Rep 1,50,D07,NA,6.34
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,1,D07,NA,2.68
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,2,D07,NA,2.33
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,3,D07,NA,3.84
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,4,D07,NA,2.45
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,5,D07,NA,2.07
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,6,D07,NA,7.3
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,7,D07,NA,5.59
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,8,D07,NA,9.54
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,9,D07,NA,2.7
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,10,D07,NA,1.46
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,11,D07,NA,4.27
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,12,D07,NA,4.11
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,13,D07,NA,3.23
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,14,D07,NA,3.29
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,15,D07,NA,3.08
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,16,D07,NA,2.52
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,17,D07,NA,2.66
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,18,D07,NA,1.29
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,19,D07,NA,1.06
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,20,D07,NA,3.05
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,21,D07,NA,4.21
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,22,D07,NA,2.4
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,23,D07,NA,1.26
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,24,D07,NA,5.84
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,25,D07,NA,1.33
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,26,D07,NA,3.34
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,27,D07,NA,2.56
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,28,D07,NA,3.83
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,29,D07,NA,3.12
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,30,D07,NA,4.05
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,31,D07,NA,1.65
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,32,D07,NA,3.24
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,33,D07,NA,1.89
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,34,D07,NA,4.42
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,35,D07,NA,3.7
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,36,D07,NA,3.81
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,37,D07,NA,1.71
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,38,D07,NA,2.83
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,39,D07,NA,3.67
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,40,D07,NA,3.35
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,41,D07,NA,2.41
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,42,D07,NA,2.21
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,43,D07,NA,3.48
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,44,D07,NA,2.64
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,45,D07,NA,2.08
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,46,D07,NA,3.7
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,47,D07,NA,2.06
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,48,D07,NA,2.73
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,49,D07,NA,1.97
,Sugars,#REF!,RAPTOR1B,F16,Water,Rep 1,50,D07,NA,2.29
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,1,D07,NA,8.88
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,2,D07,NA,10.22
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,3,D07,NA,9.44
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,4,D07,NA,8.89
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,5,D07,NA,10.4
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,6,D07,NA,8
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,7,D07,NA,8.31
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,8,D07,NA,4.58
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,9,D07,NA,7.48
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,10,D07,NA,8.42
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,11,D07,NA,8.68
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,12,D07,NA,6.99
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,13,D07,NA,7.05
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,14,D07,NA,6.1
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,15,D07,NA,8.33
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,16,D07,NA,6.53
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,17,D07,NA,4.45
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,18,D07,NA,7.3
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,19,D07,NA,9.17
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,20,D07,NA,8.3
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,21,D07,NA,8.16
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,22,D07,NA,3.96
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,23,D07,NA,9.12
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,24,D07,NA,9.58
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,25,D07,NA,8.28
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,26,D07,NA,9.81
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,27,D07,NA,1.25
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,28,D07,NA,7.93
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,29,D07,NA,6.31
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,30,D07,NA,7
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,31,D07,NA,6.33
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,32,D07,NA,6.18
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,33,D07,NA,5.75
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,34,D07,NA,9.5
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,35,D07,NA,9.15
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,36,D07,NA,9.04
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,37,D07,NA,9.8
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,38,D07,NA,7.14
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,39,D07,NA,6.87
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,40,D07,NA,8.51
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,41,D07,NA,7.75
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,42,D07,NA,8.73
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,43,D07,NA,6.94
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,44,D07,NA,10.32
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,45,D07,NA,9.41
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,46,D07,NA,10.53
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,47,D07,NA,9.22
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,48,D07,NA,7.57
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,49,D07,NA,9.56
,Sugars,#REF!,RAPTOR1B,F16,3OMG,Rep 1,50,D07,NA,8.62
1,Sugars,#REF!,Col0,MF,Water,Rep 2,1,D07,NA,16.34
2,Sugars,#REF!,Col0,MF,Water,Rep 2,2,D07,NA,14.12
3,Sugars,#REF!,Col0,MF,Water,Rep 2,3,D07,NA,7.74
4,Sugars,#REF!,Col0,MF,Water,Rep 2,4,D07,NA,14.04
5,Sugars,#REF!,Col0,MF,Water,Rep 2,5,D07,NA,13.09
6,Sugars,#REF!,Col0,MF,Water,Rep 2,6,D07,NA,13.82
7,Sugars,#REF!,Col0,MF,Water,Rep 2,7,D07,NA,3.1
8,Sugars,#REF!,Col0,MF,Water,Rep 2,8,D07,NA,14.17
9,Sugars,#REF!,Col0,MF,Water,Rep 2,9,D07,NA,11.25
10,Sugars,#REF!,Col0,MF,Water,Rep 2,10,D07,NA,13.21
11,Sugars,#REF!,Col0,MF,Water,Rep 2,11,D07,NA,12.44
12,Sugars,#REF!,Col0,MF,Water,Rep 2,12,D07,NA,12.24
13,Sugars,#REF!,Col0,MF,Water,Rep 2,13,D07,NA,12.46
14,Sugars,#REF!,Col0,MF,Water,Rep 2,14,D07,NA,14.96
15,Sugars,#REF!,Col0,MF,Water,Rep 2,15,D07,NA,15.12
16,Sugars,#REF!,Col0,MF,Water,Rep 2,16,D07,NA,17.99
17,Sugars,#REF!,Col0,MF,Water,Rep 2,17,D07,NA,16.78
18,Sugars,#REF!,Col0,MF,Water,Rep 2,18,D07,NA,13.53
19,Sugars,#REF!,Col0,MF,Water,Rep 2,19,D07,NA,17.04
20,Sugars,#REF!,Col0,MF,Water,Rep 2,20,D07,NA,12.3
21,Sugars,#REF!,Col0,MF,Water,Rep 2,21,D07,NA,14.22
22,Sugars,#REF!,Col0,MF,Water,Rep 2,22,D07,NA,10.86
23,Sugars,#REF!,Col0,MF,Water,Rep 2,23,D07,NA,11.74
24,Sugars,#REF!,Col0,MF,Water,Rep 2,24,D07,NA,13.29
25,Sugars,#REF!,Col0,MF,Water,Rep 2,25,D07,NA,11.73
26,Sugars,#REF!,Col0,MF,Water,Rep 2,26,D07,NA,11.87
27,Sugars,#REF!,Col0,MF,Water,Rep 2,27,D07,NA,10.94
28,Sugars,#REF!,Col0,MF,Water,Rep 2,28,D07,NA,15.76
29,Sugars,#REF!,Col0,MF,Water,Rep 2,29,D07,NA,14.38
30,Sugars,#REF!,Col0,MF,Water,Rep 2,30,D07,NA,7.09
31,Sugars,#REF!,Col0,MF,Water,Rep 2,31,D07,NA,13.34
32,Sugars,#REF!,Col0,MF,Water,Rep 2,32,D07,NA,14.4
33,Sugars,#REF!,Col0,MF,Water,Rep 2,33,D07,NA,3.04
34,Sugars,#REF!,Col0,MF,Water,Rep 2,34,D07,NA,7.36
35,Sugars,#REF!,Col0,MF,Water,Rep 2,35,D07,NA,11.43
36,Sugars,#REF!,Col0,MF,Water,Rep 2,36,D07,NA,17.12
37,Sugars,#REF!,Col0,MF,Water,Rep 2,37,D07,NA,3.87
38,Sugars,#REF!,Col0,MF,Water,Rep 2,38,D07,NA,13.68
39,Sugars,#REF!,Col0,MF,Water,Rep 2,39,D07,NA,15.95
40,Sugars,#REF!,Col0,MF,Water,Rep 2,40,D07,NA,12.62
41,Sugars,#REF!,Col0,MF,Water,Rep 2,41,D07,NA,10.04
42,Sugars,#REF!,Col0,MF,Water,Rep 2,42,D07,NA,11.55
43,Sugars,#REF!,Col0,MF,Water,Rep 2,43,D07,NA,12.44
44,Sugars,#REF!,Col0,MF,Water,Rep 2,44,D07,NA,14.5
45,Sugars,#REF!,Col0,MF,Water,Rep 2,45,D07,NA,10.79
46,Sugars,#REF!,Col0,MF,Water,Rep 2,46,D07,NA,12.65
47,Sugars,#REF!,Col0,MF,Water,Rep 2,47,D07,NA,12.44
48,Sugars,#REF!,Col0,MF,Water,Rep 2,48,D07,NA,14.31
49,Sugars,#REF!,Col0,MF,Water,Rep 2,49,D07,NA,10.44
50,Sugars,#REF!,Col0,MF,Water,Rep 2,50,D07,NA,14.44
51,Sugars,#REF!,Col0,MF,3OMG,Rep 2,1,D07,NA,11.63
52,Sugars,#REF!,Col0,MF,3OMG,Rep 2,2,D07,NA,13.08
53,Sugars,#REF!,Col0,MF,3OMG,Rep 2,3,D07,NA,4.56
54,Sugars,#REF!,Col0,MF,3OMG,Rep 2,4,D07,NA,13.28
55,Sugars,#REF!,Col0,MF,3OMG,Rep 2,5,D07,NA,9.93
56,Sugars,#REF!,Col0,MF,3OMG,Rep 2,6,D07,NA,8.4
57,Sugars,#REF!,Col0,MF,3OMG,Rep 2,7,D07,NA,8.06
58,Sugars,#REF!,Col0,MF,3OMG,Rep 2,8,D07,NA,9.47
59,Sugars,#REF!,Col0,MF,3OMG,Rep 2,9,D07,NA,9.85
60,Sugars,#REF!,Col0,MF,3OMG,Rep 2,10,D07,NA,11.35
61,Sugars,#REF!,Col0,MF,3OMG,Rep 2,11,D07,NA,10.44
62,Sugars,#REF!,Col0,MF,3OMG,Rep 2,12,D07,NA,11.24
63,Sugars,#REF!,Col0,MF,3OMG,Rep 2,13,D07,NA,11.17
64,Sugars,#REF!,Col0,MF,3OMG,Rep 2,14,D07,NA,12.99
65,Sugars,#REF!,Col0,MF,3OMG,Rep 2,15,D07,NA,11.72
66,Sugars,#REF!,Col0,MF,3OMG,Rep 2,16,D07,NA,10.42
67,Sugars,#REF!,Col0,MF,3OMG,Rep 2,17,D07,NA,10.49
68,Sugars,#REF!,Col0,MF,3OMG,Rep 2,18,D07,NA,6.37
69,Sugars,#REF!,Col0,MF,3OMG,Rep 2,19,D07,NA,10.41
70,Sugars,#REF!,Col0,MF,3OMG,Rep 2,20,D07,NA,13.16
71,Sugars,#REF!,Col0,MF,3OMG,Rep 2,21,D07,NA,15.86
72,Sugars,#REF!,Col0,MF,3OMG,Rep 2,22,D07,NA,12.24
73,Sugars,#REF!,Col0,MF,3OMG,Rep 2,23,D07,NA,11.93
74,Sugars,#REF!,Col0,MF,3OMG,Rep 2,24,D07,NA,6.84
75,Sugars,#REF!,Col0,MF,3OMG,Rep 2,25,D07,NA,13.94
76,Sugars,#REF!,Col0,MF,3OMG,Rep 2,26,D07,NA,12.71
77,Sugars,#REF!,Col0,MF,3OMG,Rep 2,27,D07,NA,12.84
78,Sugars,#REF!,Col0,MF,3OMG,Rep 2,28,D07,NA,9.47
79,Sugars,#REF!,Col0,MF,3OMG,Rep 2,29,D07,NA,9.93
80,Sugars,#REF!,Col0,MF,3OMG,Rep 2,30,D07,NA,5.63
81,Sugars,#REF!,Col0,MF,3OMG,Rep 2,31,D07,NA,12.46
82,Sugars,#REF!,Col0,MF,3OMG,Rep 2,32,D07,NA,10.73
83,Sugars,#REF!,Col0,MF,3OMG,Rep 2,33,D07,NA,9.93
84,Sugars,#REF!,Col0,MF,3OMG,Rep 2,34,D07,NA,10.34
85,Sugars,#REF!,Col0,MF,3OMG,Rep 2,35,D07,NA,11.42
86,Sugars,#REF!,Col0,MF,3OMG,Rep 2,36,D07,NA,10.33
87,Sugars,#REF!,Col0,MF,3OMG,Rep 2,37,D07,NA,9.96
88,Sugars,#REF!,Col0,MF,3OMG,Rep 2,38,D07,NA,12.36
89,Sugars,#REF!,Col0,MF,3OMG,Rep 2,39,D07,NA,15.63
90,Sugars,#REF!,Col0,MF,3OMG,Rep 2,40,D07,NA,4.38
91,Sugars,#REF!,Col0,MF,3OMG,Rep 2,41,D07,NA,4.42
92,Sugars,#REF!,Col0,MF,3OMG,Rep 2,42,D07,NA,9.58
93,Sugars,#REF!,Col0,MF,3OMG,Rep 2,43,D07,NA,7.16
94,Sugars,#REF!,Col0,MF,3OMG,Rep 2,44,D07,NA,9.6
95,Sugars,#REF!,Col0,MF,3OMG,Rep 2,45,D07,NA,9.61
96,Sugars,#REF!,Col0,MF,3OMG,Rep 2,46,D07,NA,9.58
97,Sugars,#REF!,Col0,MF,3OMG,Rep 2,47,D07,NA,9.8
101,Sugars,#REF!,HXK1,MF,Water,Rep 2,1,D07,NA,5.17
102,Sugars,#REF!,HXK1,MF,Water,Rep 2,2,D07,NA,5.28
103,Sugars,#REF!,HXK1,MF,Water,Rep 2,3,D07,NA,0.52
104,Sugars,#REF!,HXK1,MF,Water,Rep 2,4,D07,NA,1.4
105,Sugars,#REF!,HXK1,MF,Water,Rep 2,5,D07,NA,2.07
106,Sugars,#REF!,HXK1,MF,Water,Rep 2,6,D07,NA,5.46
107,Sugars,#REF!,HXK1,MF,Water,Rep 2,7,D07,NA,3.2
108,Sugars,#REF!,HXK1,MF,Water,Rep 2,8,D07,NA,0.58
109,Sugars,#REF!,HXK1,MF,Water,Rep 2,9,D07,NA,0.58
110,Sugars,#REF!,HXK1,MF,Water,Rep 2,10,D07,NA,2.22
111,Sugars,#REF!,HXK1,MF,Water,Rep 2,11,D07,NA,2.1
112,Sugars,#REF!,HXK1,MF,Water,Rep 2,12,D07,NA,2.86
113,Sugars,#REF!,HXK1,MF,Water,Rep 2,13,D07,NA,2.98
114,Sugars,#REF!,HXK1,MF,Water,Rep 2,14,D07,NA,1.21
115,Sugars,#REF!,HXK1,MF,Water,Rep 2,15,D07,NA,1.24
116,Sugars,#REF!,HXK1,MF,Water,Rep 2,16,D07,NA,0.5
117,Sugars,#REF!,HXK1,MF,Water,Rep 2,17,D07,NA,1.42
118,Sugars,#REF!,HXK1,MF,Water,Rep 2,18,D07,NA,2.76
119,Sugars,#REF!,HXK1,MF,Water,Rep 2,19,D07,NA,0.59
120,Sugars,#REF!,HXK1,MF,Water,Rep 2,20,D07,NA,3.23
121,Sugars,#REF!,HXK1,MF,Water,Rep 2,21,D07,NA,1.36
122,Sugars,#REF!,HXK1,MF,Water,Rep 2,22,D07,NA,3.73
123,Sugars,#REF!,HXK1,MF,Water,Rep 2,23,D07,NA,3.78
124,Sugars,#REF!,HXK1,MF,Water,Rep 2,24,D07,NA,1.09
125,Sugars,#REF!,HXK1,MF,Water,Rep 2,25,D07,NA,8.49
126,Sugars,#REF!,HXK1,MF,Water,Rep 2,26,D07,NA,4.74
127,Sugars,#REF!,HXK1,MF,Water,Rep 2,27,D07,NA,5.04
128,Sugars,#REF!,HXK1,MF,Water,Rep 2,28,D07,NA,0.6
129,Sugars,#REF!,HXK1,MF,Water,Rep 2,29,D07,NA,2
130,Sugars,#REF!,HXK1,MF,Water,Rep 2,30,D07,NA,0.63
131,Sugars,#REF!,HXK1,MF,Water,Rep 2,31,D07,NA,4.76
132,Sugars,#REF!,HXK1,MF,Water,Rep 2,32,D07,NA,1.14
133,Sugars,#REF!,HXK1,MF,Water,Rep 2,33,D07,NA,2.44
134,Sugars,#REF!,HXK1,MF,Water,Rep 2,34,D07,NA,1.61
135,Sugars,#REF!,HXK1,MF,Water,Rep 2,35,D07,NA,2.38
136,Sugars,#REF!,HXK1,MF,Water,Rep 2,36,D07,NA,1.82
137,Sugars,#REF!,HXK1,MF,Water,Rep 2,37,D07,NA,2.48
138,Sugars,#REF!,HXK1,MF,Water,Rep 2,38,D07,NA,1.9
139,Sugars,#REF!,HXK1,MF,Water,Rep 2,39,D07,NA,4.47
140,Sugars,#REF!,HXK1,MF,Water,Rep 2,40,D07,NA,3.06
141,Sugars,#REF!,HXK1,MF,Water,Rep 2,41,D07,NA,9.25
142,Sugars,#REF!,HXK1,MF,Water,Rep 2,42,D07,NA,8.5
143,Sugars,#REF!,HXK1,MF,Water,Rep 2,43,D07,NA,12.63
144,Sugars,#REF!,HXK1,MF,Water,Rep 2,44,D07,NA,2.43
