	locus_name	symbol	full_name
13377	AT3G19090	AtLARP6c	NULL
13378	AT3G19090	LARP6c	La related protein 6c
13379	AT3G19100	TAGK2	NULL
13380	AT3G19130	ATRBP47B	RNA-binding protein 47B
13381	AT3G19130	RBP47B	RNA-binding protein 47B
13382	AT3G19140	ATL62	Arabidopsis Tóxicos en Levadura 62
13383	AT3G19140	DNF	DAY NEUTRAL FLOWERING
13384	AT3G19150	ACK1	ARABIDOPSIS CDK INHIBITOR 1
13385	AT3G19150	AtKRP6	NULL
13386	AT3G19150	ICK4	NULL
13387	AT3G19150	KRP6	KIP-related protein 6
13388	AT3G19160	ATIPT8	ATP/ADP isopentenyltransferases
13389	AT3G19160	IPT8	ATP/ADP isopentenyltransferases
13390	AT3G19160	IPT8	isopentenyltransferase 8
13391	AT3G19160	PGA22	NULL
13392	AT3G19170	ATPREP1	presequence protease 1
13393	AT3G19170	ATZNMP	NULL
13394	AT3G19170	PREP1	presequence protease 1
13395	AT3G19180	ARC6H	NULL
13396	AT3G19180	ATCDP1	A. THALIANA CHLOROPLAST DIVISION SITE POSITIONING 1
13397	AT3G19180	CDP1	CHLOROPLAST DIVISION SITE POSITIONING 1
13398	AT3G19180	PARC6	paralog of ARC6
13399	AT3G19184	REM1	NULL
13400	AT3G19190	ATATG2	NULL
13401	AT3G19190	ATG2	AUTOPHAGY 2
13402	AT3G19190	PEUP1	PEROXISOME UNUSUAL POSITIONING 1
13403	AT3G19210	ATRAD54	homolog of RAD54
13404	AT3G19210	CHR25	NULL
13405	AT3G19210	RAD54	homolog of RAD54
13406	AT3G19220	CYO1	SHI-YO-U MEANS COTYLEDON IN JAPANESE
13407	AT3G19220	SCO2	SNOWY COTYLEDON 2
13408	AT3G19230	LLR4	NULL
13409	AT3G19230	MLLR4	malectin-like domain (MLD)- and leucine-rich repeat (LRR)-containing protein 4
13410	AT3G19240	DEM2	DEFECTIVE EMBRYO AND MERISTEMS 2
13411	AT3G19260	LAG1 HOMOLOG 2	LONGEVITY ASSURANCE GENE1 HOMOLOG 2
13412	AT3G19260	LOH2	LAG1 homologue 2
13413	AT3G19270	CYP707A4	"cytochrome P450, family 707, subfamily A, polypeptide 4"
13414	AT3G19280	ATFUT11	NULL
13415	AT3G19280	FUCT1	NULL
13416	AT3G19280	FUCTA	NULL
13417	AT3G19280	FUT11	fucosyltransferase 11
13418	AT3G19290	ABF4	ABRE binding factor 4
13419	AT3G19290	AREB2	ABA-RESPONSIVE ELEMENT BINDING PROTEIN 2
13420	AT3G19290	AtAREB2	NULL
13421	AT3G19350	MPC	maternally expressed pab C-terminal
13422	AT3G19360	AtC3H39	NULL
13423	AT3G19380	PUB25	plant U-box 25
13424	AT3G19420	ATPEN2	PTEN 2
13425	AT3G19420	MTV3	modified transport to the vacuole 3
13426	AT3G19420	PEN2	PTEN 2
13427	AT3G19420	PTEN2A	phosphatase and TENsin homolog deleted on chromosome ten 2A
13428	AT3G19440	RLUA2	NULL
13429	AT3G19450	ATCAD4	NULL
13430	AT3G19450	CAD	NULL
13431	AT3G19450	CAD-C	NULL
13432	AT3G19450	CAD4	CINNAMYL ALCOHOL DEHYDROGENASE 4
13433	AT3G19480	3-PGDH	NULL
13434	AT3G19480	PGDH3	phosphoglycerate dehydrogenase 3
13435	AT3G19490	ATNHD1	ARABIDOPSIS THALIANA NA/H ANTIPORTER 1
13436	AT3G19490	NHD1	sodium:hydrogen antiporter 1
13437	AT3G19508	SDHAF3	NULL
13438	AT3G19510	HAT3.1	NULL
13439	AT3G19540	BDR4	Boundary of ROP domain4
13440	AT3G19553	PUT5	POLYAMINE UPTAKE TRANSPORTER 5
13441	AT3G19570	QWRF1	QWRF domain containing 1
13442	AT3G19570	SCO3	SNOWY COTYLEDON 3
13443	AT3G19580	AZF2	zinc-finger protein 2
13444	AT3G19580	ZF2	zinc-finger protein 2
13445	AT3G19590	BUB3.1	BUB (BUDDING UNINHIBITED BY BENZYMIDAZOL)  3.1
13446	AT3G19600	AtCPL5	NULL
13447	AT3G19600	CPL5	C-terminal domain phosphatase-like 5
13448	AT3G19610	CORD6	CORTICAL MICROTUBULE DISORDERING6
13449	AT3G19640	ATMGT4	ARABIDOPSIS THALIANA MAGNESIUM TRANSPORT 4
13450	AT3G19640	MGT4	magnesium transporter 4
13451	AT3G19640	MRS2-3	NULL
13452	AT3G19670	ATPRP40B	pre-mRNA-processing protein 40B
13453	AT3G19670	PRP40B	pre-mRNA-processing protein 40B
13454	AT3G19700	IKU2	HAIKU2
13455	AT3G19710	BCAT4	branched-chain aminotransferase4
13456	AT3G19720	ARC5	ACCUMULATION AND REPLICATION OF CHLOROPLAST 5
13457	AT3G19720	DRP5B	Dynamin related protein 5B
13458	AT3G19760	EIF4A-III	eukaryotic initiation factor 4A-III
13459	AT3G19760	RH2	NULL
13460	AT3G19770	ATVPS9A	ARABIDOPSIS THALIANA VACUOLAR PROTEIN SORTING 9A
13461	AT3G19770	VPS9	NULL
13462	AT3G19770	VPS9A	NULL
13463	AT3G19780	DUF179	NULL
13464	AT3G19800	DUF177B	domain of unknown function 177 B
13465	AT3G19810	DUF177	NULL
13466	AT3G19810	DUF177A	domain of unknown function 177 A
13467	AT3G19820	CBB1	CABBAGE 1
13468	AT3G19820	DIM	DIMINUTIA
13469	AT3G19820	DIM1	DIMINUTO 1
13470	AT3G19820	DWF1	DWARF 1
13471	AT3G19820	EVE1	ENHANCED VERY-LOW-FLUENCE RESPONSES 1
13472	AT3G19830	NTMC2T5.2	NULL
13473	AT3G19830	NTMC2TYPE5.2	NULL
13474	AT3G19840	ATPRP40C	pre-mRNA-processing protein 40C
13475	AT3G19840	CA150	NULL
13476	AT3G19840	PRP40	NULL
13477	AT3G19840	PRP40C	pre-mRNA-processing protein 40C
13478	AT3G19860	bHLH121	basic Helix-Loop-Helix 121
13479	AT3G19860	URI	r Upstream Regulator of IRT1
13480	AT3G19910	CTL18	
13481	AT3G19920	LDPS	NULL
13482	AT3G19930	ATSTP4	SUGAR TRANSPORTER 4
13483	AT3G19930	STP4	sugar transporter 4
13484	AT3G19940	STP10	SUGAR TRANSPORT PROTEIN 10
13485	AT3G19950	BTL08	BCA2 zinc finger ATL 8
13486	AT3G19960	ATM1	myosin 1
13487	AT3G19980	ATFYPP3	"flower-specific, phytochrome-associated protein phosphatase 3"
13488	AT3G19980	EMB2736	EMBRYO DEFECTIVE 2736
13489	AT3G19980	FYPP3	"flower-specific, phytochrome-associated protein phosphatase 3"
13490	AT3G19980	STPP	SERINE/THREONINE PROTEIN PHOSPHATASE
13491	AT3G20000	TOM40	translocase of the outer mitochondrial membrane 40
13492	AT3G20010	CHR27	chromatin remodeling 27
13493	AT3G20010	FRG1	SNF2-RING-HELICASE LIKE 1
13494	AT3G20020	ATPRMT6	ARABIDOPSIS THALIANA PROTEIN ARGININE METHYLTRANSFERASE 6
13495	AT3G20020	PRMT6	protein arginine methyltransferase 6
13496	AT3G20040	ATHXK4	NULL
13497	AT3G20040	HKL2	HEXOKINASE-LIKE 2
13498	AT3G20050	ATTCP-1	T-complex protein 1 alpha subunit
13499	AT3G20050	CCT1	Chaperonin containing T-complex polypeptide-1 subunit 1
13500	AT3G20050	TCP-1	T-complex protein 1 alpha subunit
13501	AT3G20060	UBC19	ubiquitin-conjugating enzyme19
13502	AT3G20070	TTN9	TITAN9
13503	AT3G20075	CYP705A14P	"cytochrome P450, family 705, subfamily A, polypeptide 14 pseudogene"
13504	AT3G20080	CYP705A15	"cytochrome P450, family 705, subfamily A, polypeptide 15"
13505	AT3G20083	CYP705A16	"cytochrome P450, family 705, subfamily A, polypeptide 16"
13506	AT3G20087	CYP705A17P	"cytochrome P450, family 705, subfamily A, polypeptide 17 pseudogene"
13507	AT3G20090	CYP705A18	"cytochrome P450, family 705, subfamily A, polypeptide 18"
13508	AT3G20100	CYP705A19	"cytochrome P450, family 705, subfamily A, polypeptide 19"
13509	AT3G20110	CYP705A20	"cytochrome P450, family 705, subfamily A, polypeptide 20"
13510	AT3G20120	CYP705A21	"cytochrome P450, family 705, subfamily A, polypeptide 21"
13511	AT3G20130	CYP705A22	"cytochrome P450, family 705, subfamily A, polypeptide 22"
13512	AT3G20130	GPS1	gravity persistence signal 1
13513	AT3G20140	CYP705A23	"cytochrome P450, family 705, subfamily A, polypeptide 23"
13514	AT3G20160	AtGGPS8	geranyl(geranyl)diphosphate synthase 8
13515	AT3G20160	GGPPS8	NULL
13516	AT3G20160	PPPS2	Polyprenyl Pyrophosphate Synthase 2
13517	AT3G20190	PRK4	pollen receptor like kinase 4
13518	AT3G20210	AEP4	asparaginyl endopeptidase 4
13519	AT3G20210	DELTA-VPE	delta vacuolar processing enzyme
13520	AT3G20210	DELTAVPE	DELTA VACUOLAR PROCESSING ENZYME
13521	AT3G20220	SAUR47	SMALL AUXIN UPREGULATED RNA 47
13522	AT3G20230	uL18-L4	NULL
13523	AT3G20250	APUM5	pumilio 5
13524	AT3G20250	PUM5	pumilio 5
13525	AT3G20270	LBR-2	NULL
13526	AT3G20280	OPF2	ONE PHD FINGERS 2
13527	AT3G20280	PMS1B	PHD domain-containing MAS subunit 1B
13528	AT3G20290	ATEHD1	EPS15 homology domain 1
13529	AT3G20290	EHD1	EPS15 homology domain 1
13530	AT3G20310	ATERF-7	NULL
13531	AT3G20310	ATERF7	NULL
13532	AT3G20310	ERF7	ethylene response factor 7
13533	AT3G20320	ABCI15	ATP-binding cassette I15
13534	AT3G20320	TGD2	trigalactosyldiacylglycerol2
13535	AT3G20330	ACT	Aspartate transcarbamoylase
13536	AT3G20330	PYRB	PYRIMIDINE B
13537	AT3G20390	RidA	Reactive Intermediate Deaminase A
13538	AT3G20395	ATL92	Arabidopsis Tóxicos en Levadura 92
13539	AT3G20400	EMB2743	EMBRYO DEFECTIVE 2743
13540	AT3G20410	CPK9	calmodulin-domain protein kinase 9
13541	AT3G20420	ATRTL2	RNASEIII-LIKE 2
13542	AT3G20420	RTL2	RNAse THREE-like protein 2
13543	AT3G20440	BE1	BRANCHING ENZYME 1
13544	AT3G20440	EMB2729	EMBRYO DEFECTIVE 2729
13545	AT3G20470	ATGRP-5	NULL
13546	AT3G20470	ATGRP5	NULL
13547	AT3G20470	GRP-5	GLYCINE-RICH PROTEIN 5
13548	AT3G20470	GRP5	glycine-rich protein 5
13549	AT3G20475	ATMSH5	MUTS-HOMOLOGUE 5
13550	AT3G20475	MSH5	MUTS-homologue 5
13551	AT3G20480	AtLpxK	NULL
13552	AT3G20480	LpxK	lipid X K
13553	AT3G20490	KNO1	KNOTEN1
13554	AT3G20500	ATPAP18	PURPLE ACID PHOSPHATASE 18
13555	AT3G20500	PAP18	purple acid phosphatase 18
13556	AT3G20510	FAX6	Fatty Acid Export 6
13557	AT3G20520	GDPDL5	Glycerophosphodiester phosphodiesterase (GDPD) like 5
13558	AT3G20520	SVL3	SHV3-like 3
13559	AT3G20530	PBL23	PBS1-Like 23
13560	AT3G20540	POLGAMMA1	polymerase gamma 1
13561	AT3G20540	PolIB	polymerase I B
13562	AT3G20550	DDL	DAWDLE
13563	AT3G20557	VUP3	VASCULAR-RELATED UNKNOWN PROTEIN 3
13564	AT3G20560	ATPDI12	ARABIDOPSIS THALIANA PROTEIN DISULFIDE ISOMERASE 12
13565	AT3G20560	ATPDIL5-3	PDI-like 5-3
13566	AT3G20560	PDI12	PROTEIN DISULFIDE ISOMERASE 12
13567	AT3G20560	PDIL5-3	PDI-like 5-3
13568	AT3G20570	AtENODL9	NULL
13569	AT3G20570	ENODL9	early nodulin-like protein 9
13570	AT3G20580	COBL10	COBRA-like protein 10 precursor
13571	AT3G20600	NDR1	non race-specific disease resistance 1
13572	AT3G20610	NHL16	NULL
13573	AT3G20630	ATUBP14	NULL
13574	AT3G20630	DA3	NULL
13575	AT3G20630	PER1	phosphate deficiency root hair defective1
13576	AT3G20630	TARANI	NULL
13577	AT3G20630	TNI	TARANI
13578	AT3G20630	TTN6	TITAN6
13579	AT3G20630	UBP14	ubiquitin-specific protease 14
13580	AT3G20640	PFA6	PERICYCLE FACTOR TYPE-A 6
13581	AT3G20650	AtRNMT1	NULL
13582	AT3G20660	AtOCT4	organic cation/carnitine transporter4
13583	AT3G20660	Oct 04	organic cation/carnitine transporter4
13584	AT3G20670	HTA13	histone H2A 13
13585	AT3G20740	FIE	FERTILIZATION-INDEPENDENT ENDOSPERM
13586	AT3G20740	FIE1	FERTILIZATION-INDEPENDENT ENDOSPERM 1
13587	AT3G20740	FIS3	NULL
13588	AT3G20750	GATA29	GATA transcription factor 29
13589	AT3G20760	NSE4B	NON-SMC ELEMENT4 B
13590	AT3G20770	AtEIN3	NULL
13591	AT3G20770	EIN3	ETHYLENE-INSENSITIVE3
13592	AT3G20780	ATTOP6B	topoisomerase 6 subunit  B
13593	AT3G20780	BIN3	BRASSINOSTEROID INSENSITIVE 3
13594	AT3G20780	HLQ	HARLEQUIN
13595	AT3G20780	HYP6	ELONGATED HYPOCOTYL 6
13596	AT3G20780	RHL3	ROOT HAIRLESS 3
13597	AT3G20780	TOP6B	topoisomerase 6 subunit  B
13598	AT3G20800	NOT9a	NULL
13599	AT3G20810	JMJ30	Jumonji C domain-containing protein 30
13600	AT3G20810	JMJD5	jumonji domain containing 5
13601	AT3G20830	AGC2-4	AGC2 kinase 4
13602	AT3G20830	UCNL	UNICORN-like
13603	AT3G20840	AtPLT1	PLETHORA 1
13604	AT3G20840	PLT1	PLETHORA 1
13605	AT3G20860	ATNEK5	NIMA-related kinase 5
13606	AT3G20860	NEK5	NIMA-related kinase 5
13607	AT3G20865	AGP40	arabinogalactan protein 40
13608	AT3G20870	ZTP29	zinc transporter 29
13609	AT3G20880	WIP4	WIP domain protein 4
13610	AT3G20898	SMR13	NULL
13611	AT3G20910	NF-YA9	"nuclear factor Y, subunit A9"
13612	AT3G20920	AtSEC62	NULL
13613	AT3G20930	ORRM1	Organelle RRM protein 1
13614	AT3G20935	CYP705A28	"cytochrome P450, family 705, subfamily A, polypeptide 28"
13615	AT3G20940	CYP705A30	"cytochrome P450, family 705, subfamily A, polypeptide 30"
13616	AT3G20950	CYP705A32	"cytochrome P450, family 705, subfamily A, polypeptide 32"
13617	AT3G20960	CYP705A33	"cytochrome P450, family 705, subfamily A, polypeptide 33"
13618	AT3G20970	ATNFU2	ARABIDOPSIS THALIANA NFU DOMAIN PROTEIN 2
13619	AT3G20970	NFU4	NFU domain protein 4
13620	AT3G20993	LCR56	low-molecular-weight cysteine-rich 56
13621	AT3G20997	LCR55	low-molecular-weight cysteine-rich 55
13622	AT3G21055	PSBTN	photosystem II subunit T
13623	AT3G21060	RBL	RbBP5 LIKE
13624	AT3G21070	ATNADK-1	NAD KINASE 1
13625	AT3G21070	NADK1	NAD kinase 1
13626	AT3G21090	ABCG15	ATP-binding cassette G15
13627	AT3G21110	ATPURC	NULL
13628	AT3G21110	PUR7	purin 7
13629	AT3G21110	PURC	PURIN C
13630	AT3G21140	ONE1	ONEIRIC1
13631	AT3G21150	AtBBX32	NULL
13632	AT3G21150	BBX32	B-box domain protein 32
13633	AT3G21150	EIP6	EMF1-Interacting Protein 6
13634	AT3G21160	MANIA	ALPHA-MANNOSIDASE IA
13635	AT3G21160	MNS2	alpha-mannosidase 2
13636	AT3G21175	GATA24	GATA TRANSCRIPTION FACTOR 24
13637	AT3G21175	TIFY2B	NULL
13638	AT3G21175	ZML1	ZIM LIKE 1
13639	AT3G21175	ZML1	ZIM-like 1
13640	AT3G21180	ACA9	autoinhibited Ca(2+)-ATPase 9
13641	AT3G21180	ATACA9	NULL
13642	AT3G21190	AtMSR1	NULL
13643	AT3G21190	MSR1	Mannan Synthesis Related 1
13644	AT3G21200	GBP	GluTR binding protein
13645	AT3G21200	GluTRBP	GluTR binding protein
13646	AT3G21200	PGR7	proton gradient regulation 7
13647	AT3G21220	ATMAP2K_ALPHA	NULL
13648	AT3G21220	ATMEK5	ARABIDOPSIS THALIANA MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5
13649	AT3G21220	ATMKK5	ARABIDOPSIS THALIANA MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5
13650	AT3G21220	MAP2K_A	NULL
13651	AT3G21220	MEK5	MAP KINASE KINASE 5
13652	AT3G21220	MKK5	MAP kinase kinase 5
13653	AT3G21230	4CL5	4-coumarate:CoA ligase 5
13654	AT3G21240	4CL2	4-coumarate:CoA ligase 2
13655	AT3G21240	AT4CL2	NULL
13656	AT3G21250	ABCC8	ATP-binding cassette C8
13657	AT3G21250	ATMRP6	ARABIDOPSIS THALIANA MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 6
13658	AT3G21250	MRP6	multidrug resistance-associated protein 6
13659	AT3G21260	GLTP3	GLYCOLIPID TRANSFER PROTEIN 3
13660	AT3G21270	ADOF2	DOF zinc finger protein 2
13661	AT3G21270	DOF2	DOF zinc finger protein 2
13662	AT3G21280	UBP7	ubiquitin-specific protease 7
13663	AT3G21290	CARP9	CONSTITUTIVE ALTERATIONS IN THE SMALL RNAS PATHWAYS9
13664	AT3G21295	PWWP3	PRO-TRP-PRO-TRP protein 3
13665	AT3G21300	AtTRM2a	NULL
13666	AT3G21300	TRM2a	tRNA methyltransferase 2a
13667	AT3G21350	MED6	NULL
13668	AT3G21370	BGLU19	beta glucosidase 19
13669	AT3G21420	LBO1	LATERAL BRANCHING OXIDOREDUCTASE 1
13670	AT3G21430	ALY3	ALWAYS EARLY 3
13671	AT3G21430	ATALY3	ARABIDOPSIS THALIANA ALWAYS EARLY 3
13672	AT3G21460	ROXY3	NULL
13673	AT3G21480	BCP4	BRCT5 DOMAIN CONTAINING PROTEIN 4
13674	AT3G21490	AtHMP26	HEAVY METAL ASSOCIATED PROTEIN 26
13675	AT3G21500	DXL1	DXS-like 1
13676	AT3G21500	DXPS1	1-deoxy-D-xylulose 5-phosphate synthase 1
13677	AT3G21500	DXS2	1-deoxy-D-xylulose 5-phosphate (DXP) synthase 2
13678	AT3G21510	AHP1	histidine-containing phosphotransmitter 1
13679	AT3G21520	AtDMP1	Arabidopsis thaliana DUF679 domain membrane protein 1
13680	AT3G21520	DMP1	DUF679 domain membrane protein 1
13681	AT3G21550	AtDMP2	Arabidopsis thaliana DUF679 domain membrane protein 2
13682	AT3G21550	DMP2	DUF679 domain membrane protein 2
13683	AT3G21560	BRT1	Bright Trichomes 1
13684	AT3G21560	UGT84A2	UDP-glucosyl transferase 84A2
13685	AT3G21580	ABCI12	ATP-binding cassette I12
13686	AT3G21620	OSCA1.5	REDUCED HYPEROSMOLALITY-INDUCED Ca2+ INCREASE 1.5
13687	AT3G21630	AtCERK1	NULL
13688	AT3G21630	AtLYK1	NULL
13689	AT3G21630	CERK1	chitin elicitor receptor kinase 1
13690	AT3G21630	LYK1	LysM-containing receptor-like kinase 1
13691	AT3G21630	LYSM RLK1	LYSM DOMAIN RECEPTOR-LIKE KINASE 1
13692	AT3G21640	ATFKBP42	NULL
13693	AT3G21640	FKBP42	FK506-BINDING PROTEIN 42
13694	AT3G21640	TWD1	TWISTED DWARF 1
13695	AT3G21640	UCU2	ULTRACURVATA 2
13696	AT3G21670	AtNPF6.4	NULL
13697	AT3G21670	NPF6.4	NRT1/ PTR family 6.4
13698	AT3G21700	ATSGP2	NULL
13699	AT3G21700	SGP2	NULL
13700	AT3G21710	VUP1	VASCULAR-RELATED UNKNOWN PROTEIN 1
13701	AT3G21720	ICL	isocitrate lyase
13702	AT3G21730	FOLB3	NULL
13703	AT3G21740	APO4	ACCUMULATION OF PHOTOSYSTEM ONE 4
13704	AT3G21750	UGT71B1	UDP-glucosyl transferase 71B1
13705	AT3G21760	HYR1	HYPOSTATIN RESISTANCE 1
13706	AT3G21780	UGT71B6	UDP-glucosyl transferase 71B6
13707	AT3G21800	UGT71B8	UDP-glucosyl transferase 71B8
13708	AT3G21810	AtC3H40	NULL
13709	AT3G21820	ATXR2	histone-lysine N-methyltransferase ATXR2
13710	AT3G21820	SDG36	SET DOMAIN PROTEIN 36
13711	AT3G21830	ASK8	SKP1-like 8
13712	AT3G21830	SK8	SKP1-like 8
13713	AT3G21840	ASK7	SKP1-like 7
13714	AT3G21840	SK7	SKP1-like 7
13715	AT3G21850	ASK9	SKP1-like 9
13716	AT3G21850	SK9	SKP1-like 9
13717	AT3G21860	ASK10	SKP1-like 10
13718	AT3G21860	SK10	SKP1-like 10
13719	AT3G21865	PEX22	peroxin 22
13720	AT3G21870	CYCP2;1	cyclin p2;1
13721	AT3G21880	BBX10	B-box domain protein 10
13722	AT3G21880	COL12	Constans like 12
13723	AT3G21890	BBX31	B-box domain protein 31
13724	AT3G21890	miP1a	microProtein 1a
13725	AT3G22110	PAC1	20S proteasome alpha subunit C1
13726	AT3G22120	CWLP	cell wall-plasma membrane linker protein
13727	AT3G22150	AEF1	ATPF EDITING FACTOR 1
13728	AT3G22160	JAV1	jasmonate-associated VQ motif gene 1
13729	AT3G22170	CPD45	CHLOROPLAST DIVISION MUTANT 45
13730	AT3G22170	FHY3	far-red elongated hypocotyls 3
13731	AT3G22190	IQD5	IQ-domain 5
13732	AT3G22200	GABA-T	GAMMA-AMINOBUTYRATE TRANSAMINASE
13733	AT3G22200	HER1	HEXENAL RESPONSE1
13734	AT3G22200	POP2	POLLEN-PISTIL INCOMPATIBILITY 2
13735	AT3G22230	eL27y	Ribosomal Protein eL27y
13736	AT3G22231	PCC1	PATHOGEN AND CIRCADIAN CONTROLLED 1
13737	AT3G22231	PCM4	NULL
13738	AT3G22235	AthCYSTM8	Cysteine-Rich Transmembrane Module 8
13739	AT3G22240	AthCYSTM9	Cysteine-Rich Transmembrane Module 9
13740	AT3G22270	AtPAT1H1	NULL
13741	AT3G22270	PAT1H1	PAT1 homolog 1
13742	AT3G22270	PATH1	NULL
13743	AT3G22275	JAZ13	JAsmonate ZIM-domain protein 13
13744	AT3G22300	RPS10	ribosomal protein S10
13745	AT3G22300	uS10m	Ribosomal Protein uS10m
13746	AT3G22310	ATRH9	RNA HELICASE 9
13747	AT3G22310	PMH1	putative mitochondrial RNA helicase 1
13748	AT3G22320	ATRPABC24.3	NULL
13749	AT3G22320	NRPB5	NULL
13750	AT3G22320	NRPD5	NULL
13751	AT3G22320	RPB5A	"RNA POLYMERASE II FIFTH LARGEST SUBUNIT, A"
13752	AT3G22330	ATRH53	NULL
13753	AT3G22330	PMH2	putative mitochondrial RNA helicase 2
13754	AT3G22333	AtFDB20	F-Box/DUF295 Brassiceae-specific 20
13755	AT3G22345	AtFDB21	F-Box/DUF295 Brassiceae-specific 21
13756	AT3G22360	AOX1B	alternative oxidase 1B
13757	AT3G22370	AOX1A	alternative oxidase 1A
13758	AT3G22370	ATAOX1A	NULL
13759	AT3G22370	AtHSR3	NULL
13760	AT3G22370	HSR3	hyper-sensitivity-related 3
13761	AT3G22380	TIC	TIME FOR COFFEE
13762	AT3G22400	ATLOX5	Arabidopsis thaliana lipoxygenase 5
13763	AT3G22400	LOX5	NULL
13764	AT3G22420	ATWNK2	ARABIDOPSIS THALIANA WITH NO K 2
13765	AT3G22420	WNK2	with no lysine (K) kinase 2
13766	AT3G22420	ZIK3	NULL
13767	AT3G22425	HISN5A	NULL
13768	AT3G22425	IGPD	imidazoleglycerol-phosphate dehydratase
13769	AT3G22450	uL18-L1	NULL
13770	AT3G22460	OASA2	O-acetylserine (thiol) lyase (OAS-TL) isoform A2
13771	AT3G22470	PPR3	pentatricopeptide repeat 3
13772	AT3G22480	PFD2	prefoldin 2
13773	AT3G22490	ATRAB28	responsive to abscisic acid 28
13774	AT3G22490	RAB28	responsive to abscisic acid 28
13775	AT3G22500	ATECP31	LATE EMBRYOGENESIS ABUNDANT PROTEIN ECP31
13776	AT3G22550	FLZ8	NULL
13777	AT3G22570	LTPG17	glycosylphosphatidylinositol-anchored lipid protein transfer 17
13778	AT3G22580	LTPG18	glycosylphosphatidylinositol-anchored lipid protein transfer 18
13779	AT3G22590	CDC73	NULL
13780	AT3G22590	PHP	PLANT HOMOLOGOUS TO PARAFIBROMIN
13781	AT3G22600	LTPG5	glycosylphosphatidylinositol-anchored lipid protein transfer 5
13782	AT3G22620	LTPG20	glycosylphosphatidylinositol-anchored lipid protein transfer 20
13783	AT3G22630	PBD1	20S proteasome beta subunit D1
13784	AT3G22630	PRCGB	NULL
13785	AT3G22640	PAP85	NULL
13786	AT3G22650	ATSFL61	S-LOCUS F-BOX 61
13787	AT3G22650	CEG	CEGENDUO
13788	AT3G22650	SFL61	S-LOCUS F-BOX 61
13789	AT3G22660	EBP2	NULL
13790	AT3G22670	MISF2	MITOCHONDRIAL SPLICING FACTOR 2
13791	AT3G22680	DMS7	DEFECTIVE IN MERISTEM SILENCING 7
13792	AT3G22680	RDM1	RNA-DIRECTED DNA METHYLATION 1
13793	AT3G22690	YS1	YELLOW SEEDLING1
13794	AT3G22740	HMT3	homocysteine S-methyltransferase 3
13795	AT3G22760	SOL1	NULL
13796	AT3G22760	TCX3	NULL
13797	AT3G22780	ATTSO1	NULL
13798	AT3G22780	TSO1	CHINESE FOR UGLY
13799	AT3G22790	NET1A	Networked 1A
13800	AT3G22810	FL2	FORKED-LIKE2
13801	AT3G22820	CLL1	CHALLAH-LIKE 1
13802	AT3G22820	EPFL5	epidermal patterning factor like 5
13803	AT3G22830	AT-HSFA6B	ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR A6B
13804	AT3G22830	HSFA6B	heat shock transcription factor  A6B
13805	AT3G22840	ELIP	NULL
13806	AT3G22840	ELIP1	EARLY LIGHT-INDUCABLE PROTEIN
13807	AT3G22860	ATEIF3C-2	NULL
13808	AT3G22860	ATTIF3C2	NULL
13809	AT3G22860	EIF3C-2	EUKARYOTIC INITIATION FACTOR 3C-2
13810	AT3G22860	TIF3C2	eukaryotic translation initiation factor 3 subunit C2
13811	AT3G22880	ARLIM15	ARABIDOPSIS HOMOLOG OF LILY MESSAGES INDUCED AT MEIOSIS 15
13812	AT3G22880	ATDMC1	ARABIDOPSIS THALIANA DISRUPTION OF MEIOTIC CONTROL 1
13813	AT3G22880	DMC1	DISRUPTION OF MEIOTIC CONTROL 1
13814	AT3G22886	MIR167A	microRNA167A
13815	AT3G22890	APS1	ATP sulfurylase 1
13816	AT3G22890	ATPS1	NULL
13817	AT3G22900	NRPD7	NULL
13818	AT3G22910	ACA13	auto-inhibited Ca2+ ATPase 13
13819	AT3G22930	AtCML11	NULL
13820	AT3G22930	CML11	calmodulin-like 11
13821	AT3G22942	AGG2	G-protein gamma subunit 2
13822	AT3G22942	AtGG2	NULL
13823	AT3G22950	ARFC1	ADP-ribosylation factor C1
13824	AT3G22950	ARL5	ADP-ribosylation factor like 5
13825	AT3G22950	ATARFC1	ADP-ribosylation factor C1
13826	AT3G22950	MTV8	modified transport to the vacuole 8
13827	AT3G22960	PKP-ALPHA	NULL
13828	AT3G22960	PKP1	PLASTIDIAL PYRUVATE KINASE 1
13829	AT3G22990	LFR	LEAF AND FLOWER RELATED
13830	AT3G23000	ATSR2	NULL
13831	AT3G23000	ATSRPK1	NULL
13832	AT3G23000	CIPK7	CBL-interacting protein kinase 7
13833	AT3G23000	PKS7	NULL
13834	AT3G23000	SnRK3.10	SNF1-RELATED PROTEIN KINASE 3.10
13835	AT3G23010	AtRLP36	receptor like protein 36
13836	AT3G23010	RLP36	receptor like protein 36
13837	AT3G23020	PPR30	pentatricopeptide repeat (PPR) containing protein 30
13838	AT3G23030	IAA2	indole-3-acetic acid inducible 2
13839	AT3G23050	AXR2	AUXIN RESISTANT 2
13840	AT3G23050	IAA7	indole-3-acetic acid 7
13841	AT3G23060	ATBM1C	NULL
13842	AT3G23070	ATCFM3A	NULL
13843	AT3G23070	CFM3A	CRM family member 3A
