	locus_name	symbol	full_name
23626	AT5G35410	SNRK3.11	SNF1-RELATED PROTEIN KINASE 3.11
23627	AT5G35410	SOS2	SALT OVERLY SENSITIVE 2
23628	AT5G35430	NOT10	NULL
23629	AT5G35490	ATMRU1	ARABIDOPSIS MTO 1 RESPONDING UP 1
23630	AT5G35490	MRU1	MTO 1 RESPONDING UP 1
23631	AT5G35520	ATMIS12	ARABIDOPSIS MINICHROMOSOME INSTABILITY 12 (MIS12)-LIKE
23632	AT5G35520	MIS12	MINICHROMOSOME INSTABILITY 12 (MIS12)-LIKE
23633	AT5G35520	MIS12	MIS12 HOMOLOGUE
23634	AT5G35530	uS3x	Ribosomal Protein uS3x
23635	AT5G35550	ATMYB123	MYB DOMAIN PROTEIN 123
23636	AT5G35550	ATTT2	NULL
23637	AT5G35550	MYB123	MYB DOMAIN PROTEIN 123
23638	AT5G35550	TT2	TRANSPARENT TESTA 2
23639	AT5G35580	PBL13	NULL
23640	AT5G35590	PAA1	proteasome alpha subunit A1
23641	AT5G35600	AtHDA7	NULL
23642	AT5G35600	HDA7	histone deacetylase7
23643	AT5G35620	EIF(ISO)4E	EUKARYOTIC INITIATION FACTOR  (ISO)4E
23644	AT5G35620	EIF4E2	EUKARYOTIC TRANSLATION INITATION FACTOR 4E2
23645	AT5G35620	eIFiso4E	eukaryotic translation Initiation Factor isoform 4E
23646	AT5G35620	LSP	NULL
23647	AT5G35620	LSP1	LOSS OF SUSCEPTIBILITY TO POTYVIRUS 1
23648	AT5G35630	ATGSL1	GLUTAMINE SYNTHETASE LIKE 1
23649	AT5G35630	GLN2	GLUTAMINE SYNTHETASE 2
23650	AT5G35630	GS2	glutamine synthetase 2
23651	AT5G35670	iqd33	IQ-domain 33
23652	AT5G35690	WSS1B	Wss1/SPRTN type repair protease B
23653	AT5G35700	FIM2	fimbrin-like protein 2
23654	AT5G35700	FIM5	FIMBRIN5
23655	AT5G35715	CYP71B8	"cytochrome P450, family 71, subfamily B, polypeptide 8"
23656	AT5G35750	AHK2	histidine kinase 2
23657	AT5G35750	HK2	histidine kinase 2
23658	AT5G35770	SAP	STERILE APETALA
23659	AT5G35790	G6PD1	glucose-6-phosphate dehydrogenase 1
23660	AT5G35840	PHYC	phytochrome C
23661	AT5G35900	LBD35	LOB domain-containing protein 35
23662	AT5G35910	AtRRP6L2	NULL
23663	AT5G35910	RRP6L2	RRP6-like 2
23664	AT5G35917	CYP79A3P	"cytochrome P450, family 79, subfamily A, polypeptide 3 pseudogene"
23665	AT5G35920	CYP79A4P	"cytochrome P450, family 79, subfamily A, polypeptide 4 pseudogene"
23666	AT5G35980	YAK1	yeast YAK1-related gene 1
23667	AT5G36001	ATL97	Arabidopsis Tóxicos en Levadura 97
23668	AT5G36100	SLDP2	SEED LIPID DROPLET PROTEIN2
23669	AT5G36110	CYP716A1	"cytochrome P450, family 716, subfamily A, polypeptide 1"
23670	AT5G36120	atylmg3	NULL
23671	AT5G36120	CCB3	"cofactor assembly, complex C (B6F)"
23672	AT5G36120	YLMG3	NULL
23673	AT5G36140	CYP716A2	"cytochrome P450, family 716, subfamily A, polypeptide 2"
23674	AT5G36150	ATPEN3	putative pentacyclic triterpene synthase 3
23675	AT5G36150	PEN3	putative pentacyclic triterpene synthase 3
23676	AT5G36160	AtTAT2	Tyr Aminotransferase 2
23677	AT5G36160	TAT2	Tyr Aminotransferase 2
23678	AT5G36170	ATPRFB	NULL
23679	AT5G36170	HCF109	high chlorophyll fluorescent 109
23680	AT5G36180	scpl1	serine carboxypeptidase-like 1
23681	AT5G36220	CYP81D1	"cytochrome P450, family 81, subfamily D, polypeptide 1"
23682	AT5G36220	CYP91A1	CYTOCHROME P450 91A1
23683	AT5G36250	PP2C74	protein phosphatase 2C 74
23684	AT5G36260	A36	NULL
23685	AT5G36290	BICAT3	BIVALENT CATION TRANSPORTER 3
23686	AT5G36290	PML3	photosynthesis-affected mutant 71 like 3
23687	AT5G36700	ATPGLP1	NULL
23688	AT5G36700	PGLP1	2-phosphoglycolate phosphatase 1
23689	AT5G36870	ATGSL09	glucan synthase-like 9
23690	AT5G36870	atgsl9	NULL
23691	AT5G36870	gsl09	NULL
23692	AT5G36870	GSL09	glucan synthase-like 9
23693	AT5G36880	ACS	acetyl-CoA synthetase
23694	AT5G36890	BGLU42	beta glucosidase 42
23695	AT5G36910	THI2.2	thionin 2.2
23696	AT5G36920	ARACIN2	ARACIN2
23697	AT5G36920	STMP9	NULL
23698	AT5G36925	ARACIN1	ARACIN1
23699	AT5G36940	AtCAT3	NULL
23700	AT5G36940	CAT3	cationic amino acid transporter 3
23701	AT5G36950	DEG10	degradation of periplasmic proteins 10
23702	AT5G36950	DegP10	DegP protease 10
23703	AT5G36970	NHL25	NDR1/HIN1-like 25
23704	AT5G37020	ARF8	auxin response factor 8
23705	AT5G37020	ATARF8	NULL
23706	AT5G37055	ATSWC6	NULL
23707	AT5G37055	SEF	SERRATED LEAVES AND EARLY FLOWERING
23708	AT5G37060	ATCHX24	ARABIDOPSIS THALIANA CATION/H+ EXCHANGER 24
23709	AT5G37060	CHX24	cation/H+ exchanger 24
23710	AT5G37180	ATSUS5	ARABIDOPSIS THALIANA SUCROSE SYNTHASE 5
23711	AT5G37180	SUS5	sucrose synthase 5
23712	AT5G37190	CIP4	COP1-interacting protein 4
23713	AT5G37260	CIR1	CIRCADIAN 1
23714	AT5G37260	RVE2	REVEILLE 2
23715	AT5G37300	WSD1	NULL
23716	AT5G37370	ATSRL1	NULL
23717	AT5G37380	SLN	SILENZIO
23718	AT5G37415	AGL105	AGAMOUS-like 105
23719	AT5G37478	TPXL6	NULL
23720	AT5G37490	CMPG5	NULL
23721	AT5G37490	PUB21	NULL
23722	AT5G37500	GORK	gated outwardly-rectifying K+ channel
23723	AT5G37510	CI76	NULL
23724	AT5G37510	EMB1467	embryo defective 1467
23725	AT5G37560	RFA5	RING finger ABA-related 5
23726	AT5G37600	ATGLN1;1	ARABIDOPSIS GLUTAMINE SYNTHASE 1;1
23727	AT5G37600	ATGSR1	ARABIDOPSIS THALIANA GLUTAMINE SYNTHASE CLONE R1
23728	AT5G37600	GLN1;1	GLUTAMINE SYNTHASE 1;1
23729	AT5G37600	GSR 1	glutamine synthase clone R1
23730	AT5G37630	CAP-G	NULL
23731	AT5G37630	EMB2656	EMBRYO DEFECTIVE 2656
23732	AT5G37640	UBQ9	ubiquitin 9
23733	AT5G37660	PDLP7	plasmodesmata-located protein 7
23734	AT5G37670	HSP15.7	NULL
23735	AT5G37680	ARL8c	ADP-ribosylation factor-like 8c
23736	AT5G37680	ARLA1A	ADP-ribosylation factor-like A1A
23737	AT5G37680	ATARLA1A	ADP-ribosylation factor-like A1A
23738	AT5G37720	ALY4	NULL
23739	AT5G37720	AtALY4	NULL
23740	AT5G37720	DIP2	interacting with DNA-binding domain of Zn-finger PARP 1
23741	AT5G37740	CAR1	NULL
23742	AT5G37770	AtCML24	NULL
23743	AT5G37770	CML24	CALMODULIN-LIKE 24
23744	AT5G37770	TCH2	TOUCH 2
23745	AT5G37780	ACAM-1	NULL
23746	AT5G37780	CAM1	calmodulin 1
23747	AT5G37780	TCH1	TOUCH 1
23748	AT5G37800	ATRSL1	ARABIDOPSIS THALIANA RHD SIX-LIKE 1
23749	AT5G37800	RSL1	RHD SIX-LIKE 1
23750	AT5G37810	NIP4;1	NOD26-like intrinsic protein 4;1
23751	AT5G37810	NLM4	NOD26-LIKE MIP 4
23752	AT5G37820	NIP4;2	NOD26-like intrinsic protein 4;2
23753	AT5G37820	NLM5	NODULIN- 26-LIKE MAJOR INTRINSIC PROTEIN 5
23754	AT5G37830	OXP1	oxoprolinase 1
23755	AT5G37850	ATSOS4	SALT OVERLY SENSITIVE 4
23756	AT5G37850	SNO1	NULL
23757	AT5G37850	SOS4	SALT OVERLY SENSITIVE 4
23758	AT5G37860	AtHMP50	HEAVY METAL ASSOCIATED PROTEIN 50
23759	AT5G37890	AtSINAL7	NULL
23760	AT5G37890	SINAL7	SINA like 7
23761	AT5G37990	CIMT1	NULL
23762	AT5G38030	DTX30	DETOXIFICATION30
23763	AT5G38110	ASF1B	anti- silencing function 1b
23764	AT5G38110	SGA01	NULL
23765	AT5G38110	SGA1	NULL
23766	AT5G38120	4-CL8	4-COUMARATE-COA LIGASE 8
23767	AT5G38120	4CL8	NULL
23768	AT5G38140	NF-YC12	"nuclear factor Y, subunit C12"
23769	AT5G38150	PMI15	plastid movement impaired 15
23770	AT5G38210	LRK10L3	Leaf rust 10 disease-resistance locus receptor- like protein kinase-like 3
23771	AT5G38270	AtFDB37	F-Box/DUF295 Brassiceae-specific 37
23772	AT5G38280	PR5K	PR5-like receptor kinase
23773	AT5G38317	LCR58	low-molecular-weight cysteine-rich 58
23774	AT5G38330	LCR80	low-molecular-weight cysteine-rich 80
23775	AT5G38410	RBCS3B	Rubisco small subunit 3B
23776	AT5G38420	DEG24	NULL
23777	AT5G38420	RBCS2B	Rubisco small subunit 2B
23778	AT5G38430	RBCS1B	Rubisco small subunit 1B
23779	AT5G38435	SPH8	S-protein homologue 8
23780	AT5G38450	CYP735A1	"cytochrome P450, family 735, subfamily A, polypeptide 1"
23781	AT5G38470	RAD23D	RADIATION SENSITIVE23D
23782	AT5G38480	GRF3	general regulatory factor 3
23783	AT5G38480	RCI1	NULL
23784	AT5G38520	CLD1	CHLOROPHYLL DEPHYTYLASE1
23785	AT5G38530	TSB3	NULL
23786	AT5G38530	TSBtype2	tryptophan synthase beta type 2
23787	AT5G38560	AtPERK8	proline-rich extensin-like receptor kinase 8
23788	AT5G38560	PERK8	proline-rich extensin-like receptor kinase 8
23789	AT5G38600	ZCCHC8A	NULL
23790	AT5G38620	AGL73	agamous-like 73
23791	AT5G38630	ACYB-1	cytochrome B561-1
23792	AT5G38630	CYB-1	cytochrome B561-1
23793	AT5G38650	UMP1b	NULL
23794	AT5G38660	APE1	ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT
23795	AT5G38690	DDR1	DDT-RELATED PROTEIN1
23796	AT5G38710	PDH2	NULL
23797	AT5G38720	RRP7	RIBOSOMAL RNA PROCESSING7 I
23798	AT5G38740	AGL77	AGAMOUS-like 77
23799	AT5G38770	AtGDU7	glutamine dumper 7
23800	AT5G38770	GDU7	glutamine dumper 7
23801	AT5G38800	AtbZIP43	basic leucine-zipper 43
23802	AT5G38800	bZIP43	basic leucine-zipper 43
23803	AT5G38820	AtAvt6B	NULL
23804	AT5G38850	MIST1	MICRORNA-SILENCED TNL1
23805	AT5G38860	BIM3	BES1-interacting Myc-like protein 3
23806	AT5G38880	Aug 05	augmin subunit 5
23807	AT5G38900	PDI	Protein Disulfide Isomerase
23808	AT5G38930	DEG8	NULL
23809	AT5G38970	ATBR6OX	NULL
23810	AT5G38970	BR6OX	BRASSINOSTEROID-6-OXIDASE
23811	AT5G38970	BR6OX1	brassinosteroid-6-oxidase 1
23812	AT5G38970	CYP85A1	NULL
23813	AT5G38990	MDS1	MEDOS 1
23814	AT5G39000	MDS2	MEDOS 2
23815	AT5G39020	MDS3	MEDOS 3
23816	AT5G39030	MDS4	MEDOS 4
23817	AT5G39040	ABCB27	ATP-binding cassette B27
23818	AT5G39040	ALS1	ALUMINUM SENSITIVE 1
23819	AT5G39040	AtALS1	NULL
23820	AT5G39040	ATTAP2	ARABIDOPSIS THALIANA TRANSPORTER ASSOCIATED WITH ANTIGEN PROCESSING PROTEIN 2
23821	AT5G39040	TAP2	transporter associated with antigen processing protein 2
23822	AT5G39050	PMAT1	phenolic glucoside malonyltransferase 1
23823	AT5G39100	GLP6	germin-like protein 6
23824	AT5G39190	ATGER2	A. THALIANA GERMIN LIKE PROTEIN 2
23825	AT5G39190	GER2	germin-like protein 2
23826	AT5G39190	GLP2A	GERMIN-LIKE PROTEIN 2A
23827	AT5G39210	CRR7	CHLORORESPIRATORY REDUCTION 7
23828	AT5G39220	VTE7	NULL
23829	AT5G39260	ATEXP21	NULL
23830	AT5G39260	ATEXPA21	expansin A21
23831	AT5G39260	ATHEXP ALPHA 1.20	NULL
23832	AT5G39260	EXP21	EXPANSIN 21
23833	AT5G39260	EXPA21	expansin A21
23834	AT5G39270	ATEXP22	NULL
23835	AT5G39270	ATEXPA22	expansin A22
23836	AT5G39270	ATHEXP ALPHA 1.15	NULL
23837	AT5G39270	EXP22	EXPANSIN 22
23838	AT5G39270	EXPA22	expansin A22
23839	AT5G39280	ATEXP23	EXPANSIN 23
23840	AT5G39280	ATEXPA23	expansin A23
23841	AT5G39280	ATHEXP ALPHA  1.17	NULL
23842	AT5G39280	EXPA23	expansin A23
23843	AT5G39290	ATEXP26	expansin A26
23844	AT5G39290	ATHEXP ALPHA 1.16	NULL
23845	AT5G39290	EXP26	EXPANSIN 26
23846	AT5G39290	EXP26	expansin A26
23847	AT5G39300	ATEXP25	NULL
23848	AT5G39300	ATEXPA25	expansin A25
23849	AT5G39300	ATHEXP ALPHA 1.18	NULL
23850	AT5G39300	EXP25	EXPANSIN 25
23851	AT5G39300	EXPA25	expansin A25
23852	AT5G39310	ATEXP24	NULL
23853	AT5G39310	ATEXPA24	expansin A24
23854	AT5G39310	ATHEXP ALPHA 1.19	NULL
23855	AT5G39310	EXP24	EXPANSIN 24
23856	AT5G39310	EXPA24	expansin A24
23857	AT5G39320	UDG4	UDP-glucose dehydrogenase 4
23858	AT5G39340	AHP3	histidine-containing phosphotransmitter 3
23859	AT5G39340	ATHP2	ARABIDOPSIS THALIANA HISTIDINE-CONTAINING PHOSPHOTRANSMITTER 2
23860	AT5G39360	EDL2	EID1-like 2
23861	AT5G39400	ATPTEN1	NULL
23862	AT5G39400	PTEN1	Phosphatase and TENsin homolog deleted on chromosome ten 1
23863	AT5G39420	cdc2cAt	CDC2C
23864	AT5G39440	SnRK1.3	SNF1-related protein kinase 1.3
23865	AT5G39493	SPH15	S-protein homolog 15
23866	AT5G39500	ERMO1	ENDOPLASMIC RETICULUM MORPHOLOGY 1
23867	AT5G39500	GNL1	GNOM-like 1
23868	AT5G39510	ATVTI11	VESICLE TRANSPORT V-SNARE 11
23869	AT5G39510	ATVTI1A	NULL
23870	AT5G39510	ITT3	IMPAIRED TONOPLAST TRAFFIC 3
23871	AT5G39510	SGR4	SHOOT GRAVITROPSIM 4
23872	AT5G39510	VTI11	VESICLE TRANSPORT V-SNARE 11
23873	AT5G39510	VTI1A	vesicle transport V-snare 1A
23874	AT5G39510	ZIG	NULL
23875	AT5G39510	ZIG1	NULL
23876	AT5G39520	CSAP	Chloroplast-localized Senescence-Associated Protein
23877	AT5G39550	ORTH1	ORTHRUS 1
23878	AT5G39550	VIM3	VARIANT IN METHYLATION 3
23879	AT5G39570	PLDrp1	PLD regulated protein1
23880	AT5G39580	PRX62	NULL
23881	AT5G39590	OXR5	oxidation resistance 5
23882	AT5G39600	mL53	Ribosomal Protein mL53
23883	AT5G39610	ANAC092	Arabidopsis NAC domain containing protein 92
23884	AT5G39610	ATNAC2	NAC domain containing protein  2
23885	AT5G39610	ATNAC6	NAC domain containing protein  6
23886	AT5G39610	NAC2	NAC domain containing protein  2
23887	AT5G39610	NAC6	NAC domain containing protein  6
23888	AT5G39610	ORE1	ORESARA 1
23889	AT5G39620	AtRABG1	RAB GTPase homolog G1
23890	AT5G39620	RABG1	RAB GTPase homolog G1
23891	AT5G39630	VTI14	NULL
23892	AT5G39635	MIR169C	microRNA169C
23893	AT5G39650	DAU2	DUO1-activated unknown 2
23894	AT5G39650	DMP9	DUF679 domain membrane protein 9
23895	AT5G39660	CDF2	cycling DOF factor 2
23896	AT5G39670	CML46	CALMODULIN-LIKE 46
23897	AT5G39680	EMB2744	EMBRYO DEFECTIVE 2744
23898	AT5G39690	ANAC093	NAC domain containing protein 93
23899	AT5G39690	NAC093	NAC domain containing protein 93
23900	AT5G39693	MIR869A	microRNA869A
23901	AT5G39700	AtMYB89	myb domain protein 89
23902	AT5G39700	MYB89	myb domain protein 89
23903	AT5G39710	EMB2745	EMBRYO DEFECTIVE 2745
23904	AT5G39720	AIG2L	avirulence induced gene 2 like protein
23905	AT5G39730	AIG2LB	NULL
23906	AT5G39740	OLI7	OLIGOCELLULA 7
23907	AT5G39740	RPL5B	ribosomal protein L5 B
23908	AT5G39740	uL18y	Ribosomal Protein uL18y
23909	AT5G39750	AGL81	AGAMOUS-like 81
23910	AT5G39750	EMB3008	EMBRYO DEFECTIVE 3008
23911	AT5G39760	AtHB23	homeobox protein 23
23912	AT5G39760	HB23	homeobox protein 23
23913	AT5G39760	ZHD10	ZINC FINGER HOMEODOMAIN 10
23914	AT5G39790	PTST	Protein targeting to starch
23915	AT5G39800	mL41z	Ribosomal Protein mL41z
23916	AT5G39810	AGL98	AGAMOUS-like 98
23917	AT5G39820	anac094	NAC domain containing protein 94
23918	AT5G39820	NAC094	NAC domain containing protein 94
23919	AT5G39830	DEG8	degradation of periplasmic proteins 8
23920	AT5G39830	DEGP8	DEG PROTEASE 8
23921	AT5G39850	uS4y	Ribosomal Protein uS4y
23922	AT5G39860	BHLH136	BASIC HELIX-LOOP-HELIX PROTEIN 136
23923	AT5G39860	BNQ1	BANQUO 1
23924	AT5G39860	PRE1	PACLOBUTRAZOL  RESISTANCE1
23925	AT5G39890	HUP43	HYPOXIA  RESPONSE UNKNOWN PROTEIN  43
23926	AT5G39890	PCO2	plant cysteine oxidase 2
23927	AT5G39930	CLPS5	CLP1-similar protein 5
23928	AT5G39950	ATH2	Arabidopsis thioredoxin h2
23929	AT5G39950	ATTRX2	thioredoxin 2
23930	AT5G39950	ATTRXH2	NULL
23931	AT5G39950	TRX2	thioredoxin 2
23932	AT5G39950	TRXH2	THIOREDOXIN H2
23933	AT5G39960	EngA-2	NULL
23934	AT5G39980	EMB3140	EMBRYO LETHAL 3140
23935	AT5G39980	PDM3	Pigment-Defective Mutant3
23936	AT5G39990	GlcAT14A	beta-glucuronosyltransferase 14A
23937	AT5G40010	AATP1	AAA-ATPase 1
23938	AT5G40010	ASD	ATPase-in-Seed-Development
23939	AT5G40030	AGC1-4	AGC VIIIa Kinase 1-4
23940	AT5G40030	PAXL	PAX-LIKE
23941	AT5G40040	P2v	Ribosomal Protein P2v
23942	AT5G40040	RPP2E	Ribosomal protein P2E
23943	AT5G40080	mL41y	Ribosomal Protein mL41y
23944	AT5G40090	CHL1	CHS1-like 1
23945	AT5G40090	TN18	TIR-NBS18
23946	AT5G40120	AGL76	AGAMOUS-like 76
23947	AT5G40140	PUB40	Plant U-box 40
23948	AT5G40160	EMB139	EMBRYO DEFECTIVE 139
23949	AT5G40160	EMB506	embryo defective 506
23950	AT5G40160	STT1	NULL
23951	AT5G40170	AtRLP54	receptor like protein 54
23952	AT5G40170	RLP54	receptor like protein 54
23953	AT5G40200	DEG9	degradation of periplasmic proteins 9
23954	AT5G40200	DegP9	DegP protease 9
23955	AT5G40210	UMAMIT42	Usually multiple acids move in and out Transporters 42
23956	AT5G40212	UMAMIT39-psi	Usually multiple acids move in and out Transporters 39-pseudogene
23957	AT5G40220	AGL43	AGAMOUS-like 43
23958	AT5G40230	UMAMIT37	Usually multiple acids move in and out Transporters 37
23959	AT5G40240	UMAMIT40	Usually multiple acids move in and out Transporters 40
23960	AT5G40250	ATL46	Arabidopsis Toxicos en Levadura 46
23961	AT5G40260	AtSWEET8	NULL
23962	AT5G40260	RPG1	RUPTURED POLLEN GRAIN1
23963	AT5G40260	SWEET8	NULL
23964	AT5G40270	VEN4	VENOSA 4
23965	AT5G40280	ATFTB	ARABIDOPSIS THALIANA FARNESYL TRANSFERASE BETA SUBUNIT
23966	AT5G40280	ERA1	ENHANCED RESPONSE TO ABA 1
23967	AT5G40280	WIG	WIGGUM
23968	AT5G40300	CASPL4A1	CASP-like protein 4A1
23969	AT5G40330	ATMYB23	MYB DOMAIN PROTEIN 23
23970	AT5G40330	ATMYBRTF	NULL
23971	AT5G40330	MYB23	myb domain protein 23
23972	AT5G40340	PDP3	PWWP domain protein 3
23973	AT5G40350	AtMYB24	myb domain protein 24
23974	AT5G40350	MYB24	myb domain protein 24
23975	AT5G40360	AtMYB115	myb domain protein 115
23976	AT5G40360	MYB115	myb domain protein 115
23977	AT5G40370	AtGRXC2	NULL
23978	AT5G40370	GRX370	NULL
23979	AT5G40370	GRXC2	glutaredoxin C2
23980	AT5G40380	CRK42	cysteine-rich RLK (RECEPTOR-like protein kinase) 42
23981	AT5G40384	MIR866A	microRNA866A
23982	AT5G40390	RS5	raffinose synthase 5
23983	AT5G40390	SIP1	seed imbibition 1-like
23984	AT5G40395	U6acat	NULL
23985	AT5G40420	OLE2	OLEOSIN 2
23986	AT5G40420	OLEO2	oleosin 2
23987	AT5G40430	AtMYB22	myb domain protein 22
23988	AT5G40430	MYB22	myb domain protein 22
23989	AT5G40440	ATMKK3	mitogen-activated protein kinase kinase 3
23990	AT5G40440	MKK3	mitogen-activated protein kinase kinase 3
23991	AT5G40450	RBB1	Regulator of bulb biogenesis1
23992	AT5G40460	SMR6	NULL
23993	AT5G40480	EMB3012	embryo defective 3012
23994	AT5G40490	HLP1	NULL
23995	AT5G40490	RBGD5	RNA-binding glycine-rich protein D5
23996	AT5G40550	AtSGF29b	NULL
23997	AT5G40550	SGF29b	SaGa associated Factor 29 b
23998	AT5G40560	DEG13	degradation of periplasmic proteins 13
23999	AT5G40560	DegP13	DegP protease 13
24000	AT5G40580	PBB2	20S proteasome beta subunit PBB2
24001	AT5G40610	GPDHp	Glycerol-3-phosphate dehydrogenase plastidic
24002	AT5G40645	NOI2	NULL
24003	AT5G40650	SDH2-2	succinate dehydrogenase 2-2
24004	AT5G40660	P12	NULL
24005	AT5G40730	AGP24	arabinogalactan protein 24
24006	AT5G40730	ATAGP24	ARABIDOPSIS THALIANA ARABINOGALACTAN PROTEIN 24
24007	AT5G40740	Aug 06	augmin subunit 6
24008	AT5G40740	GEM3	GEMINI POLLEN 3
24009	AT5G40760	G6PD6	glucose-6-phosphate dehydrogenase 6
24010	AT5G40770	ATPHB3	prohibitin 3
24011	AT5G40770	EER3	NULL
24012	AT5G40770	PHB3	prohibitin 3
24013	AT5G40780	AtLHT1	NULL
24014	AT5G40780	LHT1	lysine histidine transporter 1
24015	AT5G40790	AITR3	NULL
24016	AT5G40790	DIL2	DIG-like 2
24017	AT5G40800	AITR4	NULL
24018	AT5G40800	DIL3	DIG-like 3
24019	AT5G40820	ATATR	ARABIDOPSIS THALIANA ATAXIA TELANGIECTASIA-MUTATED AND RAD3-RELATED
24020	AT5G40820	ATR	Ataxia telangiectasia-mutated and RAD3-related
24021	AT5G40820	ATR-2	ATAXIA TELANGIECTASIA-MUTATED AND RAD3-RELATED 2
24022	AT5G40820	ATRAD3	NULL
24023	AT5G40830	ICA	INCREASED CAMBIAL ACTIVITY
24024	AT5G40840	AtRAD21.1	Sister chromatid cohesion 1 (SCC1) protein homolog 2
24025	AT5G40840	SYN2	NULL
24026	AT5G40850	AtUPM1	NULL
24027	AT5G40850	UPM1	urophorphyrin methylase 1
24028	AT5G40870	ATUK/UPRT1	uridine kinase/uracil phosphoribosyltransferase 1
24029	AT5G40870	UCK1	uridine/cytidine kinase 1
24030	AT5G40870	UK/UPRT1	uridine kinase/uracil phosphoribosyltransferase 1
24031	AT5G40870	UKL1	URIDINE KINASE-LIKE 1
24032	AT5G40880	AtC3H59	NULL
24033	AT5G40880	C3H59	NULL
24034	AT5G40880	ZFWD3	NULL
24035	AT5G40890	ATCLC-A	chloride channel A
24036	AT5G40890	ATCLCA	NULL
24037	AT5G40890	CLC-A	chloride channel A
24038	AT5G40890	CLC-A	CHLORIDE CHANNEL-A
24039	AT5G40890	CLCA	CHLORIDE CHANNEL A
24040	AT5G40930	TOM20-4	translocase of outer membrane 20-4
24041	AT5G40940	FLA20	putative fasciclin-like arabinogalactan protein 20
24042	AT5G40942	RNR2B	ribonucleotide reductase 2B
24043	AT5G40950	bL27c	Ribosomal Protein bL27c
24044	AT5G40950	PRPL27	
24045	AT5G40950	RPL27	ribosomal protein large subunit 27
24046	AT5G40990	GLIP1	GDSL lipase 1
24047	AT5G41000	AtYSL4	NULL
24048	AT5G41000	YSL4	YELLOW STRIPE like 4
24049	AT5G41010	NRPB12	NULL
24050	AT5G41010	NRPD12	NULL
24051	AT5G41010	NRPE12	NULL
24052	AT5G41040	ASFT	aliphatic suberin feruloyl-transferase
24053	AT5G41040	HHT	hydroxycinnamoyl- CoA:&omega;-hydroxyacid O-hydroxycinnamoyltransferase
24054	AT5G41040	RWP1	REDUCED LEVELS OF WALL-BOUND PHENOLICS 1
24055	AT5G41070	DRB5	dsRNA-binding protein 5
24056	AT5G41080	AtGDPD2	NULL
24057	AT5G41080	GDPD2	glycerophosphodiester phosphodiesterase 2
24058	AT5G41090	anac095	NAC domain containing protein 95
24059	AT5G41090	NAC095	NAC domain containing protein 95
24060	AT5G41120	ELT4	NULL
24061	AT5G41130	ELT5	NULL
24062	AT5G41150	ATRAD1	NULL
24063	AT5G41150	RAD1	NULL
24064	AT5G41150	UVH1	ULTRAVIOLET HYPERSENSITIVE 1
24065	AT5G41160	ATPUP12	ARABIDOPSIS THALIANA PURINE PERMEASE 12
24066	AT5G41160	PUP12	purine permease 12
24067	AT5G41170	RFL24	NULL
24068	AT5G41190	AtNOB1	NULL
24069	AT5G41190	NOB1	NULL
24070	AT5G41200	AGL75	AGAMOUS-like 75
24071	AT5G41210	ATGSTT1	glutathione S-transferase THETA 1
24072	AT5G41210	GST10	NULL
24073	AT5G41210	GSTT1	glutathione S-transferase THETA 1
24074	AT5G41220	ATGSTT3	glutathione S-transferase THETA 3
24075	AT5G41220	GST10C	NULL
24076	AT5G41220	GSTT3	glutathione S-transferase THETA 3
24077	AT5G41240	ATGSTT2	glutathione S-transferase THETA 2
24078	AT5G41240	GST10B	NULL
24079	AT5G41240	GSTT2	glutathione S-transferase THETA 2
24080	AT5G41260	BSK8	brassinosteroid-signaling kinase 8
24081	AT5G41315	GL3	GLABRA 3
24082	AT5G41315	GL3	GLABROUS 3
24083	AT5G41315	MYC6.2	NULL
24084	AT5G41340	ATUBC4	UBIQUITIN CONJUGATING ENZYME 4
24085	AT5G41340	UBC4	ubiquitin conjugating enzyme 4
24086	AT5G41360	ATXPB2	ARABIDOPSIS HOMOLOG OF XERODERMA PIGMENTOSUM COMPLEMENTATION GROUP B 2
24087	AT5G41360	XPB2	homolog of Xeroderma pigmentosum complementation group B 2
24088	AT5G41370	ATXPB1	ARABIDOPSIS HOMOLOG OF XERODERMA PIGMENTOSUM COMPLEMENTATION GROUP B 1
24089	AT5G41370	XPB1	homolog of xeroderma pigmentosum complementation group B 1
24090	AT5G41410	BEL1	BELL 1
24091	AT5G41430	ATL85	Arabidopsis Tóxicos en Levadura 85
24092	AT5G41440	ATL86	Arabidopsis Tóxicos en Levadura 86
24093	AT5G41450	ATL87	Arabidopsis Tóxicos en Levadura 87
24094	AT5G41471	SNOR108	small nucleolar RNA108
24095	AT5G41480	79A	
24096	AT5G41480	ATDFA	A. THALIANA DHFS-FPGS HOMOLOG A
24097	AT5G41480	DFA	DHFS-FPGS HOMOLOG A
24098	AT5G41480	EMB9	EMBRYO DEFECTIVE 9
24099	AT5G41480	GLA1	GLOBULAR ARREST1
24100	AT5G41520	eS10y	Ribosomal Protein eS10y
24101	AT5G41520	RPS10B	ribosomal protein S10e B
24102	AT5G41560	DDA1	"DET1-, DDB1-ASSOCIATED 1"
24103	AT5G41570	ATWRKY24	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 24
24104	AT5G41570	WRKY24	WRKY DNA-binding protein 24
24105	AT5G41580	PIAL2	PROTEIN INHIBITOR OF ACTIVATED STAT LIKE 2
24106	AT5G41600	BTI3	VIRB2-interacting protein 3
