	Rep	Medium	Microbes	Carbon	Carbon2	Rep	Time	Area	Length
772	R1	MS	MF	OM.Mannose	Mannose	22	1W	1.219	14.471
773	R1	MS	MF	OM.Mannose	Mannose	23	1W	0.305	3.552
774	R1	MS	MF	OM.Mannose	Mannose	24	1W	0.969	11.651
775	R1	MS	MF	OM.Mannose	Mannose	25	1W	1.185	14.145
776	R1	MS	MF	OM.Mannose	Mannose	26	1W	1.389	16.674
777	R1	MS	MF	OM.Mannose	Mannose	27	1W	1.131	13.614
778	R1	MS	MF	OM.Mannose	Mannose	28	1W	1.111	13.406
779	R1	MS	MF	OM.Mannose	Mannose	29	1W	0.935	11.295
780	R1	MS	MF	OM.Mannose	Mannose	30	1W	1.043	12.447
781	R1	MS	MF	OM.Mannose	Mannose	31	1W	0.982	11.774
782	R1	MS	MF	OM.Mannose	Mannose	32	1W	1.016	12.262
783	R1	MS	MF	OM.Mannose	Mannose	33	1W	0.772	9.254
784	R1	MS	MF	OM.Mannose	Mannose	34	1W	0.996	12.018
785	R1	MS	MF	OM.Mannose	Mannose	35	1W	1.267	15.371
786	R1	MS	MF	OM.Mannose	Mannose	36	1W	0.765	9.277
787	R1	MS	MF	OM.Mannose	Mannose	37	1W	1.199	14.505
788	R1	MS	MF	OM.Mannose	Mannose	38	1W	1.138	13.798
789	R1	MS	MF	OM.Mannose	Mannose	39	1W	0.894	10.744
790	R1	MS	MF	OM.Mannose	Mannose	40	1W	0.901	10.893
791	R1	MS	MF	OM.Mannose	Mannose	41	1W	1.206	14.603
792	R1	MS	MF	OM.Mannose	Mannose	42	1W	1.362	16.463
793	R1	MS	MF	OM.Mannose	Mannose	43	1W	0.948	11.436
794	R1	MS	MF	OM.Mannose	Mannose	44	1W	0.379	4.587
795	R1	MS	MF	OM.Mannose	Mannose	45	1W	0.752	8.999
796	R1	MS	MF	OM.Mannose	Mannose	46	1W	1.28	15.421
797	R1	MS	MF	OM.Mannose	Mannose	47	1W	1.301	15.737
798	R1	MS	MF	OM.Mannose	Mannose	48	1W	0.982	11.852
799	R1	MS	MF	OM.Mannose	Mannose	49	1W	1.104	13.328
800	R1	MS	MF	OM.Mannose	Mannose	50	1W	0.948	11.437
801	R1	MS	MF	3OM.Glucose	Glucose	1	1W	1.301	15.546
802	R1	MS	MF	3OM.Glucose	Glucose	2	1W	0.271	3.187
803	R1	MS	MF	3OM.Glucose	Glucose	3	1W	0.725	8.41
804	R1	MS	MF	3OM.Glucose	Glucose	4	1W	0.881	10.543
805	R1	MS	MF	3OM.Glucose	Glucose	5	1W	1.179	14.116
806	R1	MS	MF	3OM.Glucose	Glucose	6	1W	0.318	3.626
807	R1	MS	MF	3OM.Glucose	Glucose	7	1W	0.373	4.471
808	R1	MS	MF	3OM.Glucose	Glucose	8	1W	0.183	2.159
809	R1	MS	MF	3OM.Glucose	Glucose	9	1W	0.887	10.583
810	R1	MS	MF	3OM.Glucose	Glucose	10	1W	0.881	10.502
811	R1	MS	MF	3OM.Glucose	Glucose	11	1W	1.484	17.605
812	R1	MS	MF	3OM.Glucose	Glucose	12	1W	1.233	14.867
813	R1	MS	MF	3OM.Glucose	Glucose	13	1W	0.373	4.3
814	R1	MS	MF	3OM.Glucose	Glucose	14	1W	1.199	14.409
815	R1	MS	MF	3OM.Glucose	Glucose	15	1W	1.104	13.186
816	R1	MS	MF	3OM.Glucose	Glucose	16	1W	1.084	13.055
817	R1	MS	MF	3OM.Glucose	Glucose	17	1W	1.213	14.523
818	R1	MS	MF	3OM.Glucose	Glucose	18	1W	0.786	9.43
819	R1	MS	MF	3OM.Glucose	Glucose	19	1W	0.989	11.861
820	R1	MS	MF	3OM.Glucose	Glucose	20	1W	1.124	13.49
821	R1	MS	MF	3OM.Glucose	Glucose	21	1W	1.07	12.87
822	R1	MS	MF	3OM.Glucose	Glucose	22	1W	0.982	11.815
823	R1	MS	MF	3OM.Glucose	Glucose	23	1W	0.975	11.662
824	R1	MS	MF	3OM.Glucose	Glucose	24	1W	0.989	11.804
825	R1	MS	MF	3OM.Glucose	Glucose	25	1W	1.077	12.95
826	R1	MS	MF	3OM.Glucose	Glucose	26	1W	1.097	13.124
827	R1	MS	MF	3OM.Glucose	Glucose	27	1W	1.097	13.121
828	R1	MS	MF	3OM.Glucose	Glucose	28	1W	0.528	6.268
829	R1	MS	MF	3OM.Glucose	Glucose	29	1W	0.962	11.421
830	R1	MS	MF	3OM.Glucose	Glucose	30	1W	0.203	2.247
831	R1	MS	MF	3OM.Glucose	Glucose	31	1W	0.312	3.731
832	R1	MS	MF	3OM.Glucose	Glucose	32	1W	1.003	12.047
833	R1	MS	MF	3OM.Glucose	Glucose	33	1W	0.881	10.504
834	R1	MS	MF	3OM.Glucose	Glucose	34	1W	1.05	12.599
835	R1	MS	MF	3OM.Glucose	Glucose	35	1W	1.165	13.978
836	R1	MS	MF	3OM.Glucose	Glucose	36	1W	1.057	12.766
837	R1	MS	MF	3OM.Glucose	Glucose	37	1W	1.03	12.299
838	R1	MS	MF	3OM.Glucose	Glucose	38	1W	0.854	10.011
839	R1	MS	MF	3OM.Glucose	Glucose	39	1W	1.064	12.821
840	R1	MS	MF	3OM.Glucose	Glucose	40	1W	0.793	9.582
841	R1	MS	MF	3OM.Glucose	Glucose	41	1W	0.989	11.91
842	R1	MS	MF	3OM.Glucose	Glucose	42	1W	0.996	11.986
843	R1	MS	MF	3OM.Glucose	Glucose	43	1W	1.064	12.834
844	R1	MS	MF	3OM.Glucose	Glucose	44	1W	1.009	12.205
845	R1	MS	MF	3OM.Glucose	Glucose	45	1W	0.948	11.458
846	R1	MS	MF	3OM.Glucose	Glucose	46	1W	1.179	14.194
847	R1	MS	MF	3OM.Glucose	Glucose	47	1W	1.206	14.545
848	R1	MS	MF	3OM.Glucose	Glucose	48	1W	1.023	12.335
849	R1	MS	MF	3OM.Glucose	Glucose	49	1W	1.314	15.922
850	R1	MS	MF	3OM.Glucose	Glucose	50	1W	0.183	2.222
851	R1	MS	MF	3OM.Mannose	Mannose	1	1W	1.28	15.312
852	R1	MS	MF	3OM.Mannose	Mannose	2	1W	0.704	8.335
853	R1	MS	MF	3OM.Mannose	Mannose	3	1W	0.352	4.091
854	R1	MS	MF	3OM.Mannose	Mannose	4	1W	0.793	9.288
855	R1	MS	MF	3OM.Mannose	Mannose	5	1W	0.928	10.826
856	R1	MS	MF	3OM.Mannose	Mannose	6	1W	1.111	13.177
857	R1	MS	MF	3OM.Mannose	Mannose	7	1W	1.064	12.561
858	R1	MS	MF	3OM.Mannose	Mannose	8	1W	0.806	9.642
859	R1	MS	MF	3OM.Mannose	Mannose	9	1W	1.179	14.169
860	R1	MS	MF	3OM.Mannose	Mannose	10	1W	0.156	1.893
861	R1	MS	MF	3OM.Mannose	Mannose	11	1W	1.26	15.082
862	R1	MS	MF	3OM.Mannose	Mannose	12	1W	1.172	13.96
863	R1	MS	MF	3OM.Mannose	Mannose	13	1W	0.244	2.848
864	R1	MS	MF	3OM.Mannose	Mannose	14	1W	1.064	12.418
865	R1	MS	MF	3OM.Mannose	Mannose	15	1W	1.07	12.789
866	R1	MS	MF	3OM.Mannose	Mannose	16	1W	0.21	2.401
867	R1	MS	MF	3OM.Mannose	Mannose	17	1W	0.908	10.743
868	R1	MS	MF	3OM.Mannose	Mannose	18	1W	1.104	13.113
869	R1	MS	MF	3OM.Mannose	Mannose	19	1W	0.996	11.847
870	R1	MS	MF	3OM.Mannose	Mannose	20	1W	0.366	4.267
871	R1	MS	MF	3OM.Mannose	Mannose	21	1W	0.84	10.054
872	R1	MS	MF	3OM.Mannose	Mannose	22	1W	0.962	11.321
873	R1	MS	MF	3OM.Mannose	Mannose	23	1W	1.003	11.988
874	R1	MS	MF	3OM.Mannose	Mannose	24	1W	1.138	13.634
875	R1	MS	MF	3OM.Mannose	Mannose	25	1W	0.271	3.201
876	R1	MS	MF	3OM.Mannose	Mannose	26	1W	1.064	12.655
877	R1	MS	MF	3OM.Mannose	Mannose	27	1W	1.226	14.601
878	R1	MS	MF	3OM.Mannose	Mannose	28	1W	1.158	13.927
879	R1	MS	MF	3OM.Mannose	Mannose	29	1W	0.982	11.789
880	R1	MS	MF	3OM.Mannose	Mannose	30	1W	0.948	11.315
881	R1	MS	MF	3OM.Mannose	Mannose	31	1W	0.406	4.608
882	R1	MS	MF	3OM.Mannose	Mannose	32	1W	1.152	13.614
883	R1	MS	MF	3OM.Mannose	Mannose	33	1W	1.199	14.27
884	R1	MS	MF	3OM.Mannose	Mannose	34	1W	0.698	8.385
885	R1	MS	MF	3OM.Mannose	Mannose	35	1W	0.948	11.271
886	R1	MS	MF	3OM.Mannose	Mannose	36	1W	1.03	12.218
887	R1	MS	MF	3OM.Mannose	Mannose	37	1W	1.118	13.263
888	R1	MS	MF	3OM.Mannose	Mannose	38	1W	1.118	13.18
889	R1	MS	MF	3OM.Mannose	Mannose	39	1W	0.887	10.548
890	R1	MS	MF	3OM.Mannose	Mannose	40	1W	1.131	13.642
891	R1	MS	MF	3OM.Mannose	Mannose	41	1W	0.596	7.166
892	R1	MS	MF	3OM.Mannose	Mannose	42	1W	0.86	10.342
893	R1	MS	MF	3OM.Mannose	Mannose	43	1W	1.192	14.369
894	R1	MS	MF	3OM.Mannose	Mannose	44	1W	1.023	12.304
895	R1	MS	MF	3OM.Mannose	Mannose	45	1W	1.138	13.773
896	R1	MS	MF	3OM.Mannose	Mannose	46	1W	1.219	14.578
897	R1	MS	MF	3OM.Mannose	Mannose	47	1W	1.233	14.826
898	R1	MS	MF	3OM.Mannose	Mannose	48	1W	1.294	15.532
899	R1	MS	MF	3OM.Mannose	Mannose	49	1W	1.057	12.599
900	R1	MS	MF	3OM.Mannose	Mannose	50	1W	1.26	15.172
901	R1	MS	F16	Water	Water	1	1W	0.183	2.008
902	R1	MS	F16	Water	Water	2	1W	0.149	1.777
903	R1	MS	F16	Water	Water	3	1W	0.183	2.097
904	R1	MS	F16	Water	Water	4	1W	0.169	1.877
905	R1	MS	F16	Water	Water	5	1W	0.21	2.509
906	R1	MS	F16	Water	Water	6	1W	0.142	1.636
907	R1	MS	F16	Water	Water	7	1W	0.19	1.944
908	R1	MS	F16	Water	Water	8	1W	0.271	3.234
909	R1	MS	F16	Water	Water	9	1W	0.224	2.631
910	R1	MS	F16	Water	Water	10	1W	0.176	2.081
911	R1	MS	F16	Water	Water	11	1W	0.122	1.44
912	R1	MS	F16	Water	Water	12	1W	0.156	1.867
913	R1	MS	F16	Water	Water	13	1W	0.108	1.299
914	R1	MS	F16	Water	Water	14	1W	0.176	2.072
915	R1	MS	F16	Water	Water	15	1W	0.135	1.629
916	R1	MS	F16	Water	Water	16	1W	0.129	1.561
917	R1	MS	F16	Water	Water	17	1W	0.169	1.966
918	R1	MS	F16	Water	Water	18	1W	0.135	1.566
919	R1	MS	F16	Water	Water	19	1W	0.176	2.093
920	R1	MS	F16	Water	Water	20	1W	0.156	1.851
921	R1	MS	F16	Water	Water	21	1W	0.129	1.48
922	R1	MS	F16	Water	Water	22	1W	0.203	2.457
923	R1	MS	F16	Water	Water	23	1W	0.129	1.526
924	R1	MS	F16	Water	Water	24	1W	0.142	1.676
925	R1	MS	F16	Water	Water	25	1W	0.163	1.899
926	R1	MS	F16	Water	Water	26	1W	0.115	1.326
927	R1	MS	F16	Water	Water	27	1W	0.115	1.34
928	R1	MS	F16	Water	Water	28	1W	0.108	1.244
929	R1	MS	F16	Water	Water	29	1W	0.19	2.247
930	R1	MS	F16	Water	Water	30	1W	0.075	0.83
931	R1	MS	F16	Water	Water	31	1W	0.257	3.011
932	R1	MS	F16	Water	Water	32	1W	0.163	1.887
933	R1	MS	F16	Water	Water	33	1W	0.224	2.663
934	R1	MS	F16	Water	Water	34	1W	0.156	1.844
935	R1	MS	F16	Water	Water	35	1W	0.129	1.489
936	R1	MS	F16	Water	Water	36	1W	0.135	1.57
937	R1	MS	F16	Water	Water	37	1W	0.108	1.241
938	R1	MS	F16	Water	Water	38	1W	0.142	1.698
939	R1	MS	F16	Water	Water	39	1W	0.108	1.262
940	R1	MS	F16	Water	Water	40	1W	0.081	0.91
941	R1	MS	F16	Water	Water	41	1W	0.108	1.224
942	R1	MS	F16	Water	Water	42	1W	0.163	1.933
943	R1	MS	F16	Water	Water	43	1W	0.156	1.84
944	R1	MS	F16	Water	Water	44	1W	0.088	1.007
945	R1	MS	F16	Water	Water	45	1W	0.095	1.087
946	R1	MS	F16	Water	Water	46	1W	0.061	0.699
947	R1	MS	F16	Water	Water	47	1W	0.061	0.735
948	R1	MS	F16	Water	Water	48	1W	0.068	0.754
949	R1	MS	F16	Water	Water	49	1W	0.163	1.92
950	R1	MS	F16	Water	Water	50	1W	0.095	1.114
951	R1	MS	F16	OM.Glucose	Glucose	1	1W	0.203	2.31
952	R1	MS	F16	OM.Glucose	Glucose	2	1W	0.237	2.714
953	R1	MS	F16	OM.Glucose	Glucose	3	1W	0.095	1.152
954	R1	MS	F16	OM.Glucose	Glucose	4	1W	0.129	1.366
955	R1	MS	F16	OM.Glucose	Glucose	5	1W	0.149	1.569
956	R1	MS	F16	OM.Glucose	Glucose	6	1W	0.108	1.184
957	R1	MS	F16	OM.Glucose	Glucose	7	1W	0.142	1.728
958	R1	MS	F16	OM.Glucose	Glucose	8	1W	0.19	2.204
959	R1	MS	F16	OM.Glucose	Glucose	9	1W	0.21	2.306
960	R1	MS	F16	OM.Glucose	Glucose	10	1W	0.169	1.827
961	R1	MS	F16	OM.Glucose	Glucose	11	1W	0.102	1.152
962	R1	MS	F16	OM.Glucose	Glucose	12	1W	0.156	1.819
963	R1	MS	F16	OM.Glucose	Glucose	13	1W	0.088	1.019
964	R1	MS	F16	OM.Glucose	Glucose	14	1W	0.135	1.61
965	R1	MS	F16	OM.Glucose	Glucose	15	1W	0.196	2.322
966	R1	MS	F16	OM.Glucose	Glucose	16	1W	0.156	1.813
967	R1	MS	F16	OM.Glucose	Glucose	17	1W	0.176	2.226
968	R1	MS	F16	OM.Glucose	Glucose	18	1W	0.257	3.097
969	R1	MS	F16	OM.Glucose	Glucose	19	1W	0.075	0.857
970	R1	MS	F16	OM.Glucose	Glucose	20	1W	0.088	0.997
971	R1	MS	F16	OM.Glucose	Glucose	21	1W	0.075	0.861
972	R1	MS	F16	OM.Glucose	Glucose	22	1W	0.102	1.183
973	R1	MS	F16	OM.Glucose	Glucose	23	1W	0.108	1.224
974	R1	MS	F16	OM.Glucose	Glucose	24	1W	0.102	1.225
975	R1	MS	F16	OM.Glucose	Glucose	25	1W	0.19	2.259
976	R1	MS	F16	OM.Glucose	Glucose	26	1W	0.102	1.24
977	R1	MS	F16	OM.Glucose	Glucose	27	1W	0.183	2.153
978	R1	MS	F16	OM.Glucose	Glucose	28	1W	0.102	1.257
979	R1	MS	F16	OM.Glucose	Glucose	29	1W	0.102	1.194
980	R1	MS	F16	OM.Glucose	Glucose	30	1W	0.115	1.363
981	R1	MS	F16	OM.Glucose	Glucose	31	1W	0.108	1.327
982	R1	MS	F16	OM.Glucose	Glucose	32	1W	0.163	1.908
983	R1	MS	F16	OM.Glucose	Glucose	33	1W	0.122	1.44
984	R1	MS	F16	OM.Glucose	Glucose	34	1W	0.129	1.55
985	R1	MS	F16	OM.Glucose	Glucose	35	1W	0.142	1.678
986	R1	MS	F16	OM.Glucose	Glucose	36	1W	0.122	1.465
987	R1	MS	F16	OM.Glucose	Glucose	37	1W	0.149	1.783
988	R1	MS	F16	OM.Glucose	Glucose	38	1W	0.142	1.701
989	R1	MS	F16	OM.Glucose	Glucose	39	1W	0.129	1.611
990	R1	MS	F16	OM.Glucose	Glucose	40	1W	0.203	2.41
991	R1	MS	F16	OM.Glucose	Glucose	41	1W	0.095	1.166
992	R1	MS	F16	OM.Glucose	Glucose	42	1W	0.129	1.481
993	R1	MS	F16	OM.Glucose	Glucose	43	1W	0.129	1.503
994	R1	MS	F16	OM.Glucose	Glucose	44	1W	0.081	0.987
995	R1	MS	F16	OM.Glucose	Glucose	45	1W	0.23	2.786
996	R1	MS	F16	OM.Glucose	Glucose	46	1W	0.102	1.176
997	R1	MS	F16	OM.Glucose	Glucose	47	1W	0.176	2.084
998	R1	MS	F16	OM.Glucose	Glucose	48	1W	0.095	1.115
999	R1	MS	F16	OM.Glucose	Glucose	49	1W	0.183	2.151
1000	R1	MS	F16	OM.Glucose	Glucose	50	1W	0.102	1.353
1001	R1	MS	F16	OM.Galactose	Galactose	1	1W	0.169	1.954
1002	R1	MS	F16	OM.Galactose	Galactose	2	1W	0.142	1.671
1003	R1	MS	F16	OM.Galactose	Galactose	3	1W	0.176	1.821
1004	R1	MS	F16	OM.Galactose	Galactose	4	1W	0.183	2.151
1005	R1	MS	F16	OM.Galactose	Galactose	5	1W	0.149	1.586
1006	R1	MS	F16	OM.Galactose	Galactose	6	1W	0.068	0.701
1007	R1	MS	F16	OM.Galactose	Galactose	7	1W	0.196	2.165
1008	R1	MS	F16	OM.Galactose	Galactose	8	1W	0.061	0.741
1009	R1	MS	F16	OM.Galactose	Galactose	9	1W	0.115	1.344
1010	R1	MS	F16	OM.Galactose	Galactose	10	1W	0.142	1.67
1011	R1	MS	F16	OM.Galactose	Galactose	11	1W	0.095	1.034
1012	R1	MS	F16	OM.Galactose	Galactose	12	1W	0.095	1.059
1013	R1	MS	F16	OM.Galactose	Galactose	13	1W	0.095	1.045
1014	R1	MS	F16	OM.Galactose	Galactose	14	1W	0.068	0.796
1015	R1	MS	F16	OM.Galactose	Galactose	15	1W	0.068	0.831
1016	R1	MS	F16	OM.Galactose	Galactose	16	1W	0.156	1.859
1017	R1	MS	F16	OM.Galactose	Galactose	17	1W	0.163	1.956
1018	R1	MS	F16	OM.Galactose	Galactose	18	1W	0.169	1.992
1019	R1	MS	F16	OM.Galactose	Galactose	19	1W	0.149	1.742
1020	R1	MS	F16	OM.Galactose	Galactose	20	1W	0.129	1.558
1021	R1	MS	F16	OM.Galactose	Galactose	21	1W	0.122	1.429
1022	R1	MS	F16	OM.Galactose	Galactose	22	1W	0.129	1.502
1023	R1	MS	F16	OM.Galactose	Galactose	23	1W	0.054	0.658
1024	R1	MS	F16	OM.Galactose	Galactose	24	1W	0.169	2.037
1025	R1	MS	F16	OM.Galactose	Galactose	25	1W	0.176	2.106
1026	R1	MS	F16	OM.Galactose	Galactose	26	1W	0.115	1.375
1027	R1	MS	F16	OM.Galactose	Galactose	27	1W	0.176	2.144
1028	R1	MS	F16	OM.Galactose	Galactose	28	1W	0.156	1.863
1029	R1	MS	F16	OM.Galactose	Galactose	29	1W	0.129	1.493
1030	R1	MS	F16	OM.Galactose	Galactose	30	1W	0.108	1.236
1031	R1	MS	F16	OM.Galactose	Galactose	31	1W	0.149	1.73
1032	R1	MS	F16	OM.Galactose	Galactose	32	1W	0.176	2.077
1033	R1	MS	F16	OM.Galactose	Galactose	33	1W	0.122	1.39
1034	R1	MS	F16	OM.Galactose	Galactose	34	1W	0.095	1.109
1035	R1	MS	F16	OM.Galactose	Galactose	35	1W	0.169	2.017
1036	R1	MS	F16	OM.Galactose	Galactose	36	1W	0.156	1.848
1037	R1	MS	F16	OM.Galactose	Galactose	37	1W	0.102	1.248
1038	R1	MS	F16	OM.Galactose	Galactose	38	1W	0.129	1.526
1039	R1	MS	F16	OM.Galactose	Galactose	39	1W	0.149	1.785
1040	R1	MS	F16	OM.Galactose	Galactose	40	1W	0.068	0.764
1041	R1	MS	F16	OM.Galactose	Galactose	41	1W	0.203	2.412
1042	R1	MS	F16	OM.Galactose	Galactose	42	1W	0.163	1.973
1043	R1	MS	F16	OM.Galactose	Galactose	43	1W	0.102	1.196
1044	R1	MS	F16	OM.Galactose	Galactose	44	1W	0.176	2.15
1045	R1	MS	F16	OM.Galactose	Galactose	45	1W	0.156	1.832
1046	R1	MS	F16	OM.Galactose	Galactose	46	1W	0.075	0.838
1047	R1	MS	F16	OM.Galactose	Galactose	47	1W	0.149	1.751
1048	R1	MS	F16	OM.Galactose	Galactose	48	1W	0.196	2.375
1049	R1	MS	F16	OM.Galactose	Galactose	49	1W	0.129	1.524
1050	R1	MS	F16	OM.Galactose	Galactose	50	1W	0.129	1.508
1051	R1	MS	F16	OM.Mannose	Mannose	1	1W	0.19	2.275
1052	R1	MS	F16	OM.Mannose	Mannose	2	1W	0.271	3.356
1053	R1	MS	F16	OM.Mannose	Mannose	3	1W	0.142	1.705
1054	R1	MS	F16	OM.Mannose	Mannose	4	1W	0.176	2.114
1055	R1	MS	F16	OM.Mannose	Mannose	5	1W	0.257	3.154
1056	R1	MS	F16	OM.Mannose	Mannose	6	1W	0.224	2.669
1057	R1	MS	F16	OM.Mannose	Mannose	7	1W	0.142	1.687
1058	R1	MS	F16	OM.Mannose	Mannose	8	1W	0.135	1.625
1059	R1	MS	F16	OM.Mannose	Mannose	9	1W	0.108	1.277
1060	R1	MS	F16	OM.Mannose	Mannose	10	1W	0.115	1.321
1061	R1	MS	F16	OM.Mannose	Mannose	11	1W	0.149	1.753
1062	R1	MS	F16	OM.Mannose	Mannose	12	1W	0.088	1.055
1063	R1	MS	F16	OM.Mannose	Mannose	13	1W	0.061	0.727
1064	R1	MS	F16	OM.Mannose	Mannose	14	1W	0.129	1.608
1065	R1	MS	F16	OM.Mannose	Mannose	15	1W	0.115	1.347
1066	R1	MS	F16	OM.Mannose	Mannose	16	1W	0.088	1.037
1067	R1	MS	F16	OM.Mannose	Mannose	17	1W	0.149	1.802
1068	R1	MS	F16	OM.Mannose	Mannose	18	1W	0.149	1.828
1069	R1	MS	F16	OM.Mannose	Mannose	19	1W	0.19	2.238
1070	R1	MS	F16	OM.Mannose	Mannose	20	1W	0.122	1.504
1071	R1	MS	F16	OM.Mannose	Mannose	21	1W	0.163	1.974
1072	R1	MS	F16	OM.Mannose	Mannose	22	1W	0.203	2.474
1073	R1	MS	F16	OM.Mannose	Mannose	23	1W	0.108	1.288
1074	R1	MS	F16	OM.Mannose	Mannose	24	1W	0.081	0.985
1075	R1	MS	F16	OM.Mannose	Mannose	25	1W	0.102	1.175
1076	R1	MS	F16	OM.Mannose	Mannose	26	1W	0.135	1.604
1077	R1	MS	F16	OM.Mannose	Mannose	27	1W	0.081	0.913
1078	R1	MS	F16	OM.Mannose	Mannose	28	1W	0.149	1.822
1079	R1	MS	F16	OM.Mannose	Mannose	29	1W	0.163	1.934
1080	R1	MS	F16	OM.Mannose	Mannose	30	1W	0.163	1.966
1081	R1	MS	F16	OM.Mannose	Mannose	31	1W	0.156	1.872
1082	R1	MS	F16	OM.Mannose	Mannose	32	1W	0.108	1.28
1083	R1	MS	F16	OM.Mannose	Mannose	33	1W	0.102	1.213
1084	R1	MS	F16	OM.Mannose	Mannose	34	1W	0.183	2.171
1085	R1	MS	F16	OM.Mannose	Mannose	35	1W	0.115	1.37
1086	R1	MS	F16	OM.Mannose	Mannose	36	1W	0.115	1.447
1087	R1	MS	F16	OM.Mannose	Mannose	37	1W	0.129	1.512
1088	R1	MS	F16	OM.Mannose	Mannose	38	1W	0.156	1.863
1089	R1	MS	F16	OM.Mannose	Mannose	39	1W	0.142	1.744
1090	R1	MS	F16	OM.Mannose	Mannose	40	1W	0.183	2.201
1091	R1	MS	F16	OM.Mannose	Mannose	41	1W	0.156	1.866
1092	R1	MS	F16	OM.Mannose	Mannose	42	1W	0.176	2.108
1093	R1	MS	F16	OM.Mannose	Mannose	43	1W	0.176	2.066
1094	R1	MS	F16	OM.Mannose	Mannose	44	1W	0.203	2.456
1095	R1	MS	F16	OM.Mannose	Mannose	45	1W	0.244	2.962
1096	R1	MS	F16	OM.Mannose	Mannose	46	1W	0.122	1.429
1097	R1	MS	F16	OM.Mannose	Mannose	47	1W	0.196	2.351
1098	R1	MS	F16	OM.Mannose	Mannose	48	1W	0.19	2.229
1099	R1	MS	F16	OM.Mannose	Mannose	49	1W	0.156	1.829
1100	R1	MS	F16	OM.Mannose	Mannose	50	1W	0.075	0.826
1101	R1	MS	F16	3OM.Glucose	Glucose	1	1W	0.623	7.032
1102	R1	MS	F16	3OM.Glucose	Glucose	2	1W	0.698	8.001
1103	R1	MS	F16	3OM.Glucose	Glucose	3	1W	0.481	5.39
1104	R1	MS	F16	3OM.Glucose	Glucose	4	1W	0.149	1.705
1105	R1	MS	F16	3OM.Glucose	Glucose	5	1W	0.271	2.979
1106	R1	MS	F16	3OM.Glucose	Glucose	6	1W	0.522	6.214
1107	R1	MS	F16	3OM.Glucose	Glucose	7	1W	0.427	5.07
1108	R1	MS	F16	3OM.Glucose	Glucose	8	1W	0.481	5.685
1109	R1	MS	F16	3OM.Glucose	Glucose	9	1W	0.779	9.213
1110	R1	MS	F16	3OM.Glucose	Glucose	10	1W	0.61	7.284
1111	R1	MS	F16	3OM.Glucose	Glucose	11	1W	0.312	3.686
1112	R1	MS	F16	3OM.Glucose	Glucose	12	1W	0.549	6.536
1113	R1	MS	F16	3OM.Glucose	Glucose	13	1W	0.345	3.826
1114	R1	MS	F16	3OM.Glucose	Glucose	14	1W	0.4	4.749
1115	R1	MS	F16	3OM.Glucose	Glucose	15	1W	0.23	2.738
1116	R1	MS	F16	3OM.Glucose	Glucose	16	1W	0.589	6.975
1117	R1	MS	F16	3OM.Glucose	Glucose	17	1W	0.562	6.773
1118	R1	MS	F16	3OM.Glucose	Glucose	18	1W	0.42	5.096
1119	R1	MS	F16	3OM.Glucose	Glucose	19	1W	0.583	6.994
1120	R1	MS	F16	3OM.Glucose	Glucose	20	1W	0.4	4.77
1121	R1	MS	F16	3OM.Glucose	Glucose	21	1W	0.63	7.566
1122	R1	MS	F16	3OM.Glucose	Glucose	22	1W	0.237	2.804
1123	R1	MS	F16	3OM.Glucose	Glucose	23	1W	0.522	6.237
1124	R1	MS	F16	3OM.Glucose	Glucose	24	1W	0.657	7.888
1125	R1	MS	F16	3OM.Glucose	Glucose	25	1W	0.562	6.748
1126	R1	MS	F16	3OM.Glucose	Glucose	26	1W	0.318	3.791
1127	R1	MS	F16	3OM.Glucose	Glucose	27	1W	0.386	4.634
1128	R1	MS	F16	3OM.Glucose	Glucose	28	1W	0.061	0.665
1129	R1	MS	F16	3OM.Glucose	Glucose	29	1W	0.183	2.173
1130	R1	MS	F16	3OM.Glucose	Glucose	30	1W	0.461	5.577
1131	R1	MS	F16	3OM.Glucose	Glucose	31	1W	0.644	7.764
1132	R1	MS	F16	3OM.Glucose	Glucose	32	1W	0.278	3.339
1133	R1	MS	F16	3OM.Glucose	Glucose	33	1W	0.217	2.559
1134	R1	MS	F16	3OM.Glucose	Glucose	34	1W	0.345	4.167
1135	R1	MS	F16	3OM.Glucose	Glucose	35	1W	0.183	2.196
1136	R1	MS	F16	3OM.Glucose	Glucose	36	1W	0.671	8.082
1137	R1	MS	F16	3OM.Glucose	Glucose	37	1W	0.793	9.556
1138	R1	MS	F16	3OM.Glucose	Glucose	38	1W	0.725	8.418
1139	R1	MS	F16	3OM.Glucose	Glucose	39	1W	0.21	2.458
1140	R1	MS	F16	3OM.Glucose	Glucose	40	1W	0.63	7.49
1141	R1	MS	F16	3OM.Glucose	Glucose	41	1W	0.488	5.852
1142	R1	MS	F16	3OM.Glucose	Glucose	42	1W	0.623	7.451
1143	R1	MS	F16	3OM.Glucose	Glucose	43	1W	0.786	9.199
1144	R1	MS	F16	3OM.Glucose	Glucose	44	1W	0.379	4.475
1145	R1	MS	F16	3OM.Glucose	Glucose	45	1W	0.271	2.854
1146	R1	MS	F16	3OM.Glucose	Glucose	46	1W	0.637	7.522
1147	R1	MS	F16	3OM.Glucose	Glucose	47	1W	0.508	6.072
1148	R1	MS	F16	3OM.Glucose	Glucose	48	1W	0.657	7.888
1149	R1	MS	F16	3OM.Glucose	Glucose	49	1W	0.569	6.858
