TranscriptID	Control_3OMG_F16_1	Control_3OMG_F16_2	Control_3OMG_F16_3	Control_3OMG_F16_4	Control_Water_F16_1	Control_Water_F16_2	Control_Water_F16_3	Plant_3OMG_F16_1	Plant_3OMG_F16_2	Plant_3OMG_F16_3	Plant_3OMG_F16_4	m3OMG_microbeFree_1	m3OMG_microbeFree_2	m3OMG_microbeFree_3	m3OMG_microbeFree_4	Plant_Water_F16_1	Plant_Water_F16_2	Plant_Water_F16_3	Plant_Water_F16_4	water_microbeFree_1	water_microbeFree_2	water_microbeFree_3	water_microbeFree_4
gene_13563	9	1	0	13	5	7	7	0	1	2	0	0	0	0	0	5	1	0	0	0	0	0	0
gene_13564	95	104	106	104	152	137	125	8	21	23	19	0	0	0	0	35	19	33	21	0	0	0	0
gene_13562	2	2	3	2	0	7	12	0	0	0	1	0	0	0	0	0	1	4	1	0	0	0	0
gene_13568	23	12	10	14	15	21	18	3	0	1	0	0	0	0	0	5	2	7	7	0	0	0	0
gene_13582	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1517	1	3	1	1	3	3	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
gene_13585	50	45	65	52	54	71	78	3	5	6	6	0	0	0	0	31	12	16	13	0	0	0	0
gene_1516	93	163	94	122	98	130	172	18	33	29	22	0	0	0	0	118	28	43	38	0	0	0	0
gene_13593	85	103	51	87	55	81	73	11	15	28	12	0	0	0	0	37	19	31	22	0	0	0	0
gene_1518	5	11	8	6	4	11	18	1	2	3	6	0	0	0	0	2	2	3	2	0	0	0	0
gene_13595	45	36	30	48	61	54	71	10	10	6	11	0	0	0	0	25	10	13	8	0	0	0	0
gene_13597	62	78	64	100	101	123	123	14	25	24	18	0	0	0	0	30	11	31	15	0	0	0	0
gene_13598	91	86	50	78	96	76	151	21	44	36	23	0	0	0	0	60	33	46	28	0	0	0	0
gene_13599	41	49	22	39	29	39	44	13	15	16	12	0	0	0	0	33	8	20	15	0	0	0	0
gene_13600	40	27	47	41	25	50	45	10	25	20	17	0	0	0	0	31	13	15	16	0	0	0	0
gene_13601	18	10	14	16	8	15	28	5	6	9	1	0	0	0	0	7	4	5	5	0	0	0	0
gene_13602	34	51	9	47	42	47	61	7	21	8	9	0	0	0	0	19	4	9	6	0	0	0	0
gene_13604	215	214	179	184	224	286	329	37	55	40	52	0	0	0	0	71	38	76	62	0	0	0	0
gene_13603	4	5	6	22	11	14	9	0	1	0	0	0	0	0	0	2	2	2	1	0	0	0	0
gene_13609	22	44	10	14	34	34	53	3	4	3	4	0	0	0	0	17	9	11	10	0	0	0	0
gene_13610	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
gene_13623	61	56	36	65	38	57	73	4	9	15	11	0	0	0	0	18	9	11	12	0	0	0	0
gene_13627	15	8	18	8	14	30	21	2	0	0	1	0	0	0	0	7	4	0	0	0	0	0	0
gene_1521	86	64	68	113	55	97	127	15	17	19	17	1	0	0	0	50	18	24	34	0	0	0	0
gene_13629	12	14	18	11	12	25	25	6	14	21	16	0	0	0	0	42	9	26	14	0	0	0	0
gene_13631	4	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
gene_13632	1	4	1	5	1	4	1	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0
gene_13633	21	51	23	47	25	40	38	11	7	13	8	0	0	0	0	19	2	5	6	0	0	0	0
gene_13634	162	156	122	143	129	175	183	35	41	41	35	0	0	0	0	98	29	63	44	0	0	0	0
gene_13636	65	59	53	99	87	94	137	15	18	10	8	0	0	0	0	30	16	42	21	0	0	0	0
gene_13640	7	6	2	3	3	4	16	0	0	1	0	0	0	0	0	2	3	2	4	0	0	0	0
gene_13639	5	7	9	1	12	5	12	0	4	0	1	0	0	0	0	5	1	1	1	0	0	0	0
gene_13644	4	2	6	11	2	3	4	1	5	4	1	0	0	0	0	6	2	1	1	0	0	0	0
gene_1523	1	0	2	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
gene_13645	14	21	22	35	24	38	23	7	9	14	1	0	0	0	0	5	4	6	7	0	0	0	0
gene_13647	63	88	47	89	42	100	83	26	40	18	21	0	0	0	0	92	50	97	66	0	0	0	0
gene_1524	61	75	40	83	85	81	79	24	26	23	17	0	0	0	0	40	13	46	27	0	0	0	0
gene_1525	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_13656	25	11	16	30	33	23	51	11	11	13	4	0	0	0	0	23	3	11	8	0	0	0	0
gene_13658	17	24	19	29	23	34	31	6	2	5	3	0	0	0	0	12	3	5	8	0	0	0	0
gene_13657	29	30	19	26	28	20	48	2	7	4	8	0	0	0	0	22	1	11	11	0	0	0	0
gene_13661	17	5	6	15	8	10	11	1	1	5	0	0	0	0	0	3	0	0	2	0	0	0	0
gene_13663	63	73	62	92	73	106	135	23	26	28	10	0	0	0	0	59	18	33	29	0	0	0	0
gene_13666	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
gene_13667	1	1	0	5	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
gene_13672	81	77	59	102	89	85	111	8	23	30	13	0	0	0	0	27	19	50	26	0	0	0	0
gene_13678	113	101	84	146	124	119	131	36	28	66	28	0	0	0	0	37	18	36	20	0	0	0	0
gene_13686	11	3	3	7	9	10	15	0	1	0	4	0	0	0	0	7	1	1	1	0	0	0	0
gene_13684	12	12	6	5	11	21	23	1	2	2	1	0	0	0	0	6	0	7	2	0	0	0	0
gene_13688	8	4	2	2	1	1	4	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0
gene_13689	314	221	137	269	277	348	370	51	71	95	49	0	0	0	0	112	92	133	128	0	0	0	0
gene_13690	148	168	123	146	140	170	166	54	54	50	45	0	0	0	0	98	29	58	59	0	0	0	0
gene_13692	68	58	41	97	69	98	126	11	27	19	16	0	0	0	0	38	21	32	21	0	0	0	0
gene_13695	23	6	21	19	47	25	23	3	0	5	1	0	0	0	0	6	1	6	10	0	0	0	0
gene_13696	151	143	129	204	185	231	284	40	38	32	26	0	0	0	0	87	34	60	51	0	0	0	0
gene_13697	38	35	32	43	48	42	58	7	5	13	5	0	0	0	0	20	3	5	8	0	0	0	0
gene_13709	338	322	241	351	344	437	519	121	182	234	143	0	0	0	0	301	156	257	196	0	0	0	0
gene_13715	382	374	263	474	418	498	503	63	76	115	109	0	0	0	0	136	94	161	139	0	0	0	0
gene_1527	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
gene_13728	385	353	203	373	442	489	456	54	106	59	71	0	0	0	0	127	50	147	115	0	0	0	0
gene_13731	81	113	65	92	106	149	179	13	18	40	23	0	0	0	0	55	14	44	47	0	0	0	0
gene_13730	44	52	57	61	75	96	109	10	19	33	20	0	0	0	0	41	21	46	41	0	0	0	0
gene_1529	90	89	58	118	160	189	184	16	34	36	44	0	0	0	0	61	21	68	26	0	0	0	0
gene_1528	10	3	10	11	18	28	10	1	8	2	5	0	0	0	0	0	4	11	4	0	0	0	0
gene_1532	58	53	43	70	78	103	130	3	6	7	5	0	0	0	0	42	11	24	14	0	0	0	0
gene_1533	180	142	133	167	213	231	269	44	32	57	25	0	0	0	0	89	32	56	59	0	0	0	0
gene_1539	4	7	5	3	12	25	20	3	3	1	1	0	0	0	0	5	0	3	1	0	0	0	0
gene_1542	27	46	24	40	43	56	52	8	21	17	9	0	0	0	0	19	8	30	21	0	0	0	0
gene_1545	62	82	63	64	66	82	111	6	21	23	11	0	0	0	0	22	14	33	16	0	0	0	0
gene_1550	0	0	1	0	3	4	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene_1552	2	7	4	4	0	3	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
gene_1555	108	84	75	99	108	119	151	20	24	35	20	0	0	0	0	61	18	37	43	0	0	0	0
gene_1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1560	5	1	0	8	4	1	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene_1563	12	4	9	3	15	20	11	3	1	0	1	0	0	0	0	2	2	3	5	0	0	0	0
gene_86	3	15	9	9	13	8	7	1	1	0	3	0	0	0	0	2	4	2	0	0	0	0	0
gene_1564	91	87	56	83	106	131	125	21	42	29	26	0	0	0	0	96	23	70	40	0	0	0	0
gene_85	6	15	10	23	19	22	15	5	5	1	5	0	0	0	0	15	3	8	5	0	0	0	0
gene_1568	15	26	16	13	11	22	22	6	8	1	4	0	0	0	0	8	2	3	14	0	0	0	0
gene_1578	13	27	13	31	41	39	37	7	10	2	5	0	0	0	0	10	4	2	5	0	0	0	0
gene_1581	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	2	2	0	0	0	0
gene_1587	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1588	145	136	87	128	189	185	195	19	42	47	37	0	0	0	0	58	25	66	43	0	0	0	0
gene_1590	19	19	10	15	31	43	15	2	5	3	0	0	0	0	0	8	3	6	9	0	0	0	0
gene_1591	22	17	13	34	41	62	47	1	6	4	1	0	0	0	0	10	7	2	7	0	0	0	0
gene_1593	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene_1596	121	123	97	141	124	131	129	20	40	31	32	0	0	0	0	35	15	60	37	0	0	0	0
gene_1600	5	6	7	6	6	19	2	1	0	1	0	0	0	0	0	3	0	1	3	0	0	0	0
gene_1603	6	11	2	5	3	10	2	0	1	3	2	0	0	0	0	0	0	6	4	0	0	0	0
gene_1606	11	21	6	14	2	17	25	3	2	1	1	0	0	0	0	9	2	6	4	0	0	0	0
gene_1609	27	47	23	60	42	70	75	12	21	17	18	0	0	0	0	36	28	39	31	0	0	0	0
gene_1610	8	3	3	4	3	10	3	1	3	0	1	0	0	0	0	0	0	2	2	0	0	0	0
gene_1611	19	29	4	35	28	28	33	2	4	3	3	0	0	0	0	7	4	10	0	0	0	0	0
gene_1614	41	29	26	41	52	55	63	8	13	11	10	0	0	0	0	31	7	17	13	0	0	0	0
gene_1615	17	19	13	27	32	44	43	5	8	12	1	0	0	0	0	26	9	15	6	0	0	0	0
gene_1626	992	837	684	1035	1028	1215	1338	177	237	235	195	5	0	0	0	375	176	341	247	0	3	0	1
gene_1627	65	82	46	88	100	84	162	12	18	23	22	0	0	0	0	40	16	17	20	0	0	0	0
gene_1630	55	50	51	65	59	85	95	9	17	27	9	0	0	0	0	23	22	37	25	0	0	0	0
gene_1631	301	324	288	362	270	342	455	97	141	111	102	0	0	0	0	162	61	91	125	0	0	0	0
gene_1633	18	16	17	32	17	25	19	5	17	10	1	0	0	0	0	1	0	2	3	0	0	0	0
gene_1632	163	120	82	115	131	178	170	25	38	53	36	0	0	0	0	67	20	79	49	0	0	0	0
gene_1634	7	1	14	29	10	20	25	1	4	11	5	0	0	0	0	7	4	5	3	0	0	0	0
gene_1639	24	38	11	19	42	47	42	13	20	10	7	0	0	0	0	12	3	5	6	0	0	0	0
gene_1640	34	55	18	44	40	65	59	8	21	10	8	0	0	0	0	26	11	31	17	0	0	0	0
gene_93	41	26	26	35	36	47	74	5	11	6	6	0	0	0	0	3	6	2	11	0	0	0	0
gene_1649	199	339	276	304	289	294	401	28	46	33	29	0	0	0	0	39	14	6	6	0	0	0	0
gene_1657	684	748	477	853	781	1128	1357	156	352	298	97	0	0	0	0	437	192	331	305	0	0	0	0
gene_1659	47	32	24	47	37	38	80	10	13	11	4	0	0	0	0	32	5	18	12	0	0	0	0
gene_1660	11	11	1	12	9	34	30	6	9	2	3	0	0	0	0	28	10	27	9	0	0	0	0
gene_98	20	5	11	20	15	19	23	4	6	12	2	0	0	0	0	5	5	6	2	0	0	0	0
gene_1672	584	734	650	772	876	1070	1218	179	317	295	196	0	0	0	0	555	188	353	269	1	0	0	0
gene_1673	7	13	14	28	21	14	23	0	3	3	3	0	0	0	0	9	4	4	12	0	0	0	0
gene_1674	92	98	89	88	59	103	158	16	35	26	22	0	0	0	0	53	19	55	28	0	0	0	0
gene_1678	83	98	49	66	77	73	87	9	39	33	27	0	0	0	0	67	25	54	25	0	0	0	0
gene_1683	13	21	11	31	13	37	22	2	5	2	1	0	0	0	0	8	10	9	3	0	0	0	0
gene_1687	31	46	26	51	55	48	64	5	8	6	7	0	0	0	0	20	10	14	17	0	0	0	0
gene_100	14	23	20	24	41	31	66	1	8	3	13	0	0	0	0	15	18	17	9	0	0	0	0
gene_1698	67	67	66	59	65	64	100	3	25	24	9	0	0	0	0	34	12	34	25	0	0	0	0
gene_1701	78	79	55	94	87	102	102	13	15	16	17	0	0	0	0	29	16	17	18	0	0	0	0
gene_1702	13	25	2	9	13	13	20	6	6	2	3	0	0	0	0	4	1	3	6	0	0	0	0
gene_1707	14	20	12	6	11	32	10	3	4	1	0	0	0	0	0	0	0	6	1	0	0	0	0
gene_1709	15	25	14	20	33	61	30	9	3	2	10	0	0	0	0	15	9	22	5	0	0	0	0
gene_1708	64	97	84	112	147	126	114	15	34	37	25	0	0	0	0	57	19	34	31	0	0	0	0
gene_1713	39	37	22	31	16	53	55	8	22	11	13	0	0	0	0	30	9	19	18	0	0	0	0
gene_1715	3	3	3	4	7	2	0	0	0	1	1	0	0	0	0	1	1	3	1	0	0	0	0
gene_1716	107	177	128	144	184	220	245	29	51	57	38	0	0	0	0	122	66	108	72	0	0	0	0
gene_1717	100	74	51	76	59	91	93	12	9	7	6	0	0	0	0	22	11	13	12	0	0	0	0
gene_1719	4	12	7	23	5	31	30	20	31	30	17	0	0	0	0	41	5	19	15	0	0	0	0
gene_1720	11	5	4	8	7	2	11	12	15	10	12	0	0	0	0	8	5	7	9	0	0	0	0
gene_1727	94	125	69	122	100	136	153	26	46	50	29	0	0	0	0	73	31	46	45	0	1	0	0
gene_1734	169	189	149	199	205	264	233	36	21	38	27	0	0	0	0	88	47	64	55	0	0	0	0
gene_1737	80	85	66	85	67	117	100	17	27	26	22	0	0	0	0	50	27	27	29	0	0	0	0
gene_1740	55	50	60	83	59	88	91	18	58	60	42	0	0	0	0	52	18	41	31	0	0	0	0
gene_1745	62	57	48	66	104	134	130	28	37	39	26	0	0	0	0	72	26	54	38	0	0	0	0
gene_1746	95	72	52	102	96	99	103	9	21	15	15	0	0	0	0	17	11	20	17	0	0	0	0
gene_1749	59	51	37	68	63	91	83	13	16	20	15	0	0	0	0	31	9	21	21	0	0	0	0
gene_1752	14	15	6	27	9	13	19	3	10	12	8	0	0	0	0	27	5	24	14	0	0	0	0
gene_1756	191	192	133	192	144	187	238	35	60	51	37	0	0	0	0	110	23	90	45	0	0	0	0
gene_1757	132	128	102	149	156	162	216	18	45	27	25	0	0	0	0	74	47	67	38	0	0	0	0
gene_1760	84	78	102	143	49	108	95	21	20	20	23	0	0	0	0	113	28	71	54	0	0	0	0
gene_1761	19	11	9	15	22	10	20	0	3	0	3	0	0	0	0	12	0	1	8	0	0	0	0
gene_1762	1	3	5	1	4	4	5	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
gene_1763	8	12	2	2	5	8	6	1	0	0	1	0	0	0	0	1	1	6	0	0	0	0	0
gene_1764	5	4	0	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gene_1770	71	79	62	87	77	87	101	9	7	10	5	0	0	0	0	17	4	19	21	1	0	0	0
gene_1772	126	139	87	134	171	166	221	17	22	18	25	0	0	0	0	29	12	36	23	0	0	0	0
gene_1775	180	184	89	182	239	290	240	17	23	15	10	0	0	0	0	84	36	34	34	0	0	0	0
gene_1774	169	200	143	198	214	282	263	34	32	48	31	0	0	0	0	94	41	107	84	0	0	0	0
gene_108	137	158	88	188	243	263	319	39	64	57	45	1	0	0	0	93	45	96	75	0	0	0	0
gene_1778	33	13	23	23	29	19	25	2	4	1	1	0	0	0	0	15	5	10	3	0	0	0	0
gene_1780	80	71	53	94	73	155	123	25	29	50	25	0	0	0	0	112	31	61	56	0	0	0	0
gene_1781	88	108	80	99	81	101	133	19	35	38	24	0	0	0	0	69	32	41	41	0	0	0	0
gene_1782	12	20	14	18	29	35	24	3	4	3	3	0	2	0	0	6	2	11	1	0	0	0	0
gene_1790	16	41	7	25	29	38	53	4	8	13	15	0	0	0	0	43	16	35	25	0	0	0	0
gene_1789	5	10	9	26	12	19	30	5	5	8	5	0	0	0	0	35	15	17	13	0	0	0	0
gene_1799	15	23	8	11	27	22	41	5	8	9	13	0	0	0	0	16	11	8	13	0	0	0	0
gene_109	120	117	81	132	133	149	174	22	59	46	37	0	0	0	0	88	33	54	26	0	0	0	0
gene_1798	59	65	43	44	32	84	78	1	8	1	3	0	0	0	0	21	1	21	12	0	0	0	0
gene_1800	163	192	118	165	169	212	258	50	83	73	58	0	0	0	0	146	53	131	101	0	0	0	0
gene_1802	92	74	63	89	66	90	72	11	30	17	22	0	0	0	0	51	14	31	31	0	0	0	0
gene_1804	6	1	7	9	0	17	10	0	4	2	0	0	0	0	0	0	1	1	1	0	0	0	0
gene_1810	39	20	11	41	35	46	35	5	3	1	1	0	0	0	0	6	5	8	8	0	0	0	0
gene_1812	20	22	11	27	20	37	24	3	9	9	6	0	0	0	0	13	4	11	4	0	0	0	0
gene_1814	4	3	9	10	10	5	8	5	1	11	1	0	0	0	0	5	6	5	4	0	0	0	0
gene_1816	81	89	74	132	120	125	121	22	24	33	21	0	0	0	0	74	26	57	37	0	0	0	0
gene_1821	12	24	6	11	12	33	14	7	13	7	16	0	0	0	0	21	7	20	11	0	0	0	0
gene_1822	32	12	19	31	28	25	24	7	26	21	25	0	0	0	0	21	3	38	17	0	0	0	0
gene_1823	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1824	13	15	26	26	7	47	26	2	8	4	6	0	0	0	0	6	7	8	11	0	0	0	0
gene_1820	20	27	15	42	27	38	31	11	7	5	14	0	0	0	0	13	6	31	9	0	0	0	0
gene_1825	109	109	87	146	84	165	129	32	45	39	45	0	0	0	0	54	29	63	49	0	0	0	0
gene_1826	57	81	56	96	74	77	85	19	24	30	15	0	0	0	0	52	18	28	23	0	0	0	1
gene_1827	22	37	13	21	49	70	59	6	7	11	6	0	0	0	0	34	12	26	26	0	0	0	0
gene_1832	36	43	36	62	37	37	62	10	17	25	14	0	0	0	0	22	6	26	21	0	0	0	0
gene_1839	1	4	0	3	3	6	3	2	6	5	3	0	0	0	0	1	1	2	2	0	0	0	0
gene_1841	74	75	48	66	135	130	102	13	22	24	24	0	0	0	0	72	20	28	16	0	0	0	0
gene_1842	24	28	9	24	16	27	30	3	7	7	3	0	0	0	0	8	3	12	10	0	0	0	0
gene_1845	97	87	70	85	70	100	96	22	30	32	22	0	0	0	0	41	27	41	47	0	0	0	0
gene_1846	56	32	65	47	70	84	76	10	7	12	9	0	0	0	0	25	7	28	19	0	0	0	0
gene_1848	63	49	34	44	73	100	70	0	8	14	7	0	0	0	0	84	13	43	18	0	0	0	0
gene_1850	30	42	22	39	41	51	37	1	15	6	5	0	0	0	0	10	4	15	15	0	0	0	0
gene_1851	74	47	36	71	85	70	92	6	12	10	13	0	0	0	0	21	7	21	16	0	0	0	0
gene_118	84	127	92	97	79	146	144	57	115	107	77	0	0	1	0	243	115	127	121	0	0	0	0
gene_1855	50	78	30	73	74	116	111	8	23	12	23	0	0	0	0	40	12	20	10	0	0	0	0
gene_1857	77	43	42	63	81	88	60	28	24	34	23	0	1	0	0	44	29	49	64	0	0	0	0
gene_1859	0	3	6	14	5	1	4	0	2	1	0	0	0	0	0	3	0	0	3	0	0	0	0
gene_1861	12	13	20	12	12	3	22	5	6	11	4	0	0	0	0	18	5	11	8	0	0	0	0
gene_1862	27	25	24	21	23	35	41	9	20	12	13	0	0	0	0	55	11	31	24	0	0	0	0
gene_122	6	4	3	2	1	6	3	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0
gene_1864	244	264	230	298	316	372	358	14	30	18	12	0	0	0	0	27	11	26	29	0	0	0	0
gene_126	38	19	22	35	39	42	61	3	10	8	5	0	0	0	0	12	14	13	16	0	0	0	0
gene_1867	443	430	303	506	430	625	583	165	329	244	179	0	0	0	0	516	274	521	398	0	0	0	0
gene_1875	2	0	4	2	2	2	7	0	1	1	2	0	0	0	0	0	2	0	2	0	0	0	0
gene_1876	11	2	2	5	6	16	12	1	3	1	0	0	0	0	0	0	2	1	2	0	0	0	0
gene_1879	56	69	33	52	47	90	87	14	24	14	27	0	0	0	0	39	9	29	19	0	0	0	0
gene_1880	0	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene_128	1	2	0	1	0	1	4	2	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
gene_1889	86	84	71	93	91	99	128	19	35	29	22	0	0	0	0	56	27	50	17	0	0	0	0
gene_1895	16	27	33	19	25	29	41	1	4	4	0	0	0	0	0	4	2	1	1	0	0	0	0
gene_1894	20	10	10	15	17	28	22	5	6	5	8	0	0	0	0	4	9	7	5	0	0	0	0
gene_1901	25	9	8	24	26	33	25	3	3	1	1	0	0	0	0	2	3	4	12	0	0	0	0
gene_1903	69	55	32	36	71	68	73	7	6	4	1	0	0	0	0	14	4	16	3	0	0	0	0
gene_130	31	28	19	35	33	21	25	7	10	17	5	0	0	0	0	34	3	13	6	0	0	0	0
gene_1908	33	79	33	83	55	74	68	14	31	21	16	0	0	0	0	76	17	50	38	0	0	0	0
gene_1909	17	12	9	11	23	28	51	30	34	38	16	0	0	0	0	61	25	28	15	0	0	0	0
gene_1911	22	11	2	12	2	6	3	0	3	2	4	0	0	0	0	2	3	1	7	0	0	0	0
gene_1912	22	19	21	21	39	28	26	3	14	12	6	0	0	0	0	24	10	31	23	0	0	0	0
gene_1915	19	24	20	25	42	40	29	9	17	12	3	0	0	0	0	24	26	43	52	0	0	0	0
gene_1917	166	141	120	223	202	240	298	38	90	75	47	0	0	0	0	114	38	78	78	0	0	0	0
gene_1918	51	47	58	49	71	102	124	0	3	6	3	0	0	0	0	18	6	2	7	0	0	0	0
gene_1926	95	99	102	127	81	92	122	14	12	16	16	0	0	0	0	35	10	35	20	0	0	0	0
gene_1928	82	123	67	85	99	133	141	20	30	36	25	0	0	0	0	79	33	48	41	0	0	0	0
gene_1929	164	155	140	168	238	224	266	38	49	33	19	0	0	0	0	19	32	44	31	0	0	0	0
gene_1930	76	90	66	97	83	86	109	9	25	26	26	0	0	0	0	56	32	25	23	0	0	0	0
gene_1934	10	4	3	5	0	4	5	1	1	2	3	0	0	0	0	0	2	2	1	0	0	0	0
gene_135	86	92	44	81	74	86	93	21	16	21	16	0	0	0	0	48	17	39	29	0	0	0	0
gene_1940	146	138	127	170	139	205	174	33	46	55	34	0	0	0	0	68	31	85	47	0	0	0	0
gene_1945	63	45	39	78	67	81	97	13	10	12	13	0	0	0	0	66	11	19	22	0	0	0	0
gene_1946	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
gene_1949	24	29	5	32	24	47	30	11	8	14	6	0	0	0	0	26	13	32	15	0	0	0	0
gene_1955	148	163	87	120	161	160	202	32	36	37	27	0	0	0	0	53	30	51	39	0	0	0	0
gene_1961	165	135	121	163	124	177	167	26	64	45	23	0	0	0	0	56	28	61	55	0	0	0	0
gene_1962	35	57	40	39	63	69	76	10	10	13	13	0	0	0	0	29	12	36	33	0	0	0	0
gene_1967	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1968	150	152	99	102	123	174	170	42	48	44	44	0	0	0	0	80	35	73	39	0	0	0	0
gene_1971	8	4	2	8	4	4	14	1	3	4	1	0	0	0	0	7	0	4	1	0	0	0	0
gene_1970	18	22	18	17	33	61	61	1	9	2	4	0	0	0	0	24	5	11	3	0	0	0	0
gene_1974	61	56	54	51	63	89	87	35	27	24	17	0	0	0	0	63	14	44	11	0	0	0	0
gene_139	10	6	7	15	10	15	26	13	1	2	2	0	0	0	0	5	7	2	1	0	0	0	0
gene_1976	5	6	1	2	12	14	2	2	1	0	1	0	0	0	0	5	1	0	0	0	0	0	0
gene_1978	253	248	156	269	178	294	299	93	78	124	91	2	0	0	0	175	93	221	183	0	0	0	0
gene_1981	69	54	50	85	73	115	95	22	31	31	32	0	0	0	0	63	38	48	28	0	0	0	0
gene_1987	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
gene_1988	12	18	13	22	10	27	22	0	1	2	3	0	0	0	0	6	4	3	6	0	0	0	0
gene_1989	14	7	9	7	18	32	26	2	1	5	1	0	0	0	0	3	1	2	5	0	0	0	0
gene_1990	7	0	3	2	5	11	6	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
gene_143	0	8	1	1	10	2	3	1	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0
gene_1991	30	35	23	37	21	36	25	2	7	7	3	0	0	0	0	7	8	14	3	0	0	0	0
gene_1992	143	137	106	183	185	235	243	25	21	34	14	0	0	0	0	73	46	62	48	0	0	0	0
gene_1995	90	58	91	79	91	125	127	14	19	20	8	0	0	0	0	21	10	14	13	0	0	0	0
gene_1997	94	119	116	115	190	238	222	29	20	36	20	0	0	0	0	81	35	70	54	0	0	0	0
gene_1999	49	43	36	51	69	86	97	31	34	31	19	0	0	0	0	66	38	48	45	0	0	0	0
gene_2000	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
gene_2002	11	24	10	34	22	13	19	7	6	2	7	0	0	0	0	9	3	9	3	0	0	0	0
gene_2009	2	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2012	4	7	3	7	4	4	14	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
gene_2007	1	5	1	5	0	1	4	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gene_2011	6	0	3	8	4	2	3	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0
gene_148	133	134	100	96	167	189	251	20	38	33	38	0	0	0	0	83	34	99	53	0	0	0	0
gene_2013	355	461	248	416	480	633	588	71	100	144	94	0	0	0	0	479	131	286	214	0	0	0	0
gene_2014	54	63	68	92	38	57	59	27	33	43	33	0	0	0	0	169	66	132	91	0	0	0	0
gene_2015	92	101	86	132	140	186	158	25	38	49	48	0	0	0	0	87	31	73	38	0	0	0	0
gene_12145	196	171	112	170	214	208	245	8	24	45	44	0	0	0	0	38	32	106	31	0	0	0	0
gene_3019	45	25	22	42	21	45	45	7	18	11	12	0	0	0	0	36	11	5	7	0	0	0	0
gene_8357	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_3645	23	17	10	17	17	21	33	7	4	3	12	0	0	0	0	9	2	9	5	0	0	1	0
gene_2019	0	0	4	1	6	0	12	0	0	0	1	0	0	0	0	1	0	3	1	0	0	0	0
gene_2021	95	104	66	113	116	152	158	21	37	33	28	1	0	0	0	60	32	45	47	0	0	0	0
gene_2900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_8014	0	2	4	4	0	1	2	0	0	0	0	0	0	0	0	2	1	2	3	0	0	0	0
gene_149	5	7	7	5	6	7	18	0	1	0	0	0	0	0	0	3	2	2	1	0	0	0	0
gene_2028	82	57	70	100	79	121	99	9	19	17	13	0	0	0	0	17	8	32	18	0	0	0	0
gene_151	49	50	18	34	43	63	33	5	20	9	5	0	0	0	0	24	10	17	11	0	0	0	0
