ID,Time_Points,Microbes,Concentration_3OMG,Concentration_3OMG_2,Tech_Rep,Root_length
1week_FSC_1.87_1.87_mM_18,1week,FSC,1.87,1.87_mM,18,0.256
1week_FSC_1.87_1.87_mM_19,1week,FSC,1.87,1.87_mM,19,0.493
1week_FSC_1.87_1.87_mM_20,1week,FSC,1.87,1.87_mM,20,0.787
1week_FSC_1.87_1.87_mM_21,1week,FSC,1.87,1.87_mM,21,0.617
1week_FSC_1.87_1.87_mM_22,1week,FSC,1.87,1.87_mM,22,0.288
1week_FSC_1.87_1.87_mM_23,1week,FSC,1.87,1.87_mM,23,0.488
1week_FSC_1.87_1.87_mM_24,1week,FSC,1.87,1.87_mM,24,0.618
1week_FSC_1.87_1.87_mM_25,1week,FSC,1.87,1.87_mM,25,0.18
1week_FSC_1.87_1.87_mM_26,1week,FSC,1.87,1.87_mM,26,0.341
1week_FSC_1.87_1.87_mM_27,1week,FSC,1.87,1.87_mM,27,0.097
1week_FSC_1.87_1.87_mM_28,1week,FSC,1.87,1.87_mM,28,0.499
1week_FSC_1.87_1.87_mM_29,1week,FSC,1.87,1.87_mM,29,0.267
1week_FSC_1.87_1.87_mM_30,1week,FSC,1.87,1.87_mM,30,0.296
1week_FSC_1.87_1.87_mM_31,1week,FSC,1.87,1.87_mM,31,0.297
1week_FSC_1.87_1.87_mM_32,1week,FSC,1.87,1.87_mM,32,0.184
1week_FSC_1.87_1.87_mM_33,1week,FSC,1.87,1.87_mM,33,0.103
1week_FSC_1.87_1.87_mM_34,1week,FSC,1.87,1.87_mM,34,0.163
1week_FSC_1.87_1.87_mM_35,1week,FSC,1.87,1.87_mM,35,0.324
1week_FSC_1.87_1.87_mM_36,1week,FSC,1.87,1.87_mM,36,0.064
1week_FSC_1.87_1.87_mM_37,1week,FSC,1.87,1.87_mM,37,0.152
1week_FSC_1.87_1.87_mM_38,1week,FSC,1.87,1.87_mM,38,0.109
1week_FSC_1.87_1.87_mM_39,1week,FSC,1.87,1.87_mM,39,0.26
1week_FSC_1.87_1.87_mM_40,1week,FSC,1.87,1.87_mM,40,0.238
1week_FSC_1.87_1.87_mM_41,1week,FSC,1.87,1.87_mM,41,0.237
1week_FSC_1.87_1.87_mM_42,1week,FSC,1.87,1.87_mM,42,0.572
1week_FSC_1.87_1.87_mM_43,1week,FSC,1.87,1.87_mM,43,0.269
1week_MF_0.9_0.9_mM_1,1week,MF,0.9,0.9_mM,1,1.112
1week_MF_0.9_0.9_mM_2,1week,MF,0.9,0.9_mM,2,0.984
1week_MF_0.9_0.9_mM_3,1week,MF,0.9,0.9_mM,3,0.268
1week_MF_0.9_0.9_mM_4,1week,MF,0.9,0.9_mM,4,1.192
1week_MF_0.9_0.9_mM_5,1week,MF,0.9,0.9_mM,5,0.245
1week_MF_0.9_0.9_mM_6,1week,MF,0.9,0.9_mM,6,1.336
1week_MF_0.9_0.9_mM_7,1week,MF,0.9,0.9_mM,7,0.512
1week_MF_0.9_0.9_mM_8,1week,MF,0.9,0.9_mM,8,1.103
1week_MF_0.9_0.9_mM_9,1week,MF,0.9,0.9_mM,9,1.112
1week_MF_0.9_0.9_mM_10,1week,MF,0.9,0.9_mM,10,1.082
1week_MF_0.9_0.9_mM_11,1week,MF,0.9,0.9_mM,11,1.088
1week_MF_0.9_0.9_mM_12,1week,MF,0.9,0.9_mM,12,1.111
1week_MF_0.9_0.9_mM_13,1week,MF,0.9,0.9_mM,13,0.635
1week_MF_0.9_0.9_mM_14,1week,MF,0.9,0.9_mM,14,0.993
1week_MF_0.9_0.9_mM_15,1week,MF,0.9,0.9_mM,15,0.333
1week_MF_0.9_0.9_mM_16,1week,MF,0.9,0.9_mM,16,1.031
1week_MF_0.9_0.9_mM_17,1week,MF,0.9,0.9_mM,17,0.232
1week_MF_0.9_0.9_mM_18,1week,MF,0.9,0.9_mM,18,1.239
1week_MF_0.9_0.9_mM_19,1week,MF,0.9,0.9_mM,19,0.209
1week_MF_0.9_0.9_mM_20,1week,MF,0.9,0.9_mM,20,0.83
1week_MF_0.9_0.9_mM_21,1week,MF,0.9,0.9_mM,21,1.363
1week_MF_0.9_0.9_mM_22,1week,MF,0.9,0.9_mM,22,0.475
1week_MF_0.9_0.9_mM_23,1week,MF,0.9,0.9_mM,23,1.392
1week_MF_0.9_0.9_mM_24,1week,MF,0.9,0.9_mM,24,0.859
1week_MF_0.9_0.9_mM_25,1week,MF,0.9,0.9_mM,25,0.411
1week_MF_0.9_0.9_mM_26,1week,MF,0.9,0.9_mM,26,1.139
1week_MF_0.9_0.9_mM_27,1week,MF,0.9,0.9_mM,27,1.226
1week_MF_0.9_0.9_mM_28,1week,MF,0.9,0.9_mM,28,1.278
1week_MF_0.9_0.9_mM_29,1week,MF,0.9,0.9_mM,29,0.408
1week_MF_0.9_0.9_mM_30,1week,MF,0.9,0.9_mM,30,1.108
1week_MF_0.9_0.9_mM_31,1week,MF,0.9,0.9_mM,31,0.858
1week_MF_0.9_0.9_mM_32,1week,MF,0.9,0.9_mM,32,0.314
1week_MF_0.9_0.9_mM_33,1week,MF,0.9,0.9_mM,33,1.306
1week_MF_0.9_0.9_mM_34,1week,MF,0.9,0.9_mM,34,1.04
1week_MF_0.9_0.9_mM_35,1week,MF,0.9,0.9_mM,35,0.987
1week_MF_0.9_0.9_mM_36,1week,MF,0.9,0.9_mM,36,0.384
1week_MF_0.9_0.9_mM_37,1week,MF,0.9,0.9_mM,37,1.374
1week_MF_0.9_0.9_mM_38,1week,MF,0.9,0.9_mM,38,1.277
1week_MF_0.9_0.9_mM_39,1week,MF,0.9,0.9_mM,39,1.431
1week_FSC_0.9_0.9_mM_1,1week,FSC,0.9,0.9_mM,1,0.166
1week_FSC_0.9_0.9_mM_2,1week,FSC,0.9,0.9_mM,2,0.557
1week_FSC_0.9_0.9_mM_3,1week,FSC,0.9,0.9_mM,3,0.144
1week_FSC_0.9_0.9_mM_4,1week,FSC,0.9,0.9_mM,4,0.578
1week_FSC_0.9_0.9_mM_5,1week,FSC,0.9,0.9_mM,5,0.153
1week_FSC_0.9_0.9_mM_6,1week,FSC,0.9,0.9_mM,6,0.45
1week_FSC_0.9_0.9_mM_7,1week,FSC,0.9,0.9_mM,7,0.351
1week_FSC_0.9_0.9_mM_8,1week,FSC,0.9,0.9_mM,8,0.48
1week_FSC_0.9_0.9_mM_9,1week,FSC,0.9,0.9_mM,9,0.592
1week_FSC_0.9_0.9_mM_10,1week,FSC,0.9,0.9_mM,10,0.418
1week_FSC_0.9_0.9_mM_11,1week,FSC,0.9,0.9_mM,11,0.324
1week_FSC_0.9_0.9_mM_12,1week,FSC,0.9,0.9_mM,12,0.28
1week_FSC_0.9_0.9_mM_13,1week,FSC,0.9,0.9_mM,13,0.294
1week_FSC_0.9_0.9_mM_14,1week,FSC,0.9,0.9_mM,14,0.108
1week_FSC_0.9_0.9_mM_15,1week,FSC,0.9,0.9_mM,15,0.175
1week_FSC_0.9_0.9_mM_16,1week,FSC,0.9,0.9_mM,16,0.191
1week_FSC_0.9_0.9_mM_17,1week,FSC,0.9,0.9_mM,17,0.285
1week_FSC_0.9_0.9_mM_18,1week,FSC,0.9,0.9_mM,18,0.949
1week_FSC_0.9_0.9_mM_19,1week,FSC,0.9,0.9_mM,19,0.351
1week_FSC_0.9_0.9_mM_20,1week,FSC,0.9,0.9_mM,20,0.337
1week_FSC_0.9_0.9_mM_21,1week,FSC,0.9,0.9_mM,21,0.07
1week_FSC_0.9_0.9_mM_22,1week,FSC,0.9,0.9_mM,22,0.182
1week_FSC_0.9_0.9_mM_23,1week,FSC,0.9,0.9_mM,23,0.492
1week_FSC_0.9_0.9_mM_24,1week,FSC,0.9,0.9_mM,24,0.277
1week_FSC_0.9_0.9_mM_25,1week,FSC,0.9,0.9_mM,25,0.094
1week_FSC_0.9_0.9_mM_26,1week,FSC,0.9,0.9_mM,26,0.109
1week_FSC_0.9_0.9_mM_27,1week,FSC,0.9,0.9_mM,27,0.256
1week_FSC_0.9_0.9_mM_28,1week,FSC,0.9,0.9_mM,28,0.574
1week_FSC_0.9_0.9_mM_29,1week,FSC,0.9,0.9_mM,29,0.108
1week_FSC_0.9_0.9_mM_30,1week,FSC,0.9,0.9_mM,30,0.069
1week_FSC_0.9_0.9_mM_31,1week,FSC,0.9,0.9_mM,31,0.225
1week_FSC_0.9_0.9_mM_32,1week,FSC,0.9,0.9_mM,32,0.354
1week_FSC_0.9_0.9_mM_33,1week,FSC,0.9,0.9_mM,33,0.323
1week_FSC_0.9_0.9_mM_34,1week,FSC,0.9,0.9_mM,34,0.496
1week_FSC_0.9_0.9_mM_35,1week,FSC,0.9,0.9_mM,35,0.314
1week_FSC_0.9_0.9_mM_36,1week,FSC,0.9,0.9_mM,36,0.133
1week_MF_0.1_0.1_mM_1,1week,MF,0.1,0.1_mM,1,1.372
1week_MF_0.1_0.1_mM_2,1week,MF,0.1,0.1_mM,2,1.37
1week_MF_0.1_0.1_mM_3,1week,MF,0.1,0.1_mM,3,0.925
1week_MF_0.1_0.1_mM_4,1week,MF,0.1,0.1_mM,4,1.299
1week_MF_0.1_0.1_mM_5,1week,MF,0.1,0.1_mM,5,1.025
1week_MF_0.1_0.1_mM_6,1week,MF,0.1,0.1_mM,6,1.341
1week_MF_0.1_0.1_mM_7,1week,MF,0.1,0.1_mM,7,1.369
1week_MF_0.1_0.1_mM_8,1week,MF,0.1,0.1_mM,8,1.404
1week_MF_0.1_0.1_mM_9,1week,MF,0.1,0.1_mM,9,0.183
1week_MF_0.1_0.1_mM_10,1week,MF,0.1,0.1_mM,10,0.314
1week_MF_0.1_0.1_mM_11,1week,MF,0.1,0.1_mM,11,1.108
1week_MF_0.1_0.1_mM_12,1week,MF,0.1,0.1_mM,12,1.043
1week_MF_0.1_0.1_mM_13,1week,MF,0.1,0.1_mM,13,1.233
1week_MF_0.1_0.1_mM_14,1week,MF,0.1,0.1_mM,14,0.429
1week_MF_0.1_0.1_mM_15,1week,MF,0.1,0.1_mM,15,0.654
1week_MF_0.1_0.1_mM_16,1week,MF,0.1,0.1_mM,16,0.237
1week_MF_0.1_0.1_mM_17,1week,MF,0.1,0.1_mM,17,0.368
1week_MF_0.1_0.1_mM_18,1week,MF,0.1,0.1_mM,18,1.346
1week_MF_0.1_0.1_mM_19,1week,MF,0.1,0.1_mM,19,1.329
1week_MF_0.1_0.1_mM_20,1week,MF,0.1,0.1_mM,20,0.679
1week_MF_0.1_0.1_mM_21,1week,MF,0.1,0.1_mM,21,1.263
1week_MF_0.1_0.1_mM_22,1week,MF,0.1,0.1_mM,22,1.091
1week_MF_0.1_0.1_mM_23,1week,MF,0.1,0.1_mM,23,0.893
1week_MF_0.1_0.1_mM_24,1week,MF,0.1,0.1_mM,24,1.306
1week_MF_0.1_0.1_mM_25,1week,MF,0.1,0.1_mM,25,1.517
1week_MF_0.1_0.1_mM_26,1week,MF,0.1,0.1_mM,26,0.911
1week_MF_0.1_0.1_mM_27,1week,MF,0.1,0.1_mM,27,1.086
1week_MF_0.1_0.1_mM_28,1week,MF,0.1,0.1_mM,28,0.689
1week_MF_0.1_0.1_mM_29,1week,MF,0.1,0.1_mM,29,1.074
1week_MF_0.1_0.1_mM_30,1week,MF,0.1,0.1_mM,30,0.37
1week_MF_0.1_0.1_mM_31,1week,MF,0.1,0.1_mM,31,1.223
1week_MF_0.1_0.1_mM_32,1week,MF,0.1,0.1_mM,32,1.005
1week_MF_0.1_0.1_mM_33,1week,MF,0.1,0.1_mM,33,0.24
1week_MF_0.1_0.1_mM_34,1week,MF,0.1,0.1_mM,34,0.365
1week_MF_0.1_0.1_mM_35,1week,MF,0.1,0.1_mM,35,0.201
1week_MF_0.1_0.1_mM_36,1week,MF,0.1,0.1_mM,36,0.521
1week_MF_0.1_0.1_mM_37,1week,MF,0.1,0.1_mM,37,1.239
1week_MF_0.1_0.1_mM_38,1week,MF,0.1,0.1_mM,38,1.277
1week_MF_0.1_0.1_mM_39,1week,MF,0.1,0.1_mM,39,1.201
1week_FSC_0.1_0.1_mM_1,1week,FSC,0.1,0.1_mM,1,0.247
1week_FSC_0.1_0.1_mM_2,1week,FSC,0.1,0.1_mM,2,0.319
1week_FSC_0.1_0.1_mM_3,1week,FSC,0.1,0.1_mM,3,0.443
1week_FSC_0.1_0.1_mM_4,1week,FSC,0.1,0.1_mM,4,0.163
1week_FSC_0.1_0.1_mM_5,1week,FSC,0.1,0.1_mM,5,0.207
1week_FSC_0.1_0.1_mM_6,1week,FSC,0.1,0.1_mM,6,0.189
1week_FSC_0.1_0.1_mM_7,1week,FSC,0.1,0.1_mM,7,0.078
1week_FSC_0.1_0.1_mM_8,1week,FSC,0.1,0.1_mM,8,0.481
1week_FSC_0.1_0.1_mM_9,1week,FSC,0.1,0.1_mM,9,0.182
1week_FSC_0.1_0.1_mM_10,1week,FSC,0.1,0.1_mM,10,0.189
1week_FSC_0.1_0.1_mM_11,1week,FSC,0.1,0.1_mM,11,0.265
1week_FSC_0.1_0.1_mM_12,1week,FSC,0.1,0.1_mM,12,0.186
1week_FSC_0.1_0.1_mM_13,1week,FSC,0.1,0.1_mM,13,0.137
1week_FSC_0.1_0.1_mM_14,1week,FSC,0.1,0.1_mM,14,0.267
1week_FSC_0.1_0.1_mM_15,1week,FSC,0.1,0.1_mM,15,0.174
1week_FSC_0.1_0.1_mM_16,1week,FSC,0.1,0.1_mM,16,0.382
1week_FSC_0.1_0.1_mM_17,1week,FSC,0.1,0.1_mM,17,0.169
1week_FSC_0.1_0.1_mM_18,1week,FSC,0.1,0.1_mM,18,0.284
1week_FSC_0.1_0.1_mM_19,1week,FSC,0.1,0.1_mM,19,0.233
1week_FSC_0.1_0.1_mM_20,1week,FSC,0.1,0.1_mM,20,0.534
1week_FSC_0.1_0.1_mM_21,1week,FSC,0.1,0.1_mM,21,0.188
1week_FSC_0.1_0.1_mM_22,1week,FSC,0.1,0.1_mM,22,0.096
1week_FSC_0.1_0.1_mM_23,1week,FSC,0.1,0.1_mM,23,0.535
1week_FSC_0.1_0.1_mM_24,1week,FSC,0.1,0.1_mM,24,0.152
1week_FSC_0.1_0.1_mM_25,1week,FSC,0.1,0.1_mM,25,0.128
1week_FSC_0.1_0.1_mM_26,1week,FSC,0.1,0.1_mM,26,0.145
1week_FSC_0.1_0.1_mM_27,1week,FSC,0.1,0.1_mM,27,0.607
1week_FSC_0.1_0.1_mM_28,1week,FSC,0.1,0.1_mM,28,0.196
1week_FSC_0.1_0.1_mM_29,1week,FSC,0.1,0.1_mM,29,0.22
1week_FSC_0.1_0.1_mM_30,1week,FSC,0.1,0.1_mM,30,0.38
1week_FSC_0.1_0.1_mM_31,1week,FSC,0.1,0.1_mM,31,0.232
1week_FSC_0.1_0.1_mM_32,1week,FSC,0.1,0.1_mM,32,0.525
1week_FSC_0.1_0.1_mM_33,1week,FSC,0.1,0.1_mM,33,0.094
1week_FSC_0.1_0.1_mM_34,1week,FSC,0.1,0.1_mM,34,0.288
1week_MF_10.01_10.01_mM_1,1week,MF,0.01,0.01_mM,1,1.551
1week_MF_10.01_10.01_mM_2,1week,MF,0.01,0.01_mM,2,1.288
1week_MF_10.01_10.01_mM_3,1week,MF,0.01,0.01_mM,3,1.374
1week_MF_10.01_10.01_mM_4,1week,MF,0.01,0.01_mM,4,1.419
1week_MF_10.01_10.01_mM_5,1week,MF,0.01,0.01_mM,5,0.116
1week_MF_10.01_10.01_mM_6,1week,MF,0.01,0.01_mM,6,0.918
1week_MF_10.01_10.01_mM_7,1week,MF,0.01,0.01_mM,7,0.247
1week_MF_10.01_10.01_mM_8,1week,MF,0.01,0.01_mM,8,0.974
1week_MF_10.01_10.01_mM_9,1week,MF,0.01,0.01_mM,9,0.593
1week_MF_10.01_10.01_mM_10,1week,MF,0.01,0.01_mM,10,1.202
1week_MF_10.01_10.01_mM_11,1week,MF,0.01,0.01_mM,11,1.3
1week_MF_10.01_10.01_mM_12,1week,MF,0.01,0.01_mM,12,1.426
1week_MF_10.01_10.01_mM_13,1week,MF,0.01,0.01_mM,13,0.359
1week_MF_10.01_10.01_mM_14,1week,MF,0.01,0.01_mM,14,0.298
1week_MF_10.01_10.01_mM_15,1week,MF,0.01,0.01_mM,15,0.864
1week_MF_10.01_10.01_mM_16,1week,MF,0.01,0.01_mM,16,1.292
1week_MF_10.01_10.01_mM_17,1week,MF,0.01,0.01_mM,17,1.275
1week_MF_10.01_10.01_mM_18,1week,MF,0.01,0.01_mM,18,0.473
1week_MF_10.01_10.01_mM_19,1week,MF,0.01,0.01_mM,19,0.337
1week_MF_10.01_10.01_mM_20,1week,MF,0.01,0.01_mM,20,0.742
1week_MF_10.01_10.01_mM_21,1week,MF,0.01,0.01_mM,21,0.487
1week_MF_10.01_10.01_mM_22,1week,MF,0.01,0.01_mM,22,1.121
1week_MF_10.01_10.01_mM_23,1week,MF,0.01,0.01_mM,23,1.263
1week_MF_10.01_10.01_mM_24,1week,MF,0.01,0.01_mM,24,0.123
1week_MF_10.01_10.01_mM_25,1week,MF,0.01,0.01_mM,25,0.842
1week_MF_10.01_10.01_mM_26,1week,MF,0.01,0.01_mM,26,0.201
1week_MF_10.01_10.01_mM_27,1week,MF,0.01,0.01_mM,27,1.198
1week_MF_10.01_10.01_mM_28,1week,MF,0.01,0.01_mM,28,0.047
1week_MF_10.01_10.01_mM_29,1week,MF,0.01,0.01_mM,29,0.587
1week_MF_10.01_10.01_mM_30,1week,MF,0.01,0.01_mM,30,0.597
1week_MF_10.01_10.01_mM_31,1week,MF,0.01,0.01_mM,31,1.12
1week_MF_10.01_10.01_mM_32,1week,MF,0.01,0.01_mM,32,1.13
1week_FSC_10.01_10.01_mM_1,1week,FSC,0.01,0.01_mM,1,0.391
1week_FSC_10.01_10.01_mM_2,1week,FSC,0.01,0.01_mM,2,0.248
1week_FSC_10.01_10.01_mM_3,1week,FSC,0.01,0.01_mM,3,0.466
1week_FSC_10.01_10.01_mM_4,1week,FSC,0.01,0.01_mM,4,0.19
1week_FSC_10.01_10.01_mM_5,1week,FSC,0.01,0.01_mM,5,0.12
1week_FSC_10.01_10.01_mM_6,1week,FSC,0.01,0.01_mM,6,0.223
1week_FSC_10.01_10.01_mM_7,1week,FSC,0.01,0.01_mM,7,0.122
1week_FSC_10.01_10.01_mM_8,1week,FSC,0.01,0.01_mM,8,0.322
1week_FSC_10.01_10.01_mM_9,1week,FSC,0.01,0.01_mM,9,0.179
1week_FSC_10.01_10.01_mM_10,1week,FSC,0.01,0.01_mM,10,0.296
1week_FSC_10.01_10.01_mM_11,1week,FSC,0.01,0.01_mM,11,0.203
1week_FSC_10.01_10.01_mM_12,1week,FSC,0.01,0.01_mM,12,0.154
1week_FSC_10.01_10.01_mM_13,1week,FSC,0.01,0.01_mM,13,0.456
1week_FSC_10.01_10.01_mM_14,1week,FSC,0.01,0.01_mM,14,0.166
1week_FSC_10.01_10.01_mM_15,1week,FSC,0.01,0.01_mM,15,0.135
1week_FSC_10.01_10.01_mM_16,1week,FSC,0.01,0.01_mM,16,0.322
1week_FSC_10.01_10.01_mM_17,1week,FSC,0.01,0.01_mM,17,0.226
1week_FSC_10.01_10.01_mM_18,1week,FSC,0.01,0.01_mM,18,0.288
1week_FSC_10.01_10.01_mM_19,1week,FSC,0.01,0.01_mM,19,0.194
1week_FSC_10.01_10.01_mM_20,1week,FSC,0.01,0.01_mM,20,0.111
1week_FSC_10.01_10.01_mM_21,1week,FSC,0.01,0.01_mM,21,0.35
1week_FSC_10.01_10.01_mM_22,1week,FSC,0.01,0.01_mM,22,0.209
1week_FSC_10.01_10.01_mM_23,1week,FSC,0.01,0.01_mM,23,0.078
1week_FSC_10.01_10.01_mM_24,1week,FSC,0.01,0.01_mM,24,0.152
1week_FSC_10.01_10.01_mM_25,1week,FSC,0.01,0.01_mM,25,0.3
1week_FSC_10.01_10.01_mM_26,1week,FSC,0.01,0.01_mM,26,0.359
1week_FSC_10.01_10.01_mM_27,1week,FSC,0.01,0.01_mM,27,0.313
1week_FSC_10.01_10.01_mM_28,1week,FSC,0.01,0.01_mM,28,0.24
1week_FSC_10.01_10.01_mM_29,1week,FSC,0.01,0.01_mM,29,0.244
1week_FSC_10.01_10.01_mM_30,1week,FSC,0.01,0.01_mM,30,0.159
1week_FSC_10.01_10.01_mM_31,1week,FSC,0.01,0.01_mM,31,0.57
1week_MF_0.001_0.001_mM_1,1week,MF,0.001,0.001_mM,1,1.017
1week_MF_0.001_0.001_mM_2,1week,MF,0.001,0.001_mM,2,1.394
1week_MF_0.001_0.001_mM_3,1week,MF,0.001,0.001_mM,3,0.269
1week_MF_0.001_0.001_mM_4,1week,MF,0.001,0.001_mM,4,0.785
1week_MF_0.001_0.001_mM_5,1week,MF,0.001,0.001_mM,5,1.238
1week_MF_0.001_0.001_mM_6,1week,MF,0.001,0.001_mM,6,0.997
1week_MF_0.001_0.001_mM_7,1week,MF,0.001,0.001_mM,7,0.292
1week_MF_0.001_0.001_mM_8,1week,MF,0.001,0.001_mM,8,0.383
1week_MF_0.001_0.001_mM_9,1week,MF,0.001,0.001_mM,9,0.831
1week_MF_0.001_0.001_mM_10,1week,MF,0.001,0.001_mM,10,1.132
1week_MF_0.001_0.001_mM_11,1week,MF,0.001,0.001_mM,11,0.702
1week_MF_0.001_0.001_mM_12,1week,MF,0.001,0.001_mM,12,0.283
1week_MF_0.001_0.001_mM_13,1week,MF,0.001,0.001_mM,13,0.401
1week_MF_0.001_0.001_mM_14,1week,MF,0.001,0.001_mM,14,1.261
1week_MF_0.001_0.001_mM_15,1week,MF,0.001,0.001_mM,15,0.899
1week_MF_0.001_0.001_mM_16,1week,MF,0.001,0.001_mM,16,1.502
1week_MF_0.001_0.001_mM_17,1week,MF,0.001,0.001_mM,17,1.249
1week_MF_0.001_0.001_mM_18,1week,MF,0.001,0.001_mM,18,1.049
1week_MF_0.001_0.001_mM_19,1week,MF,0.001,0.001_mM,19,0.4
1week_MF_0.001_0.001_mM_20,1week,MF,0.001,0.001_mM,20,0.086
1week_MF_0.001_0.001_mM_21,1week,MF,0.001,0.001_mM,21,0.936
1week_MF_0.001_0.001_mM_22,1week,MF,0.001,0.001_mM,22,0.232
1week_MF_0.001_0.001_mM_23,1week,MF,0.001,0.001_mM,23,1.224
1week_MF_0.001_0.001_mM_24,1week,MF,0.001,0.001_mM,24,1.37
1week_MF_0.001_0.001_mM_25,1week,MF,0.001,0.001_mM,25,0.422
1week_MF_0.001_0.001_mM_26,1week,MF,0.001,0.001_mM,26,0.321
1week_MF_0.001_0.001_mM_27,1week,MF,0.001,0.001_mM,27,1.115
1week_MF_0.001_0.001_mM_28,1week,MF,0.001,0.001_mM,28,0.322
1week_MF_0.001_0.001_mM_29,1week,MF,0.001,0.001_mM,29,1.127
1week_MF_0.001_0.001_mM_30,1week,MF,0.001,0.001_mM,30,0.895
1week_MF_0.001_0.001_mM_31,1week,MF,0.001,0.001_mM,31,0.907
1week_MF_0.001_0.001_mM_32,1week,MF,0.001,0.001_mM,32,0.993
1week_MF_0.001_0.001_mM_33,1week,MF,0.001,0.001_mM,33,1.557
1week_FSC_0.001_0.001_mM_1,1week,FSC,0.001,0.001_mM,1,0.177
1week_FSC_0.001_0.001_mM_2,1week,FSC,0.001,0.001_mM,2,0.267
1week_FSC_0.001_0.001_mM_3,1week,FSC,0.001,0.001_mM,3,0.381
1week_FSC_0.001_0.001_mM_4,1week,FSC,0.001,0.001_mM,4,0.19
1week_FSC_0.001_0.001_mM_5,1week,FSC,0.001,0.001_mM,5,0.493
1week_FSC_0.001_0.001_mM_6,1week,FSC,0.001,0.001_mM,6,0.158
1week_FSC_0.001_0.001_mM_7,1week,FSC,0.001,0.001_mM,7,0.16
1week_FSC_0.001_0.001_mM_8,1week,FSC,0.001,0.001_mM,8,0.287
1week_FSC_0.001_0.001_mM_9,1week,FSC,0.001,0.001_mM,9,0.231
1week_FSC_0.001_0.001_mM_10,1week,FSC,0.001,0.001_mM,10,0.258
1week_FSC_0.001_0.001_mM_11,1week,FSC,0.001,0.001_mM,11,0.157
1week_FSC_0.001_0.001_mM_12,1week,FSC,0.001,0.001_mM,12,0.15
1week_FSC_0.001_0.001_mM_13,1week,FSC,0.001,0.001_mM,13,0.116
1week_FSC_0.001_0.001_mM_14,1week,FSC,0.001,0.001_mM,14,0.224
1week_FSC_0.001_0.001_mM_15,1week,FSC,0.001,0.001_mM,15,0.143
1week_FSC_0.001_0.001_mM_16,1week,FSC,0.001,0.001_mM,16,0.282
1week_FSC_0.001_0.001_mM_17,1week,FSC,0.001,0.001_mM,17,0.275
1week_FSC_0.001_0.001_mM_18,1week,FSC,0.001,0.001_mM,18,0.363
1week_FSC_0.001_0.001_mM_19,1week,FSC,0.001,0.001_mM,19,0.389
1week_FSC_0.001_0.001_mM_20,1week,FSC,0.001,0.001_mM,20,0.177
1week_FSC_0.001_0.001_mM_21,1week,FSC,0.001,0.001_mM,21,0.503
1week_FSC_0.001_0.001_mM_22,1week,FSC,0.001,0.001_mM,22,0.224
1week_FSC_0.001_0.001_mM_23,1week,FSC,0.001,0.001_mM,23,0.119
1week_FSC_0.001_0.001_mM_24,1week,FSC,0.001,0.001_mM,24,0.232
1week_FSC_0.001_0.001_mM_25,1week,FSC,0.001,0.001_mM,25,0.085
1week_FSC_0.001_0.001_mM_26,1week,FSC,0.001,0.001_mM,26,0.347
1week_FSC_0.001_0.001_mM_27,1week,FSC,0.001,0.001_mM,27,0.223
1week_FSC_0.001_0.001_mM_28,1week,FSC,0.001,0.001_mM,28,0.195
1week_FSC_0.001_0.001_mM_29,1week,FSC,0.001,0.001_mM,29,0.168
1week_MF_0_0_mM_1,1week,MF,0,0_mM,1,1.321
1week_MF_0_0_mM_2,1week,MF,0,0_mM,2,1.19
1week_MF_0_0_mM_3,1week,MF,0,0_mM,3,1.434
1week_MF_0_0_mM_4,1week,MF,0,0_mM,4,0.575
1week_MF_0_0_mM_5,1week,MF,0,0_mM,5,1.014
1week_MF_0_0_mM_6,1week,MF,0,0_mM,6,0.228
1week_MF_0_0_mM_7,1week,MF,0,0_mM,7,0.969
1week_MF_0_0_mM_8,1week,MF,0,0_mM,8,1.374
1week_MF_0_0_mM_9,1week,MF,0,0_mM,9,0.177
1week_MF_0_0_mM_10,1week,MF,0,0_mM,10,1.282
1week_MF_0_0_mM_11,1week,MF,0,0_mM,11,0.99
1week_MF_0_0_mM_12,1week,MF,0,0_mM,12,1.437
1week_MF_0_0_mM_13,1week,MF,0,0_mM,13,0.773
1week_MF_0_0_mM_14,1week,MF,0,0_mM,14,0.384
1week_MF_0_0_mM_15,1week,MF,0,0_mM,15,0.581
1week_MF_0_0_mM_16,1week,MF,0,0_mM,16,1.048
1week_MF_0_0_mM_17,1week,MF,0,0_mM,17,0.439
1week_MF_0_0_mM_18,1week,MF,0,0_mM,18,1.058
1week_MF_0_0_mM_19,1week,MF,0,0_mM,19,1.2
1week_MF_0_0_mM_20,1week,MF,0,0_mM,20,1.094
1week_MF_0_0_mM_21,1week,MF,0,0_mM,21,0.351
1week_MF_0_0_mM_22,1week,MF,0,0_mM,22,1.523
1week_MF_0_0_mM_23,1week,MF,0,0_mM,23,1.381
1week_MF_0_0_mM_24,1week,MF,0,0_mM,24,1.192
1week_MF_0_0_mM_25,1week,MF,0,0_mM,25,0.307
1week_MF_0_0_mM_26,1week,MF,0,0_mM,26,1.355
1week_MF_0_0_mM_27,1week,MF,0,0_mM,27,1.546
1week_MF_0_0_mM_28,1week,MF,0,0_mM,28,0.636
1week_MF_0_0_mM_29,1week,MF,0,0_mM,29,1.014
1week_MF_0_0_mM_30,1week,MF,0,0_mM,30,1.114
1week_FSC_0_0_mM_1,1week,FSC,0,0_mM,1,0.493
