	Sample_Name	Value	Well	Strains	Strains2	Concentration	Concentration2	Carbon	Carbon2	Measurement_wavelength	Time3	Filename	Row	Row_num	Column	Expe	Media
39448	D. nanum_1.46 uM_Peat wash Broth + 3OMG_Broth	0.0871	D10	F253	D. nanum	1.46	1.46 mM	3OMG	Peat wash Broth + 3OMG	600	6	cytotoxic-26-06-2023.xlsx	D	4	10	Broth	Peat Wash
39449	D. nanum_1.46 uM_Peat wash Broth + 3OMG_Broth	0.0833	D11	F253	D. nanum	1.46	1.46 mM	3OMG	Peat wash Broth + 3OMG	600	6	cytotoxic-26-06-2023.xlsx	D	4	11	Broth	Peat Wash
39450	D. nanum_1.46 uM_Peat wash Broth + 3OMG_Broth	0.0851	D11	F253	D. nanum	1.46	1.46 mM	3OMG	Peat wash Broth + 3OMG	600	6	cytotoxic-26-06-2023.xlsx	D	4	11	Broth	Peat Wash
39451	D. nanum_1.46 uM_Peat wash Broth + 3OMG_Broth	0.0841	D11	F253	D. nanum	1.46	1.46 mM	3OMG	Peat wash Broth + 3OMG	600	6	cytotoxic-26-06-2023.xlsx	D	4	11	Broth	Peat Wash
39452	D. nanum_1.46 uM_Peat wash Broth + 3OMG_Broth	0.085	D11	F253	D. nanum	1.46	1.46 mM	3OMG	Peat wash Broth + 3OMG	600	6	cytotoxic-26-06-2023.xlsx	D	4	11	Broth	Peat Wash
39453	D. nanum_1.46 uM_Peat wash Broth + 3OMG_Broth	0.0836	D12	F253	D. nanum	1.46	1.46 mM	3OMG	Peat wash Broth + 3OMG	600	6	cytotoxic-26-06-2023.xlsx	D	4	12	Broth	Peat Wash
39454	D. nanum_1.46 uM_Peat wash Broth + 3OMG_Broth	0.0837	D12	F253	D. nanum	1.46	1.46 mM	3OMG	Peat wash Broth + 3OMG	600	6	cytotoxic-26-06-2023.xlsx	D	4	12	Broth	Peat Wash
39455	D. nanum_1.46 uM_Peat wash Broth + 3OMG_Broth	0.0844	D12	F253	D. nanum	1.46	1.46 mM	3OMG	Peat wash Broth + 3OMG	600	6	cytotoxic-26-06-2023.xlsx	D	4	12	Broth	Peat Wash
39456	D. nanum_1.46 uM_Peat wash Broth + 3OMG_Broth	0.0842	D12	F253	D. nanum	1.46	1.46 mM	3OMG	Peat wash Broth + 3OMG	600	6	cytotoxic-26-06-2023.xlsx	D	4	12	Broth	Peat Wash
39457	P. cucumerina_375 uM_Peat wash Broth + 3OMG_Broth	0.0891	A1	F16	P. cucumerina	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	1	Broth	Peat Wash
39458	P. cucumerina_375 uM_Peat wash Broth + 3OMG_Broth	0.0993	A1	F16	P. cucumerina	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	1	Broth	Peat Wash
39459	P. cucumerina_375 uM_Peat wash Broth + 3OMG_Broth	0.0882	A1	F16	P. cucumerina	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	1	Broth	Peat Wash
39460	P. cucumerina_375 uM_Peat wash Broth + 3OMG_Broth	0.0905	A1	F16	P. cucumerina	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	1	Broth	Peat Wash
39461	P. cucumerina_375 uM_Peat wash Broth + 3OMG_Broth	0.0895	A2	F16	P. cucumerina	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	2	Broth	Peat Wash
39462	P. cucumerina_375 uM_Peat wash Broth + 3OMG_Broth	0.0887	A2	F16	P. cucumerina	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	2	Broth	Peat Wash
39463	P. cucumerina_375 uM_Peat wash Broth + 3OMG_Broth	0.0939	A2	F16	P. cucumerina	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	2	Broth	Peat Wash
39464	P. cucumerina_375 uM_Peat wash Broth + 3OMG_Broth	0.0909	A2	F16	P. cucumerina	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	2	Broth	Peat Wash
39465	P. cucumerina_375 uM_Peat wash Broth + 3OMG_Broth	0.088	A3	F16	P. cucumerina	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	3	Broth	Peat Wash
39466	P. cucumerina_375 uM_Peat wash Broth + 3OMG_Broth	0.0887	A3	F16	P. cucumerina	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	3	Broth	Peat Wash
39467	P. cucumerina_375 uM_Peat wash Broth + 3OMG_Broth	0.0895	A3	F16	P. cucumerina	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	3	Broth	Peat Wash
39468	P. cucumerina_375 uM_Peat wash Broth + 3OMG_Broth	0.0907	A3	F16	P. cucumerina	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	3	Broth	Peat Wash
39469	D. macrodidyma_375 uM_Peat wash Broth + 3OMG_Broth	0.0863	A4	F147	D. macrodidyma	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	4	Broth	Peat Wash
39470	D. macrodidyma_375 uM_Peat wash Broth + 3OMG_Broth	0.0898	A4	F147	D. macrodidyma	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	4	Broth	Peat Wash
39471	D. macrodidyma_375 uM_Peat wash Broth + 3OMG_Broth	0.0859	A4	F147	D. macrodidyma	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	4	Broth	Peat Wash
39472	D. macrodidyma_375 uM_Peat wash Broth + 3OMG_Broth	0.0862	A4	F147	D. macrodidyma	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	4	Broth	Peat Wash
39473	D. macrodidyma_375 uM_Peat wash Broth + 3OMG_Broth	0.0863	A5	F147	D. macrodidyma	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	5	Broth	Peat Wash
39474	D. macrodidyma_375 uM_Peat wash Broth + 3OMG_Broth	0.0866	A5	F147	D. macrodidyma	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	5	Broth	Peat Wash
39475	D. macrodidyma_375 uM_Peat wash Broth + 3OMG_Broth	0.086	A5	F147	D. macrodidyma	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	5	Broth	Peat Wash
39476	D. macrodidyma_375 uM_Peat wash Broth + 3OMG_Broth	0.0878	A5	F147	D. macrodidyma	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	5	Broth	Peat Wash
39477	D. macrodidyma_375 uM_Peat wash Broth + 3OMG_Broth	0.0861	A6	F147	D. macrodidyma	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	6	Broth	Peat Wash
39478	D. macrodidyma_375 uM_Peat wash Broth + 3OMG_Broth	0.086	A6	F147	D. macrodidyma	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	6	Broth	Peat Wash
39479	D. macrodidyma_375 uM_Peat wash Broth + 3OMG_Broth	0.0851	A6	F147	D. macrodidyma	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	6	Broth	Peat Wash
39480	D. macrodidyma_375 uM_Peat wash Broth + 3OMG_Broth	0.0941	A6	F147	D. macrodidyma	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	6	Broth	Peat Wash
39481	F. oxysporum_375 uM_Peat wash Broth + 3OMG_Broth	0.0858	A7	F212	F. oxysporum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	7	Broth	Peat Wash
39482	F. oxysporum_375 uM_Peat wash Broth + 3OMG_Broth	0.0875	A7	F212	F. oxysporum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	7	Broth	Peat Wash
39483	F. oxysporum_375 uM_Peat wash Broth + 3OMG_Broth	0.0862	A7	F212	F. oxysporum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	7	Broth	Peat Wash
39484	F. oxysporum_375 uM_Peat wash Broth + 3OMG_Broth	0.0871	A7	F212	F. oxysporum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	7	Broth	Peat Wash
39485	F. oxysporum_375 uM_Peat wash Broth + 3OMG_Broth	0.0856	A8	F212	F. oxysporum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	8	Broth	Peat Wash
39486	F. oxysporum_375 uM_Peat wash Broth + 3OMG_Broth	0.0866	A8	F212	F. oxysporum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	8	Broth	Peat Wash
39487	F. oxysporum_375 uM_Peat wash Broth + 3OMG_Broth	0.0865	A8	F212	F. oxysporum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	8	Broth	Peat Wash
39488	F. oxysporum_375 uM_Peat wash Broth + 3OMG_Broth	0.0879	A8	F212	F. oxysporum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	8	Broth	Peat Wash
39489	F. oxysporum_375 uM_Peat wash Broth + 3OMG_Broth	0.086	A9	F212	F. oxysporum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	9	Broth	Peat Wash
39490	F. oxysporum_375 uM_Peat wash Broth + 3OMG_Broth	0.0891	A9	F212	F. oxysporum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	9	Broth	Peat Wash
39491	F. oxysporum_375 uM_Peat wash Broth + 3OMG_Broth	0.0859	A9	F212	F. oxysporum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	9	Broth	Peat Wash
39492	F. oxysporum_375 uM_Peat wash Broth + 3OMG_Broth	0.0883	A9	F212	F. oxysporum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	9	Broth	Peat Wash
39493	D. nanum_375 uM_Peat wash Broth + 3OMG_Broth	0.0836	A10	F253	D. nanum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	10	Broth	Peat Wash
39494	D. nanum_375 uM_Peat wash Broth + 3OMG_Broth	0.0866	A10	F253	D. nanum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	10	Broth	Peat Wash
39495	D. nanum_375 uM_Peat wash Broth + 3OMG_Broth	0.0838	A10	F253	D. nanum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	10	Broth	Peat Wash
39496	D. nanum_375 uM_Peat wash Broth + 3OMG_Broth	0.0885	A10	F253	D. nanum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	10	Broth	Peat Wash
39497	D. nanum_375 uM_Peat wash Broth + 3OMG_Broth	0.0842	A11	F253	D. nanum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	11	Broth	Peat Wash
39498	D. nanum_375 uM_Peat wash Broth + 3OMG_Broth	0.0869	A11	F253	D. nanum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	11	Broth	Peat Wash
39499	D. nanum_375 uM_Peat wash Broth + 3OMG_Broth	0.0846	A11	F253	D. nanum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	11	Broth	Peat Wash
39500	D. nanum_375 uM_Peat wash Broth + 3OMG_Broth	0.0864	A11	F253	D. nanum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	11	Broth	Peat Wash
39501	D. nanum_375 uM_Peat wash Broth + 3OMG_Broth	0.0839	A12	F253	D. nanum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	12	Broth	Peat Wash
39502	D. nanum_375 uM_Peat wash Broth + 3OMG_Broth	0.0848	A12	F253	D. nanum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	12	Broth	Peat Wash
39503	D. nanum_375 uM_Peat wash Broth + 3OMG_Broth	0.0869	A12	F253	D. nanum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	12	Broth	Peat Wash
39504	D. nanum_375 uM_Peat wash Broth + 3OMG_Broth	0.0859	A12	F253	D. nanum	375	375 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	A	1	12	Broth	Peat Wash
39505	P. cucumerina_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0911	B1	F16	P. cucumerina	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	1	Broth	Peat Wash
39506	P. cucumerina_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0874	B1	F16	P. cucumerina	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	1	Broth	Peat Wash
39507	P. cucumerina_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0859	B1	F16	P. cucumerina	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	1	Broth	Peat Wash
39508	P. cucumerina_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0954	B1	F16	P. cucumerina	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	1	Broth	Peat Wash
39509	P. cucumerina_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0862	B2	F16	P. cucumerina	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	2	Broth	Peat Wash
39510	P. cucumerina_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0876	B2	F16	P. cucumerina	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	2	Broth	Peat Wash
39511	P. cucumerina_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0854	B2	F16	P. cucumerina	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	2	Broth	Peat Wash
39512	P. cucumerina_93.75 uM_Peat wash Broth + 3OMG_Broth	0.093	B2	F16	P. cucumerina	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	2	Broth	Peat Wash
39513	P. cucumerina_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0889	B3	F16	P. cucumerina	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	3	Broth	Peat Wash
39514	P. cucumerina_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0865	B3	F16	P. cucumerina	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	3	Broth	Peat Wash
39515	P. cucumerina_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0885	B3	F16	P. cucumerina	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	3	Broth	Peat Wash
39516	P. cucumerina_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0927	B3	F16	P. cucumerina	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	3	Broth	Peat Wash
39517	D. macrodidyma_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0839	B4	F147	D. macrodidyma	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	4	Broth	Peat Wash
39518	D. macrodidyma_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0851	B4	F147	D. macrodidyma	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	4	Broth	Peat Wash
39519	D. macrodidyma_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0852	B4	F147	D. macrodidyma	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	4	Broth	Peat Wash
39520	D. macrodidyma_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0858	B4	F147	D. macrodidyma	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	4	Broth	Peat Wash
39521	D. macrodidyma_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0846	B5	F147	D. macrodidyma	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	5	Broth	Peat Wash
39522	D. macrodidyma_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0853	B5	F147	D. macrodidyma	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	5	Broth	Peat Wash
39523	D. macrodidyma_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0852	B5	F147	D. macrodidyma	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	5	Broth	Peat Wash
39524	D. macrodidyma_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0859	B5	F147	D. macrodidyma	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	5	Broth	Peat Wash
39525	D. macrodidyma_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0846	B6	F147	D. macrodidyma	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	6	Broth	Peat Wash
39526	D. macrodidyma_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0858	B6	F147	D. macrodidyma	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	6	Broth	Peat Wash
39527	D. macrodidyma_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0848	B6	F147	D. macrodidyma	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	6	Broth	Peat Wash
39528	D. macrodidyma_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0858	B6	F147	D. macrodidyma	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	6	Broth	Peat Wash
39529	F. oxysporum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0859	B7	F212	F. oxysporum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	7	Broth	Peat Wash
39530	F. oxysporum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0883	B7	F212	F. oxysporum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	7	Broth	Peat Wash
39531	F. oxysporum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0862	B7	F212	F. oxysporum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	7	Broth	Peat Wash
39532	F. oxysporum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0862	B7	F212	F. oxysporum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	7	Broth	Peat Wash
39533	F. oxysporum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.085	B8	F212	F. oxysporum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	8	Broth	Peat Wash
39534	F. oxysporum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0849	B8	F212	F. oxysporum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	8	Broth	Peat Wash
39535	F. oxysporum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0878	B8	F212	F. oxysporum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	8	Broth	Peat Wash
39536	F. oxysporum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0871	B8	F212	F. oxysporum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	8	Broth	Peat Wash
39537	F. oxysporum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0861	B9	F212	F. oxysporum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	9	Broth	Peat Wash
39538	F. oxysporum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0871	B9	F212	F. oxysporum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	9	Broth	Peat Wash
39539	F. oxysporum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0839	B9	F212	F. oxysporum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	9	Broth	Peat Wash
39540	F. oxysporum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.087	B9	F212	F. oxysporum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	9	Broth	Peat Wash
39541	D. nanum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0861	B10	F253	D. nanum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	10	Broth	Peat Wash
39542	D. nanum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0846	B10	F253	D. nanum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	10	Broth	Peat Wash
39543	D. nanum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0888	B10	F253	D. nanum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	10	Broth	Peat Wash
39544	D. nanum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0842	B10	F253	D. nanum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	10	Broth	Peat Wash
39545	D. nanum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0834	B11	F253	D. nanum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	11	Broth	Peat Wash
39546	D. nanum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0839	B11	F253	D. nanum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	11	Broth	Peat Wash
39547	D. nanum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0845	B11	F253	D. nanum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	11	Broth	Peat Wash
39548	D. nanum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0833	B11	F253	D. nanum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	11	Broth	Peat Wash
39549	D. nanum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0843	B12	F253	D. nanum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	12	Broth	Peat Wash
39550	D. nanum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0839	B12	F253	D. nanum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	12	Broth	Peat Wash
39551	D. nanum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.083	B12	F253	D. nanum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	12	Broth	Peat Wash
39552	D. nanum_93.75 uM_Peat wash Broth + 3OMG_Broth	0.0847	B12	F253	D. nanum	93.75	93.75 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	B	2	12	Broth	Peat Wash
39553	P. cucumerina_5.8 uM_Peat wash Broth + 3OMG_Broth	0.0871	C1	F16	P. cucumerina	5.8	5.8 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	C	3	1	Broth	Peat Wash
39554	P. cucumerina_5.8 uM_Peat wash Broth + 3OMG_Broth	0.0832	C1	F16	P. cucumerina	5.8	5.8 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	C	3	1	Broth	Peat Wash
39555	P. cucumerina_5.8 uM_Peat wash Broth + 3OMG_Broth	0.0913	C1	F16	P. cucumerina	5.8	5.8 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	C	3	1	Broth	Peat Wash
39556	P. cucumerina_5.8 uM_Peat wash Broth + 3OMG_Broth	0.0851	C1	F16	P. cucumerina	5.8	5.8 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	C	3	1	Broth	Peat Wash
39557	P. cucumerina_5.8 uM_Peat wash Broth + 3OMG_Broth	0.0895	C2	F16	P. cucumerina	5.8	5.8 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	C	3	2	Broth	Peat Wash
39558	P. cucumerina_5.8 uM_Peat wash Broth + 3OMG_Broth	0.0852	C2	F16	P. cucumerina	5.8	5.8 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	C	3	2	Broth	Peat Wash
39559	P. cucumerina_5.8 uM_Peat wash Broth + 3OMG_Broth	0.085	C2	F16	P. cucumerina	5.8	5.8 mM	3OMG	Peat wash Broth + 3OMG	600	7	cytotoxic-26-06-2023.xlsx	C	3	2	Broth	Peat Wash
