ID;Expe;Condition;Time;Microbe;Plotting_3OMG;Plotting_Glucose;Conc_3OMG;Conc_Glucose;Rep;Root_Length;Comment;Area_Fungi
;Plant;C6;D07;MF;YES;NO;7.5;0;6;18.307;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;7;19.037;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;8;18.085;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;9;16.033;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;10;18.168;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;11;17.589;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;12;14.446;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;13;15.996;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;14;17.771;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;15;14.719;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;16;17.776;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;17;17.539;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;18;17.295;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;19;12.569;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;20;19.484;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;21;15.468;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;22;19.307;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;23;18.888;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;24;15.477;;NA
;Plant;C6;D07;MF;YES;NO;7.5;0;25;18.541;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;1;19.794;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;2;19.756;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;3;19.525;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;4;18.442;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;5;22.825;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;6;19.711;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;7;19.754;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;8;18.728;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;9;20.733;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;10;19.056;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;11;17.875;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;12;20.526;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;13;21.008;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;14;19.761;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;15;19.546;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;16;19.935;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;17;17.732;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;18;17.385;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;19;21.324;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;20;19.634;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;21;19.234;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;22;21.471;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;23;23.963;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;24;17.969;;NA
;Plant;C7;D07;MF;NO;YES;3.75;7.5;25;22.097;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;1;20.321;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;2;19.819;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;3;22.506;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;4;21.484;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;5;20.974;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;6;20.224;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;7;20.037;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;8;17.982;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;9;23.111;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;10;22.009;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;11;19.686;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;12;21.147;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;13;21.611;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;14;18.697;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;15;20.124;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;16;19.72;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;17;18.25;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;18;19.601;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;19;17.542;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;20;11.409;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;21;23.405;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;22;19.428;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;23;19.607;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;24;18.917;;NA
;Plant;C8;D07;MF;NO;YES;1.875;7.5;25;20.575;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;1;18.287;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;2;18.206;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;3;19.21;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;4;20.477;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;5;15.926;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;6;20.228;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;7;20.124;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;8;18.359;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;9;21.516;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;10;18.783;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;11;20.034;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;12;22.025;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;13;20.42;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;14;15.953;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;15;23.861;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;16;21.185;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;17;10.368;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;18;21.762;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;19;20.685;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;20;18.549;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;21;24.288;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;22;22.954;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;23;21.888;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;24;21.328;;NA
;Plant;C9;D07;MF;NO;YES;0.9375;7.5;25;20.623;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;1;21.167;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;2;20.062;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;3;17.596;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;4;20.49;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;5;18.628;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;6;15.138;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;7;11.061;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;8;22.072;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;9;22.586;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;10;21.068;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;11;20.761;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;12;21.065;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;13;16.86;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;14;21.229;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;15;21.747;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;16;13.372;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;17;21.458;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;18;18.619;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;19;16.683;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;20;14.675;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;21;17.129;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;22;15.974;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;23;17.379;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;24;8.169;;NA
;Plant;C10;D07;MF;NO;YES;0.001;7.5;25;20.146;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;1;20.626;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;2;17.809;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;3;21.561;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;4;21.373;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;5;21.241;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;6;20.035;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;7;22.842;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;8;18.35;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;9;22.234;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;10;22.02;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;11;18.343;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;12;21.193;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;13;18.835;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;14;18.072;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;15;20.12;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;16;19.635;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;17;22.345;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;18;23.222;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;19;19.176;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;20;22.054;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;21;24.258;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;22;22.816;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;23;19.666;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;24;21.68;;NA
;Plant;C11;D07;MF;NO;YES;0;7.5;25;20.342;;NA
;Plant;C12;D07;MF;NO;NO;0;0;1;17.293;;NA
;Plant;C12;D07;MF;NO;NO;0;0;2;20.505;;NA
;Plant;C12;D07;MF;NO;NO;0;0;3;15.727;;NA
;Plant;C12;D07;MF;NO;NO;0;0;4;17.415;;NA
;Plant;C12;D07;MF;NO;NO;0;0;5;20.566;;NA
;Plant;C12;D07;MF;NO;NO;0;0;6;21.275;;NA
;Plant;C12;D07;MF;NO;NO;0;0;7;19.661;;NA
;Plant;C12;D07;MF;NO;NO;0;0;8;19.449;;NA
;Plant;C12;D07;MF;NO;NO;0;0;9;17.288;;NA
;Plant;C12;D07;MF;NO;NO;0;0;10;17.937;;NA
;Plant;C12;D07;MF;NO;NO;0;0;11;17.14;;NA
;Plant;C12;D07;MF;NO;NO;0;0;12;21.182;;NA
;Plant;C12;D07;MF;NO;NO;0;0;13;15.834;;NA
;Plant;C12;D07;MF;NO;NO;0;0;14;17.474;;NA
;Plant;C12;D07;MF;NO;NO;0;0;15;15.099;;NA
;Plant;C12;D07;MF;NO;NO;0;0;16;17.262;;NA
;Plant;C12;D07;MF;NO;NO;0;0;17;17.79;;NA
;Plant;C12;D07;MF;NO;NO;0;0;18;19.498;;NA
;Plant;C12;D07;MF;NO;NO;0;0;19;15.736;;NA
;Plant;C12;D07;MF;NO;NO;0;0;20;16.138;;NA
;Plant;C12;D07;MF;NO;NO;0;0;21;15.713;;NA
;Plant;C12;D07;MF;NO;NO;0;0;22;15.656;;NA
;Plant;C12;D07;MF;NO;NO;0;0;23;16.979;;NA
;Plant;C12;D07;MF;NO;NO;0;0;24;18.132;;NA
;Plant;C12;D07;MF;NO;NO;0;0;25;17.127;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;1;10.048;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;2;6.334;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;3;6.316;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;4;2.222;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;5;4.566;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;6;7.017;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;7;1.538;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;8;5.214;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;9;4.729;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;10;6.054;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;11;3.781;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;12;5.235;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;13;5.381;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;14;7.531;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;15;5.813;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;16;6.841;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;17;5.338;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;18;3.397;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;19;10.671;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;20;7.176;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;21;3.747;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;22;9.764;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;23;7.075;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;24;9.745;;NA
;Plant;C1;D07;F16;YES;YES;7.5;7.5;25;5.236;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;1;9.393;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;2;6.494;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;3;5.939;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;4;3.644;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;5;5.743;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;6;7.389;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;7;4.722;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;8;5.661;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;9;5.154;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;10;4.867;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;11;2.811;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;12;7.153;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;13;5.564;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;14;10.502;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;15;6.508;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;16;7.763;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;17;9.907;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;18;7.475;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;19;6.152;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;20;5.495;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;21;8.643;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;22;9.324;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;23;4.981;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;24;9.009;;NA
;Plant;C2;D07;F16;YES;NO;7.5;3.75;25;9.992;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;1;7.58;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;2;10.401;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;3;12.952;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;4;2.972;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;5;5.552;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;6;11.553;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;7;12.691;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;8;14.065;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;9;7.4;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;10;7.943;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;11;8.674;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;12;7.524;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;13;7.662;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;14;7.653;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;15;5.659;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;16;8.078;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;17;7.212;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;18;4.437;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;19;8.952;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;20;9.199;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;21;10.846;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;22;7.535;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;23;12.647;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;24;9.851;;NA
;Plant;C3;D07;F16;YES;NO;7.5;1.875;25;11.652;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;1;7.232;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;2;10.109;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;3;10.424;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;4;9.774;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;5;7.674;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;6;10.92;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;7;9.335;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;8;10.191;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;9;10.741;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;10;3.585;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;11;14.036;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;12;11.877;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;13;11.366;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;14;10.08;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;15;11.197;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;16;12.533;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;17;9.108;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;18;9.084;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;19;8.957;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;20;9.934;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;21;8.588;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;22;9.477;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;23;13.721;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;24;9.921;;NA
;Plant;C4;D07;F16;YES;NO;7.5;0.9375;25;8.878;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;1;9.352;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;2;10.948;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;3;13.597;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;4;13.141;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;5;11.487;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;6;5.469;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;7;11.464;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;8;11.32;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;9;10.268;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;10;7.595;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;11;10.667;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;12;7.189;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;13;15.371;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;14;7.2;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;15;10.119;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;16;13.59;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;17;12.033;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;18;10.616;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;19;14.898;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;20;7.822;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;21;10.676;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;22;10.946;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;23;11.76;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;24;11.487;;NA
;Plant;C5;D07;F16;YES;NO;7.5;0.001;25;12.448;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;1;12.408;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;2;11.003;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;3;14.233;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;4;12.73;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;5;14.331;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;6;11.518;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;7;11.619;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;8;9.776;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;9;13.812;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;10;14.985;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;11;9.187;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;12;6.283;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;13;11.606;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;14;12.971;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;15;11.342;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;16;13.772;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;17;10.891;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;18;12.472;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;19;12.704;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;20;13.442;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;21;10.687;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;22;10.992;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;23;11.942;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;24;12.477;;NA
;Plant;C6;D07;F16;YES;NO;7.5;0;25;9.166;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;1;7.155;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;2;7.478;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;3;2.873;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;4;1.913;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;5;3.023;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;6;4.778;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;7;4.431;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;8;2.258;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;9;5.684;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;10;7.313;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;11;11.687;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;12;1.454;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;13;2.557;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;14;2.239;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;15;2.953;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;16;5.823;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;17;1.637;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;18;4.464;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;19;2.929;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;20;2.552;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;21;6.827;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;22;2.178;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;23;4.369;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;24;6.198;;NA
;Plant;C7;D07;F16;NO;YES;3.75;7.5;25;6.565;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;1;4.031;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;2;2.223;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;3;4.454;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;4;5.49;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;5;6.488;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;6;7.062;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;7;6.07;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;8;2.788;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;9;2.09;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;10;1.538;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;11;1.327;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;12;1.457;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;13;1.572;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;14;1.457;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;15;3.216;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;16;1.278;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;17;1.203;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;18;1.809;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;19;2.408;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;20;2.023;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;21;1.339;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;22;1.733;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;23;1.798;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;24;3.163;;NA
;Plant;C8;D07;F16;NO;YES;1.875;7.5;25;3.708;;NA
;Plant;C9;D07;F16;NO;YES;0.9375;7.5;1;2.107;;NA
