,Compounds,blanc1,blanc2,blanc3,QC1,QC2,QC3,1-MS-Shoot,2-MS-Shoot,3-MS-Shoot,4-MS-Root,5-MS-Root,6-MS-Root,7-MS-Glucose-Root,8-MS-Glucose-Root,9-MS-Glucose-Root,10-MS-3OMG-Root,11-MS-3OMG-Root,12-MS-3OMG-Root,13-MS-Glucose-3OMG-Root,14-MS-Glucose-3OMG-Root,15-MS-Glucose-3OMG-Root,16-CAS-Soil-Wash-Soil,17-CAS-Soil-Wash-Soil,18-CAS-Soil-Wash-Soil,19-Peat-Wash-Peat,20-Peat-Wash-Peat,21-Peat-Wash-Peat,22-Water-Control-Water,23-Water-Control-Water,24-Water-Control-Water,25-seedcoat Arabidopsis,26-seedcoat Arabidopsis,27-seedcoat Arabidopsis,28-Embryon Arabidopsis,29-Embryon Arabidopsis,30-Embryon Arabidopsis
1,Pantothenate!1989.4/291_OA,2.27949E-05,0.001575228,0.000136405,0.077532457,0.076867474,0.076844881,0.020497489,0.023195788,0.023640739,0.025934972,0.056543112,0.025266574,0.026266293,0.026792492,0.027335489,0.020458105,0.025291036,0.019736473,0.030820813,0.075786694,0.078617556,0.000124754,7.48177E-05,6.47989E-05,5.40002E-05,0.000341413,0.000393632,7.95106E-05,1.95841E-05,2.24093E-06,7.02866E-06,9.47432E-06,1.05139E-05,5.41577E-06,5.01261E-06,9.52926E-06
2,3-O-methylGlucose$meox2!1831.8/261_SUG,0,0,0,0.087720461,0.086633703,0.087232323,0,0,0,0,0,0,0,0,0,0.149820839,0.173851816,0.161531713,0.087202735,0.170942372,0.186483459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,UGlucosinolatebreakdown140-5!2027.6/140_GLUCOSINOLATE,0,0,0.000115754,0.092439812,0.091375742,0.091529908,0.000138561,0.000249191,0.000253962,0.000955659,0.002121873,0.000590813,0.001403012,0.001199571,0.000934205,0.001276979,0.001444202,0.001548726,0.002323991,0.005789555,0.006198581,0,0,0,0,0,0,0,0,0,0.005176917,0.004304639,0.005222133,0.00302536,0.002097718,0.002400732
4,Arg$1!1456.4/243_AA,0,0,0,0.010133532,0.010211996,0.010265838,0.00728328,0.008485372,0.007522419,0.000221434,0.000367937,2.83217E-05,0.000246665,0.000263237,0.000293959,0.000201596,0.000355886,0.000264341,0.000253723,0.000476289,0.000959691,0,0,0,2.93406E-05,0.000113586,0.000127269,7.48028E-05,0,0,1.73888E-06,6.31609E-06,6.61287E-06,6.04975E-06,2.29101E-06,8.44936E-06
5,Glucose$meox1!1888/319_SUG,0.004521172,0.003975209,0.001415808,2.270703792,2.305057212,2.285290172,0.361661661,0.368116253,0.428309552,0.64608583,0.847597182,0.639195086,0.863602578,0.656067576,0.635364877,0.550891058,0.638698401,0.644379377,0.914200681,1.446352503,1.328636819,0.001211008,0.006576505,0.00160825,0.002436583,0.008538433,0.003171499,0.001241949,0.001015894,0.000883735,0.057101438,0.044987226,0.036824767,0.016361281,0.007771557,0.010324071
6,dissachnonmeox-2715.5/204!2715.5/204_SUG,0,0.000868434,0.000254824,0.013060357,0.012842031,0.01284875,0.003347777,0.002594293,0.003828779,0.003158699,0.005529199,0.003178455,0.003105626,0.003064623,0.002948427,0.003325921,0.003997238,0.003418195,0.004688489,0.007985735,0.007099542,0.000233976,0.000289345,0.000101425,0.000326241,0.000364008,0.000860397,0.000307996,0.000171078,0.000163078,6.97016E-05,0.000173623,0.000129684,7.68611E-05,0.00010643,5.48416E-05
7,Stigmasterol!3310/394_APO,0,0,0,0.00760872,0.007492148,0.007461319,6.56721E-05,6.47872E-05,3.9412E-05,0.004647473,0.009479069,0.00450421,0.004563206,0.004382161,0.004841297,0.004863538,0.005991444,0.004473805,0.004228927,0.009732553,0.009676371,0,0,0,0.000334778,0.000256632,0.000216325,0,0,0,6.03751E-07,6.33138E-07,0,0,0,0
8,Fumarate!1358.8/245_OA,0,0,0,0.118428584,0.120567701,0.118369596,0.064708769,0.075417673,0.096945009,0.005048327,0.003072172,0.001035469,0.003709887,0.001568763,0.002980093,0.001240246,0.003673666,0.000664887,0.007234191,0.011933168,0.015352577,0.000299414,0,0.000226649,0.002885177,0.004430608,0.00515234,0.000212259,0.000570863,0,0.001898358,0.002372946,0.000668485,0.000707189,0.000348512,0.000208315
9,Pentonate$2!1773.5/292_OA,0.004870152,0.005494338,0.005710362,0.014149134,0.014424028,0.014422342,0.000887396,0.000908612,0.001083412,0.004165006,0.005988613,0.005054015,0.005195724,0.005048031,0.00377413,0.004547174,0.005397223,0.003783827,0.005796558,0.011606756,0.012102371,0.002561942,0.002574623,0.002600096,0.003939493,0.003625832,0.004007634,0.003046396,0.003081224,0.002854242,0.000157984,0.000142764,0.000143956,6.1876E-05,9.58529E-05,9.20105E-05
10,U1992.6/204!1992.6/204_U,0.025278368,0.019459025,0,6.050194586,6.056854879,6.172292882,1.911774038,2.117179451,2.242475221,1.860784086,4.084230121,1.812571456,1.867723273,1.951489297,2.015738828,1.584868857,1.778204699,1.531816167,2.16051079,5.190022147,5.65536788,0.003546919,0.005194611,0.001184599,0.001311351,0.001490669,0.001255011,0.000355797,0.000476376,0.000244359,0,0,3.41077E-05,7.04859E-05,0.000183504,4.99842E-05
11,Alanine$3tms!1366.6/188_AA,0.002124439,0.001987332,0.001666826,0.101577188,0.09995037,0.103006963,0.031736147,0.029097958,0.035037954,0.019178035,0.061138703,0.023069265,0.011781626,0.01497337,0.023549046,0.020249665,0.031974106,0.020488622,0.046334279,0.151763653,0.156774394,0.0003785,0.00063219,0.000330459,0.000300464,0.000168507,0.000323949,0.000692972,0.000265932,0.000304323,8.6718E-05,0.000131831,0.000143147,0.000678764,0.000287562,0.000323397
12,Aspartate$3tms!1515.6/232_AA,0.003066259,0.00421083,0.003039743,0.343821071,0.344428134,0.334840616,0.087548766,0.096085833,0.127857445,0.023924296,0.027879184,0.024611584,0.038594871,0.027248555,0.028633266,0.023555164,0.025056085,0.019500756,0.043545111,0.089998167,0.08637584,0.000217211,0.000181936,0.000138126,0.000353849,0.000460977,0.000545048,0.001614888,0.00089505,0.000828304,0.000976986,0.001624778,0.001318169,0.001211846,0.001869819,0.001724222
13,Adenosine!2642.6/230_OTHER,0.000609898,0.000854463,0.003528473,0.240396692,0.244440555,0.248257904,0.002367598,0.005122627,0.008553842,0.006539124,0.006970484,0.006040006,0.015222907,0.01236364,0.003382743,0.004878502,0.005803335,0.001329711,0.009367146,0.028602621,0.028894396,0.000288813,0.000396011,0.000263389,0.000366016,0.000347247,0.000712465,0.000288025,0.000274667,0.00019478,0.003767248,0.003684247,0.004323656,0.004903832,0.004363603,0.004637408
14,Glycine$3tms!1314.1/174_AA,0.016714472,0.014475961,0.009394676,0.571515301,0.577777351,0.595488919,0.286852672,0.310501482,0.380039242,0.04220312,0.095758828,0.048236517,0.024590282,0.029942471,0.046933979,0.031821693,0.05456244,0.036140597,0.081599929,0.196695977,0.257900977,0.000865333,0.001885727,0.001867288,0.00288373,0.002885958,0.004130266,0.007872844,0.002283007,0.002053868,0.000880973,0.001624989,0.001135295,0.000696843,0.000770561,0.000294988
15,gamma-Tocopherol!3005.8/223_APO,0,0,0,0.022285628,0.022141864,0.021352377,0.000556312,0.000607578,0.00049908,0.003003092,0.002891254,0.002923901,0.005312437,0.003055372,0.002270229,0.002644596,0.00255564,0.002164428,0.004298728,0.008795734,0.007648372,0,0,0,0.000138607,0.000240226,0.000231285,0,0,0,0.000223683,0.000195205,0.000251741,0.001268043,0.000835654,0.001194804
16,Galactonate!1996.9/292_OA,0,0.000115328,0,0.082353495,0.086151016,0.085672221,0.012951906,0.01404645,0.014631002,0.038663153,0.081200354,0.037789504,0.044220018,0.043045052,0.038024044,0.030199053,0.03693348,0.026681416,0.048676791,0.121521875,0.124317675,0,0,0,5.05641E-05,0.000132295,6.09921E-05,0,0,0,0.00059481,3.06015E-06,8.35785E-06,0.000266827,4.47558E-06,8.97435E-05
17,myo-Inositol-1-P!2427.7/299_PHOSPHO,0,0.00166369,0.001475208,0.058076409,0.059864275,0.056903697,0.012032945,0.014842522,0.018120002,0.019832125,0.027423576,0.020351226,0.022406726,0.01982314,0.015826035,0.015187112,0.01811042,0.013642574,0.023385327,0.047011546,0.043722661,8.50856E-05,0.000162129,0.000147308,0.000882472,0.000480383,0.000866894,0.000273216,0.000756023,0.000687727,0.000353961,0.000292886,0.000411422,0.001248274,0.000714796,0.001177017
18,Coniferylalcohol!1937.6/324_OTHER,0,0,0,0.003499901,0.003540897,0.003368777,0,0,0,0.002049813,0.003274902,0.001757934,0.00282214,0.001983723,0.002752275,0.001911263,0.001885427,0.00272082,0.002354624,0.005449124,0.004612466,0,0,0,1.88138E-05,0,1.85647E-05,0,0,0,3.75042E-06,2.76095E-06,1.83972E-06,7.13217E-07,0,0
19,Digalactosylglycerol!3113/204_SUG,0,0.012231221,0.004300567,0.191073116,0.20091807,0.193336167,0.053419522,0.032779839,0.0149231,0.006784438,0.008068921,0.008978568,0.005743156,0.005147317,0.004739951,0.00480845,0.004876117,0.003031252,0.004565875,0.010671057,0.010628531,0.001727222,0.000873133,0.000687714,0.00236022,0.003184288,0.00039287,0.000292706,0.000207467,2.3287E-05,0.004613589,0.003670159,0.004260468,0.012416848,0.007247931,0.008549138
20,Raffinose!3370.9/361_SUG,0,0,0.006369631,0.197756528,0.200412058,0.189931741,0.001225145,0.000950094,0.00161168,0.027493159,0.039899999,0.033327865,0.05402309,0.047522019,0.028071166,0.027476909,0.032774026,0.020639388,0.024374065,0.067269653,0.07086805,0,0,0,5.94673E-05,7.69378E-05,4.13411E-05,0,9.51843E-05,0,0.007386608,0.006149227,0.00667595,0.010545489,0.005677201,0.007070147
21,Gluconate!1999.5/333_OA,0,0,0,0.013789112,0.013261151,0.013068421,0.000646846,0.000744507,0.000834705,0.004695277,0.007984715,0.005697649,0.004870775,0.005027163,0.004361853,0.003869491,0.0050075,0.003410968,0.006724478,0.013799998,0.014158619,0,0,0,0,0,0,0,0,0,0.000241624,0.000286999,0.0002537,0.000125751,8.67162E-05,8.5298E-05
22,Fructopyranose-1$5tms!1821.3/204_SUG,0,0,0,0.06040333,0.057288115,0.059805174,0.000720975,0.000491616,0.000641967,0.001073319,0.001612991,0.001119803,0.001467122,0.001461576,0.001010868,0.099411429,0.123041829,0.065248429,0.062070767,0.132793053,0.127031764,0.001721268,0.00158141,0,0.000118952,0.00013053,0.000208607,0.000420664,0.000364273,0,0.000109031,0.000115146,5.8667E-05,5.83268E-05,3.07778E-05,2.80217E-05
23,UGlucosinolatebreakdown140-4!1922.7/140_GLUCOSINOLATE,0,0,0,0.022178575,0.023462879,0.022802647,9.85469E-05,0.000163446,0.000127873,0.000130532,0.00057832,8.15052E-05,0.000370542,0.000208542,0.000153247,0.000144603,0.000182253,0.000258192,0.00052402,0.00142377,0.00143562,0,0,0,0,2.20049E-05,5.65659E-05,0,0,0,0.000677015,0.000606628,0.000722474,0.000643751,0.000487893,0.000556735
24,Fructose$meox1!1870.2/307_SUG,0,0,0,0.215159913,0.211619261,0.202831336,0.059659554,0.050341761,0.066563174,0.055329903,0.06639725,0.052208907,0.112262061,0.084181277,0.063692505,0.068078963,0.055007252,0.074417373,0.096855612,0.180348884,0.183057947,0,0,0.000261453,0.000365019,0.002839707,0.000254956,0.000638142,0.000226178,0,0.001187266,0.000732542,0.000619405,0.000533322,0.000312695,0.000294124
25,2-Hydroxyglutarate!1573.9/349_OA,2.90268E-05,8.03192E-06,4.1609E-05,0.000890494,0.000857299,0.000838141,0.000227101,0.000221787,0.000276166,0.000212111,0.000325749,0.000148962,0.00016894,0.000136956,0.000125002,0.000208178,0.00036008,0.000169918,0.000381512,0.000578089,0.000794934,1.28771E-05,1.51628E-05,2.99804E-05,8.35059E-05,9.31486E-05,0.000132922,6.07513E-05,2.17097E-05,9.79823E-06,8.0332E-06,7.27613E-06,4.03078E-06,5.96272E-06,2.87098E-06,1.82984E-06
26, 5-Ethyl-Glucopyranoside!1930.4/204_SUG,0.000253504,0.000301164,0.000675052,0.030104673,0.028353312,0.029857547,0.004308636,0.00433476,0.005093202,0.007171701,0.00916212,0.007029742,0.009493479,0.007133568,0.007058154,0.00818951,0.010718466,0.00885399,0.011378166,0.020032495,0.017952869,0.002184692,0.001470315,0.002965656,0.001043238,0.004566528,0.004199699,3.86892E-05,0.000213428,9.42182E-05,0.000666424,0.000554848,0.000561602,0.000300742,0.000195143,0.000223924
27,Glucose$meox2!1908/319_SUG,0,0,0,0.345778726,0.350926295,0.329303378,0.061640216,0.061210577,0.072009885,0.098137208,0.128259275,0.093677178,0.1300205,0.098876588,0.094620187,0.086168081,0.096659971,0.103746392,0.145935683,0.228672758,0.216374363,0.00021679,0.000248317,0,0.00019859,0.001311005,0.000223264,0,0,0,0.008827538,0.007017258,0.00690793,0.002411621,0.001023789,0.001504498
28,beta-indole-3-acetonitrile!1875.1/228_OTHER,0,0,0,0.025081784,0.023752672,0.025296876,0.000173844,0.000377913,0.000451866,0.005077641,0.01089023,0.004664159,0.005862075,0.004632,0.004964759,0.006129583,0.004403818,0.003258056,0.005238621,0.028226606,0.030174366,0,0,0,2.38922E-05,9.95579E-05,4.96461E-05,0,0,0,0.000487304,0.000418227,0.000589503,0.000291111,0.000250085,0.000352747
29,Phenylalanine$2tms!1632.8/192_AA,0,0,0,0.013390216,0.014223725,0.014273102,0.002259729,0.002031059,0.002899345,0.002279428,0.004679083,0.002012763,0.003361147,0.003066293,0.003057048,0.003010546,0.004381571,0.003879219,0.002648929,0.00539662,0.00586373,0,2.60313E-05,0,0.00021927,0.00012831,0.000127496,8.9155E-05,0,0,0.000191711,0.000172186,0.000160902,0.000181756,0.000122183,0.000136497
30,beta-Sitosterol!3344.6/396_APO,0,0,0,0.07186944,0.06823169,0.06710208,0.015209213,0.016472668,0.017641293,0.0180103,0.025668998,0.020338312,0.022441241,0.019843588,0.01550614,0.01689771,0.019715405,0.015128643,0.025543377,0.053505579,0.049219868,0,0,0,0.000535877,0.00043278,0.000861181,0,0,0,0.000349669,0.000307267,0.000372964,0.001070599,0.000735751,0.001071229
31,Citrate!1819.8/273_OA,0.001062661,0.001218106,0.000731946,0.18228787,0.193258695,0.195972186,0.019414435,0.020212928,0.025117867,0.027068238,0.040894144,0.034677607,0.051370247,0.052678312,0.034794502,0.023866671,0.031858648,0.016198102,0.088808924,0.217455927,0.210738165,0,0,0,0.000410535,0.000392595,0.000420673,0.000956947,0.001278218,0.000427119,0.008003539,0.007861717,0.003666206,0.003344531,0.001782815,0.001502031
32,Mannosamine$5tms!1905.8/203_OTHER,0,0,0,0.003636281,0.003658397,0.003902281,0.000549515,0.000518558,0.000630365,0.000952448,0.001216168,0.00089429,0.001290353,0.001010248,0.001099223,0.001125045,0.001451751,0.000836593,0.001742816,0.003111402,0.003448677,0.010129721,0.006006015,0.014528745,0.000259271,0.01681137,0.015329953,6.90596E-05,0.001368026,0,7.62492E-05,6.28193E-05,6.20748E-05,2.73242E-05,9.32536E-06,2.03353E-05
33,Campesterol!3267.1/343_APO,0,0,0,0.013936603,0.014310401,0.013227622,0.00355986,0.003657071,0.004312595,0.001658026,0.004511541,0.002644857,0.003504696,0.002952466,0.002644087,0.00257884,0.002756493,0.002517537,0.002978211,0.006019459,0.005880177,0,0,0,0.000153728,0.000234192,0.000110418,0,0,0,0.000129724,0.000121513,0.000139192,0.000202497,0.000138534,0.000193703
34,Arabinose!1660.2/307_SUG,0,0,0,0.005292465,0.005063664,0.004889042,0.000443757,0.00051315,0.000552305,0.001916888,0.003532058,0.000391168,0.001664603,0.000707062,0.001796834,0.001505255,0.000752663,0.001064694,0.001938159,0.004125864,0.003512584,0,0,0,2.40158E-05,3.14797E-05,2.0313E-05,0,0,0,6.46957E-05,4.99304E-05,3.3829E-05,3.72467E-05,1.3185E-05,1.03514E-05
35,Isomaltose$meox1!2873.2/361_SUG,6.02286E-06,0,0,0.018836319,0.019610829,0.017994315,0.000115597,0.000122562,0.000128174,0.02846872,0.01695494,0.021647074,0.026821585,0.015283212,0.016714592,0.017117514,0.019358838,0.020607955,0.032667229,0.047566438,0.044698892,1.48488E-05,4.62304E-05,1.48643E-05,0.000143298,0.000103213,0.000112367,0,0,1.15606E-05,5.58646E-05,3.52844E-05,5.96773E-05,0.001042642,0.000651209,0.000890805
36,Valine$2tms!1215.7/144_AA,0.001214892,0.00067605,0.001450751,0.065310287,0.062233936,0.059618544,0.010673036,0.010562783,0.013086947,0.012903751,0.025147879,0.011772118,0.019779317,0.016094934,0.014000719,0.016177126,0.021511954,0.017727302,0.019070577,0.042131982,0.038391514,0.000281794,0.000282558,6.01407E-05,0.000290243,0.000253443,0.00025928,0.000437587,0.000177613,0.000122763,0.000613143,0.000544238,0.000437455,0.000961809,0.000602729,0.000531734
37,Ribose!1683.7/307_SUG,0,0,0,0.017328045,0.016431504,0.015795255,0.000880687,0.000661576,0.000639339,0.008312205,0.011122746,0.008649669,0.010939247,0.009064768,0.008371347,0.007319549,0.007150603,0.007377148,0.010129434,0.017483013,0.015044885,0.00014895,0.000235587,0.000259271,0.000741051,0.000773605,0.000800445,0.000147475,7.21125E-05,5.02208E-05,2.23532E-05,2.64642E-05,1.01802E-05,1.97447E-05,4.21215E-06,7.32312E-06
38,3-O-methylGlucose$meox1!1807/261_SUG,0,0,0,0.537562723,0.545198409,0.498935955,6.77778E-05,0,0,0,0,0,0,0,0,0.921095723,1.066968963,0.93829742,0.512862045,1.039418442,1.076995597,0,0,0,0,0,0,0,0,0,0,0,7.45173E-06,0,0,0
39,Inositol-3!2022.9/305_OTHER,0,0,0,0.007603904,0.008375389,0.00800417,0.000232587,0.000204254,0.000240033,0.00475374,0.008799768,0.005956625,0.004402395,0.004716957,0.00340169,0.00236858,0.003091021,0.002091528,0.002134609,0.004627208,0.004706407,0,0,0,0.002092018,0.0016951,0.001938806,0,0,0,6.15226E-06,9.41196E-06,1.67167E-05,0.000134518,0.000163078,0.000125903
40,Pentonate$1!1751.4/292_OA,0,0,0,0.015624554,0.014395968,0.014375831,0.00136711,0.001522016,0.001704003,0.006182441,0.01061851,0.006806642,0.007846446,0.007085762,0.005619833,0.005385723,0.006478579,0.00437329,0.008705812,0.01911724,0.018081713,0,0,0,3.24657E-05,0,0,0,0,0,3.78445E-05,3.43467E-05,1.03886E-05,1.75077E-05,6.15617E-06,3.06912E-06
41,Isothiocyanoethylphosphate!1243.9/211_PHOSPHO,0,0,0,0.011326387,0.01212038,0.011041917,0.001545912,0.002397324,0.003570023,0.003659046,0.005591053,0.002854113,0.005254546,0.003736805,0.002803235,0.003274951,0.002843184,0.002360654,0.005059548,0.011866215,0.008946439,0,0,0,0,0,0.000136768,0,0,0,3.8334E-05,3.43324E-05,4.24543E-05,0.000244794,0.000142575,0.000199305
42,Arg$4(Cit)!1825.7/157_AA,0,0,0,0.277416021,0.268998119,0.251908253,0.000159345,0.000250153,0.000364235,2.07346E-05,8.59109E-05,0,3.57271E-05,4.26169E-05,4.9059E-05,0.581544388,0.737063188,0.547697091,0.351923618,0.738621463,0.728082562,6.87625E-05,2.50576E-05,0.0001323,0.00014497,0.000566697,0.000106832,0.000105781,0,0,1.47074E-05,1.60002E-05,1.49371E-05,2.361E-05,9.51465E-06,1.10538E-05
43,Serine$3tms!1367.6/218_AA,0.012441761,0.009803938,0.005893733,0.843816859,0.777861479,0.770273427,0.270396357,0.245791613,0.292993014,0.156820181,0.518062935,0.183639589,0.09251741,0.119365657,0.195134907,0.165362853,0.258332821,0.169798597,0.390230907,1.281606562,1.275438179,0.00047053,0.00237342,0.000824889,0.000708616,0.000694719,0.000434688,0.003012,0.000781432,0.00104917,0.000661009,0.000885066,0.000916828,0.000797649,0.000914732,0.000625797
44,4-Hydroxycinnamate!1935.5/293_OA,3.31676E-05,0.000665177,0.000583512,0.004525215,0.004584893,0.004968423,0.000465766,0.000530146,0.000553363,0.001875457,0.003455582,0.001735566,0.002439378,0.001994813,0.002389969,0.001628667,0.001819405,0.002183936,0.002245951,0.005097176,0.004574554,7.37172E-05,4.21589E-05,0.000147839,0.001122239,0.001264036,0.001564469,0.000380042,0.000435475,0.000256697,1.50681E-05,1.58608E-05,1.68822E-05,1.9616E-05,1.62504E-05,1.69788E-05
45,UGlucosinolatebreakdown140-1!1622.5/140_GLUCOSINOLATE,0,0,0,0.068773783,0.069383452,0.075419267,0.009030605,0.009229516,0.010756893,0.000122972,3.46568E-05,2.90859E-05,0.001483705,2.22255E-05,0.000454116,2.49631E-05,0,0.000149775,0.000986982,0.001361078,0.000780205,0,0,0,0,0,0,0,0,0,0.000705499,0.00081424,0.000593661,0.002077554,0.00143791,0.001535458
46,Leucine$2tms!1278.9/158_AA,0.001495292,0.000745159,0.001060138,0.043855296,0.041845679,0.039496973,0.009048616,0.008819642,0.011364063,0.01066068,0.019442039,0.007039601,0.016153123,0.012588855,0.009939265,0.013179012,0.014612682,0.013218166,0.014522793,0.030509939,0.030098931,4.40639E-05,0.000180099,8.98915E-05,7.08713E-05,0.000175441,0.000262824,0.000553644,4.56892E-05,2.04411E-05,0.000389015,0.000371073,0.000300697,0.000519913,0.000350008,0.000238089
47,Monostearin!2774/399_APO,0.000137843,0.001523463,0.001291965,0.003211734,0.00354597,0.003267166,0.000658448,0.000741797,0.000731032,0.002059869,0.003058532,0.002462925,0.002152367,0.001065741,0.002291274,0.00202326,0.002743216,0.001887051,0.003423121,0.003508683,0.00376929,0.002100074,0.002137235,0.002012088,0.001811602,0.000222792,0.000475905,0.000638814,0.000284133,0.000132548,1.07789E-05,1.92797E-05,1.11127E-05,1.77279E-05,9.51826E-06,2.12582E-05
48,Pyruvate!1055.1/174_OA,0.000658458,0.000705973,0.000676368,0.006177728,0.006846446,0.006724227,0.000942244,0.001063456,0.001112538,0.001147628,0.00206884,0.001288443,0.001446895,0.001314422,0.001132539,0.000752064,0.001034626,0.000736364,0.001679752,0.003636018,0.003372413,0.000112881,0.000118568,0.000125355,0.000740607,0.000936733,0.000895446,0.000204871,4.89388E-05,4.79349E-05,3.45735E-05,0.000133141,0.000198896,3.48536E-05,9.33017E-05,5.1333E-05
49,Glycerol!1280.7/205_OTHER,0.002008715,0.001673975,0.003855221,0.095808435,0.086374875,0.088652565,0.033400065,0.032397274,0.032332161,0.011349743,0.02651592,0.012239947,0.015728752,0.012862104,0.014091425,0.010639096,0.013629375,0.011083063,0.017729301,0.035316629,0.034780474,0.003162067,0.004798051,0.003186698,0.006341833,0.012435797,0.014927926,0.003024385,0.001366903,0.000375371,0.000576968,0.001531455,0.003770943,0.000392262,0.000921136,0.000868075
50,Monopalmitine!2593.3/371_APO,0.000318746,0.003721782,0.004506853,0.015083953,0.01613733,0.016855808,0.00358852,0.003967461,0.00394743,0.005535713,0.008094772,0.005500104,0.006760378,0.005643674,0.005860014,0.004875754,0.00610314,0.004424193,0.007881414,0.01236192,0.010693858,0.001725735,0.001791466,0.001442154,0.00134617,0.000777347,0.000647304,0.000879404,0.000346657,0.000495926,4.77013E-05,4.83483E-05,5.18332E-05,4.75866E-05,4.38791E-05,5.20947E-05
51,myo-Inositol!2093.9/318_OTHER,0,0.000112024,0,0.072162971,0.065847292,0.065378799,0.006012669,0.005405442,0.007676795,0.027609766,0.04214362,0.030829687,0.036892844,0.038584461,0.020728159,0.025334697,0.026775807,0.02417212,0.031258168,0.062472183,0.05103071,2.45419E-05,3.30453E-05,0,0.000294082,0.000181111,0.000106254,0.000136146,6.17818E-05,6.51054E-05,0.000448794,0.000317377,0.000309745,0.000834055,0.000386466,0.000440842
52,Dehydroascorbate$6!1927.7/244_OA,0,0,0,0.015181079,0.01648681,0.014822344,0.004852656,0.004802991,0.006653654,0.003984678,0.00476241,0.003486094,0.007007061,0.004145842,0.004433489,0.003822145,0.00315338,0.002938814,0.004911819,0.009913677,0.007316637,0,0,0,2.39645E-05,9.10052E-05,0.000176748,0,0,0,0,0,0,3.50602E-06,6.51856E-07,6.58772E-07
53,Inositol-scyllo!2029/318_OTHER,0,0,0,0.009462835,0.009224922,0.008453749,0.000384946,0.00033788,0.000340468,0.006596094,0.012231464,0.008061895,0.006155002,0.006228367,0.00482237,0.003150367,0.004069805,0.00300061,0.002992181,0.006447531,0.006166146,0,0,0,0,6.18858E-05,0,0,0,0,2.19523E-06,2.81871E-06,1.8687E-06,1.37973E-05,3.0407E-06,3.85508E-06
54,Dehydroascorbate$5!1891.9/303_OA,0,0,0,0.011109594,0.009846602,0.010471818,0.007975457,0.008741347,0.010828853,0.001742028,0.002163696,0.001621024,0.003370614,0.002321442,0.001851647,0.001318837,0.001418726,0.001442779,0.002603568,0.004320536,0.004587276,0,0,0,0,1.88021E-05,2.4878E-05,0,0,0,0.000102434,9.33916E-05,4.80515E-05,2.48757E-05,6.58764E-06,8.87598E-06
55,Pentonate-3!1777.8/292_OA,0,0,0,0.032871767,0.029926377,0.029343357,0.003264296,0.003332232,0.003345141,0.012531685,0.030977416,0.013795301,0.007812244,0.011771687,0.017823551,0.00835661,0.011057228,0.00793085,0.019291909,0.046930902,0.044887048,0,2.51241E-05,4.37205E-05,0.000161887,9.92939E-05,0.000143466,2.94037E-05,7.13475E-05,2.03171E-05,4.05292E-05,3.2047E-05,1.62212E-05,3.89806E-05,2.44162E-05,2.42188E-05
56,Malate!1483.7/133_OA,0,0,0,0.066796162,0.059014418,0.062336667,0.012581791,0.013406475,0.015840482,0.011800269,0.014547076,0.011167625,0.016838941,0.01224833,0.009877272,0.008345657,0.016158242,0.006803607,0.025443858,0.043942262,0.053745305,0.000443247,0.000253022,0.000582767,0.000971376,0.000620502,0.000988409,0.000610277,0.000200425,0.000116037,0.001574515,0.001627169,0.000508844,0.000536524,0.000322216,0.000194619
57,beta-Alanine$3tms!1430.7/248_AA,0,0,0,0.009933119,0.009245668,0.008765264,0.000327135,0.000347078,0.000472129,0.003901778,0.00416538,0.003813408,0.006773952,0.006247453,0.001442809,0.00344227,0.00309562,0.002834891,0.006431519,0.010404467,0.007774821,0.001310846,0.001738155,0.002652137,0.001956005,0.002216438,0.001827735,0.001909096,0.001036961,0.000220799,2.76153E-05,1.08478E-05,7.48999E-06,1.66255E-05,6.73175E-06,1.36256E-05
58,Threonine$3tms!1391/218_AA,0.00022722,0.001036972,0.000399806,0.082162202,0.076060429,0.072533744,0.015541817,0.015283815,0.016869781,0.017230609,0.047610702,0.018368774,0.02107734,0.018871711,0.022456534,0.022657106,0.034724923,0.023608088,0.026012806,0.070258531,0.07000385,0.000135348,0.000386586,2.08986E-05,0.001260157,0.000878878,0.001168322,0.000423042,2.03602E-05,2.33675E-05,0.000272745,0.00027397,0.000240822,0.000389101,0.00027821,0.000241191
59,Sinapinate-cis!2054.5/368_OA,0,0,0,0.013624639,0.01542204,0.015003594,0.006787523,0.006663551,0.008572304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69861E-05,8.75256E-05,0.000106909,0.000291681,0.000176734,0.000244654
60,Ethanolamine$3tms!1272.5/174_OTHER,0.001941366,0.001002949,0.001302247,0.433678948,0.394267107,0.384362163,0.052234757,0.051566498,0.053429537,0.115989532,0.233413113,0.111114797,0.127215118,0.112810053,0.117090796,0.12436153,0.14828017,0.129723472,0.170643135,0.438237168,0.423674296,0.007725964,0.009255691,0.009414185,0.008449089,0.009229569,0.01399354,0.007536888,0.004216006,0.001444728,0.001613779,0.001087347,0.001309127,0.004483931,0.002746994,0.002857246
