Experiment,ID,Plant,Plant2,Microbes,Treatment,System,Bio_rep,Rep,Time,Nb,Root.length.Weight,Seeds
Thalianol,Col0_MF_Water_Flowpots_Rep 2_1_5weeks,Col0,Col0,MF,Water,Flowpots,Rep 2,1,5weeks,5,16.1,5
Thalianol,ThaH_F16_3OMG_Flowpots_Rep 1_1_5weeks,ThaH,ThaH,F16,3OMG,Flowpots,Rep 1,1,5weeks,5,16.6,5
Thalianol,ThaD_F16_3OMG_Flowpots_Rep 1_1_5weeks,ThaD,ThaD,F16,3OMG,Flowpots,Rep 1,1,5weeks,4,16.6,5
Thalianol,ThaS1_MF_3OMG_Flowpots_Rep 2_4_5weeks,ThaS1,ThaS1-1,MF,3OMG,Flowpots,Rep 2,4,5weeks,5,16.7,5
Thalianol,Col0_MF_Water_Flowpots_Rep 2_2_5weeks,Col0,Col0,MF,Water,Flowpots,Rep 2,2,5weeks,4,16.8,5
Thalianol,ThaD_MF_Water_Flowpots_Rep 2_2_5weeks,ThaD,ThaD,MF,Water,Flowpots,Rep 2,2,5weeks,4,16.9,5
Thalianol,ThaD_MF_Water_Flowpots_Rep 2_4_5weeks,ThaD,ThaD,MF,Water,Flowpots,Rep 2,4,5weeks,4,17.2,5
Thalianol,ThaS1_MF_Water_Flowpots_Rep 2_2_5weeks,ThaS1,ThaS1-1,MF,Water,Flowpots,Rep 2,2,5weeks,5,18.1,5
Thalianol,ThaS1_MF_Water_Flowpots_Rep 2_1_5weeks,ThaS1,ThaS1-1,MF,Water,Flowpots,Rep 2,1,5weeks,5,18.4,5
Thalianol,ThaS1_F16_3OMG_Flowpots_Rep 1_2_5weeks,ThaS1,ThaS1-1,F16,3OMG,Flowpots,Rep 1,2,5weeks,3,19.2,5
Thalianol,ThaH_F16_3OMG_Flowpots_Rep 2_2_5weeks,ThaH,ThaH,F16,3OMG,Flowpots,Rep 2,2,5weeks,2,20.1,5
Thalianol,ThaS1_MF_3OMG_Flowpots_Rep 2_2_5weeks,ThaS1,ThaS1-1,MF,3OMG,Flowpots,Rep 2,2,5weeks,5,20.3,5
Thalianol,ThaD_MF_3OMG_Flowpots_Rep 2_4_5weeks,ThaD,ThaD,MF,3OMG,Flowpots,Rep 2,4,5weeks,5,20.7,5
Thalianol,ThaS1_MF_3OMG_Flowpots_Rep 2_1_5weeks,ThaS1,ThaS1-1,MF,3OMG,Flowpots,Rep 2,1,5weeks,4,21,5
Thalianol,Col0_MF_3OMG_Flowpots_Rep 2_4_5weeks,Col0,Col0,MF,3OMG,Flowpots,Rep 2,4,5weeks,5,21.2,5
Thalianol,ThaS1_F16_3OMG_Flowpots_Rep 1_1_5weeks,ThaS1,ThaS1-1,F16,3OMG,Flowpots,Rep 1,1,5weeks,5,21.4,5
Thalianol,ThaS1_MF_Water_Flowpots_Rep 2_4_5weeks,ThaS1,ThaS1-1,MF,Water,Flowpots,Rep 2,4,5weeks,5,21.5,5
Thalianol,ThaD_F16_3OMG_Flowpots_Rep 2_4_5weeks,ThaD,ThaD,F16,3OMG,Flowpots,Rep 2,4,5weeks,4,21.8,5
Thalianol,ThaD_MF_Water_Flowpots_Rep 2_3_5weeks,ThaD,ThaD,MF,Water,Flowpots,Rep 2,3,5weeks,3,21.9,5
Thalianol,ThaD_F16_Water_Flowpots_Rep 2_4_5weeks,ThaD,ThaD,F16,Water,Flowpots,Rep 2,4,5weeks,2,22,5
Thalianol,ThaH_F16_3OMG_Flowpots_Rep 2_3_5weeks,ThaH,ThaH,F16,3OMG,Flowpots,Rep 2,3,5weeks,4,22.3,5
Thalianol,ThaS1_MF_Water_Flowpots_Rep 2_3_5weeks,ThaS1,ThaS1-1,MF,Water,Flowpots,Rep 2,3,5weeks,5,22.8,5
Thalianol,Col0_F16_3OMG_Flowpots_Rep 2_2_5weeks,Col0,Col0,F16,3OMG,Flowpots,Rep 2,2,5weeks,5,24.2,5
Thalianol,ThaH_F16_3OMG_Flowpots_Rep 2_4_5weeks,ThaH,ThaH,F16,3OMG,Flowpots,Rep 2,4,5weeks,3,24.3,5
Thalianol,Col0_F16_3OMG_Flowpots_Rep 2_3_5weeks,Col0,Col0,F16,3OMG,Flowpots,Rep 2,3,5weeks,4,25.8,5
Thalianol,Col0_F16_3OMG_Flowpots_Rep 2_4_5weeks,Col0,Col0,F16,3OMG,Flowpots,Rep 2,4,5weeks,4,25.9,5
Thalianol,ThaD_F16_3OMG_Flowpots_Rep 2_2_5weeks,ThaD,ThaD,F16,3OMG,Flowpots,Rep 2,2,5weeks,5,27.8,5
Thalianol,ThaH_F16_3OMG_Flowpots_Rep 2_1_5weeks,ThaH,ThaH,F16,3OMG,Flowpots,Rep 2,1,5weeks,3,28.4,5
Thalianol,ThaS1_F16_3OMG_Flowpots_Rep 2_4_5weeks,ThaS1,ThaS1-1,F16,3OMG,Flowpots,Rep 2,4,5weeks,5,30,5
Thalianol,ThaD_F16_3OMG_Flowpots_Rep 2_1_5weeks,ThaD,ThaD,F16,3OMG,Flowpots,Rep 2,1,5weeks,4,30.4,5
Thalianol,ThaS1_F16_3OMG_Flowpots_Rep 2_2_5weeks,ThaS1,ThaS1-1,F16,3OMG,Flowpots,Rep 2,2,5weeks,5,32.5,5
Thalianol,ThaS1_F16_3OMG_Flowpots_Rep 2_3_5weeks,ThaS1,ThaS1-1,F16,3OMG,Flowpots,Rep 2,3,5weeks,4,34.3,5
Thalianol,ThaS1_F16_3OMG_Flowpots_Rep 2_1_5weeks,ThaS1,ThaS1-1,F16,3OMG,Flowpots,Rep 2,1,5weeks,5,45.8,5
Thalianol,ThaD_F16_Water_Flowpots_Rep 2_2_5weeks,ThaD,ThaD,F16,Water,Flowpots,Rep 2,2,5weeks,5,47.2,5
