Experiment,ID,Plant,Plant2,Microbes,Treatment,System,Bio_rep,Rep,Time,Nb,Root.length.Weight,Seeds
Thalianol,Col0_MF_Water_Agar_Rep 1_30_1week,Col0,Col0,MF,Water,Agar,Rep 1,30,1week,NA,0.416,43
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_9_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,9,1week,NA,0.416,27
Thalianol,ThaD_F16_Water_Agar_Rep 1_4_1week,ThaD,ThaD,F16,Water,Agar,Rep 1,4,1week,NA,0.416,21
Thalianol,Col0_MF_3OMG_Agar_Rep 1_12_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,12,2weeks,NA,0.417,31
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_10_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,10,2weeks,NA,0.418,27
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_27_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,27,1week,NA,0.419,34
Thalianol,ThaS2_F16_Water_Agar_Rep 1_18_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,18,2weeks,NA,0.419,30
Thalianol,ThaH_MF_Water_Agar_Rep 1_5_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,5,1week,NA,0.421,31
Thalianol,ThaH_F16_Water_Agar_Rep 1_12_2weeks,ThaH,ThaH,F16,Water,Agar,Rep 1,12,2weeks,NA,0.421,33
Thalianol,ThaD_MF_Water_Agar_Rep 1_24_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,24,1week,NA,0.423,39
Thalianol,ThaH_F16_Water_Agar_Rep 1_5_1week,ThaH,ThaH,F16,Water,Agar,Rep 1,5,1week,NA,0.423,33
Thalianol,ThaD_MF_Water_Agar_Rep 1_5_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,5,1week,NA,0.424,39
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_3_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,3,1week,NA,0.424,27
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_7_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,7,1week,NA,0.426,33
Thalianol,Col0_F16_Water_Agar_Rep 1_9_1week,Col0,Col0,F16,Water,Agar,Rep 1,9,1week,NA,0.428,30
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_20_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,20,1week,NA,0.428,27
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_17_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,17,1week,NA,0.428,37
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_15_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,15,1week,NA,0.43,27
Thalianol,Col0_MF_Water_Agar_Rep 1_21_1week,Col0,Col0,MF,Water,Agar,Rep 1,21,1week,NA,0.432,43
Thalianol,Col0_MF_Water_Agar_Rep 1_14_1week,Col0,Col0,MF,Water,Agar,Rep 1,14,1week,NA,0.433,43
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_1_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,1,1week,NA,0.435,27
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_18_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,18,2weeks,NA,0.438,27
Thalianol,ThaH_F16_Water_Agar_Rep 1_15_2weeks,ThaH,ThaH,F16,Water,Agar,Rep 1,15,2weeks,NA,0.438,33
Thalianol,ThaH_MF_Water_Agar_Rep 1_1_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,1,1week,NA,0.441,31
Thalianol,ThaS2_F16_Water_Agar_Rep 1_8_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,8,1week,NA,0.443,30
Thalianol,ThaS2_MF_Water_Agar_Rep 1_12_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,12,2weeks,NA,0.443,45
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_21_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,21,1week,NA,0.444,34
Thalianol,ThaD_F16_Water_Agar_Rep 1_3_1week,ThaD,ThaD,F16,Water,Agar,Rep 1,3,1week,NA,0.447,21
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_25_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,25,1week,NA,0.448,37
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_22_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,22,1week,NA,0.452,37
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_5_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,5,1week,NA,0.454,27
Thalianol,ThaS2_F16_Water_Agar_Rep 1_13_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,13,2weeks,NA,0.455,30
Thalianol,Col0_F16_Water_Agar_Rep 1_3_1week,Col0,Col0,F16,Water,Agar,Rep 1,3,1week,NA,0.457,30
Thalianol,ThaH_MF_Water_Agar_Rep 1_22_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,22,1week,NA,0.46,31
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_24_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,24,2weeks,NA,0.46,34
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_17_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,17,2weeks,NA,0.471,33
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_33_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,33,1week,NA,0.471,37
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_9_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,9,1week,NA,0.472,27
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_10_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,10,1week,NA,0.473,27
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_9_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,9,1week,NA,0.474,33
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_35_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,35,2weeks,NA,0.482,37
Thalianol,ThaS2_MF_Water_Agar_Rep 1_19_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,19,2weeks,NA,0.484,45
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_4_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,4,1week,NA,0.485,27
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_19_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,19,2weeks,NA,0.485,27
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_18_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,18,1week,NA,0.485,37
Thalianol,Col0_F16_Water_Agar_Rep 1_5_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,5,2weeks,NA,0.488,30
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_11_1week,ThaH,ThaH,MF,3OMG,Agar,Rep 1,11,1week,NA,0.488,31
Thalianol,ThaS2_F16_Water_Agar_Rep 1_7_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,7,1week,NA,0.488,30
Thalianol,ThaS2_F16_Water_Agar_Rep 1_13_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,13,1week,NA,0.488,30
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_16_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,16,1week,NA,0.488,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_16_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,16,1week,NA,0.489,37
Thalianol,ThaS2_MF_Water_Agar_Rep 1_14_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,14,1week,NA,0.492,45
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_2_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,2,1week,NA,0.494,37
Thalianol,ThaS2_MF_Water_Agar_Rep 1_1_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,1,2weeks,NA,0.495,45
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_14_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,14,1week,NA,0.497,27
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_12_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,12,1week,NA,0.499,27
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_22_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,22,1week,NA,0.499,34
Thalianol,Col0_F16_3OMG_Agar_Rep 1_8_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,8,2weeks,NA,0.5,34
Thalianol,ThaS2_F16_Water_Agar_Rep 1_6_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,6,1week,NA,0.5,30
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_4_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,4,1week,NA,0.5,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_4_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,4,2weeks,NA,0.501,39
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_19_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,19,1week,NA,0.501,34
Thalianol,Col0_MF_Water_Agar_Rep 1_29_1week,Col0,Col0,MF,Water,Agar,Rep 1,29,1week,NA,0.504,43
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_10_1week,ThaH,ThaH,MF,3OMG,Agar,Rep 1,10,1week,NA,0.505,31
Thalianol,ThaS2_F16_Water_Agar_Rep 1_19_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,19,2weeks,NA,0.51,30
Thalianol,ThaH_MF_Water_Agar_Rep 1_11_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,11,1week,NA,0.511,31
Thalianol,Col0_MF_3OMG_Agar_Rep 1_23_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,23,1week,NA,0.512,31
Thalianol,Col0_F16_3OMG_Agar_Rep 1_29_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,29,1week,NA,0.513,34
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_4_1week,ThaH,ThaH,MF,3OMG,Agar,Rep 1,4,1week,NA,0.513,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_16_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,16,2weeks,NA,0.521,45
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_2_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,2,2weeks,NA,0.523,31
Thalianol,Col0_MF_Water_Agar_Rep 1_7_1week,Col0,Col0,MF,Water,Agar,Rep 1,7,1week,NA,0.524,43
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_1_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,1,1week,NA,0.525,34
Thalianol,ThaS1_MF_3OMG_Agar_Rep 1_1_72h,ThaS1,ThaS1-1,MF,3OMG,Agar,Rep 1,1,72h,NA,0.527,38
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_5_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,5,1week,NA,0.528,33
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_16_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,16,2weeks,NA,0.528,37
Thalianol,ThaH_F16_Water_Agar_Rep 1_2_1week,ThaH,ThaH,F16,Water,Agar,Rep 1,2,1week,NA,0.529,33
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_2_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,2,1week,NA,0.53,34
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_13_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,13,1week,NA,0.532,34
Thalianol,ThaS2_F16_Water_Agar_Rep 1_7_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,7,2weeks,NA,0.534,30
Thalianol,Col0_MF_3OMG_Agar_Rep 1_19_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,19,2weeks,NA,0.536,31
Thalianol,Col0_F16_Water_Agar_Rep 1_27_1week,Col0,Col0,F16,Water,Agar,Rep 1,27,1week,NA,0.537,30
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_18_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,18,1week,NA,0.538,34
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_13_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,13,2weeks,NA,0.538,34
Thalianol,Col0_MF_Water_Agar_Rep 1_40_1week,Col0,Col0,MF,Water,Agar,Rep 1,40,1week,NA,0.539,43
Thalianol,Col0_MF_3OMG_Agar_Rep 1_9_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,9,2weeks,NA,0.54,31
Thalianol,ThaH_F16_Water_Agar_Rep 1_13_2weeks,ThaH,ThaH,F16,Water,Agar,Rep 1,13,2weeks,NA,0.542,33
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_21_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,21,1week,NA,0.544,37
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_12_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,12,1week,NA,0.545,37
Thalianol,ThaD_F16_Water_Agar_Rep 1_11_1week,ThaD,ThaD,F16,Water,Agar,Rep 1,11,1week,NA,0.547,21
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_2_1week,ThaH,ThaH,MF,3OMG,Agar,Rep 1,2,1week,NA,0.547,31
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_17_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,17,2weeks,NA,0.551,37
Thalianol,ThaH_F16_Water_Agar_Rep 1_1_1week,ThaH,ThaH,F16,Water,Agar,Rep 1,1,1week,NA,0.552,33
Thalianol,ThaS2_MF_Water_Agar_Rep 1_22_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,22,1week,NA,0.552,45
Thalianol,Col0_MF_Water_Agar_Rep 1_13_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,13,2weeks,NA,0.553,43
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_7_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,7,1week,NA,0.554,37
Thalianol,ThaD_MF_Water_Agar_Rep 1_5_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,5,2weeks,NA,0.555,39
Thalianol,ThaD_F16_Water_Agar_Rep 1_7_1week,ThaD,ThaD,F16,Water,Agar,Rep 1,7,1week,NA,0.557,21
Thalianol,ThaH_MF_Water_Agar_Rep 1_21_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,21,2weeks,NA,0.557,31
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_6_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,6,2weeks,NA,0.557,37
Thalianol,Col0_MF_3OMG_Agar_Rep 1_10_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,10,1week,NA,0.558,31
Thalianol,ThaD_MF_Water_Agar_Rep 1_4_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,4,1week,NA,0.56,39
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_20_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,20,2weeks,NA,0.562,27
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_36_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,36,1week,NA,0.562,37
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_11_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,11,1week,NA,0.563,33
Thalianol,ThaD_F16_Water_Agar_Rep 1_10_1week,ThaD,ThaD,F16,Water,Agar,Rep 1,10,1week,NA,0.565,21
Thalianol,ThaS2_F16_Water_Agar_Rep 1_23_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,23,1week,NA,0.566,30
Thalianol,Col0_F16_3OMG_Agar_Rep 1_8_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,8,1week,NA,0.567,34
Thalianol,ThaH_F16_Water_Agar_Rep 1_2_2weeks,ThaH,ThaH,F16,Water,Agar,Rep 1,2,2weeks,NA,0.572,33
Thalianol,Col0_MF_3OMG_Agar_Rep 1_20_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,20,1week,NA,0.581,31
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_5_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,5,2weeks,NA,0.581,34
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_4_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,4,2weeks,NA,0.585,31
Thalianol,ThaS2_F16_Water_Agar_Rep 1_2_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,2,1week,NA,0.585,30
Thalianol,Col0_MF_3OMG_Agar_Rep 1_6_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,6,2weeks,NA,0.588,31
Thalianol,ThaD_F16_Water_Agar_Rep 1_9_2weeks,ThaD,ThaD,F16,Water,Agar,Rep 1,9,2weeks,NA,0.591,21
Thalianol,ThaD_F16_Water_Agar_Rep 1_15_1week,ThaD,ThaD,F16,Water,Agar,Rep 1,15,1week,NA,0.594,21
Thalianol,Col0_F16_3OMG_Agar_Rep 1_12_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,12,1week,NA,0.599,34
Thalianol,ThaH_MF_Water_Agar_Rep 1_15_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,15,2weeks,NA,0.599,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_32_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,32,2weeks,NA,0.603,45
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_6_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,6,1week,NA,0.614,34
Thalianol,ThaS2_F16_Water_Agar_Rep 1_11_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,11,2weeks,NA,0.614,30
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_10_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,10,2weeks,NA,0.616,34
Thalianol,Col0_F16_3OMG_Agar_Rep 1_2_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,2,1week,NA,0.617,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_14_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,14,1week,NA,0.62,37
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_18_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,18,2weeks,NA,0.621,37
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_25_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,25,2weeks,NA,0.621,37
Thalianol,ThaD_MF_Water_Agar_Rep 1_1_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,1,1week,NA,0.629,39
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_35_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,35,1week,NA,0.629,37
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_19_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,19,1week,NA,0.63,33
Thalianol,Col0_MF_Water_Agar_Rep 1_29_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,29,2weeks,NA,0.632,43
Thalianol,ThaS2_MF_Water_Agar_Rep 1_35_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,35,1week,NA,0.632,45
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_9_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,9,1week,NA,0.634,37
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_26_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,26,1week,NA,0.634,37
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_36_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,36,2weeks,NA,0.635,37
Thalianol,Col0_F16_Water_Agar_Rep 1_28_1week,Col0,Col0,F16,Water,Agar,Rep 1,28,1week,NA,0.636,30
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_6_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,6,1week,NA,0.637,27
Thalianol,Col0_MF_3OMG_Agar_Rep 1_21_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,21,2weeks,NA,0.639,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_40_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,40,1week,NA,0.64,45
Thalianol,Col0_F16_3OMG_Agar_Rep 1_28_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,28,1week,NA,0.641,34
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_5_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,5,2weeks,NA,0.641,27
Thalianol,Col0_MF_3OMG_Agar_Rep 1_24_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,24,1week,NA,0.642,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_34_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,34,1week,NA,0.643,45
Thalianol,ThaH_MF_Water_Agar_Rep 1_13_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,13,1week,NA,0.649,31
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_25_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,25,1week,NA,0.65,34
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_3_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,3,1week,NA,0.652,27
Thalianol,ThaS2_MF_Water_Agar_Rep 1_29_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,29,1week,NA,0.652,45
Thalianol,Col0_MF_3OMG_Agar_Rep 1_22_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,22,2weeks,NA,0.653,31
Thalianol,Col0_F16_3OMG_Agar_Rep 1_23_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,23,1week,NA,0.654,34
Thalianol,ThaS2_MF_Water_Agar_Rep 1_9_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,9,1week,NA,0.659,45
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_14_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,14,1week,NA,0.661,27
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_15_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,15,1week,NA,0.663,34
Thalianol,Col0_F16_3OMG_Agar_Rep 1_31_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,31,1week,NA,0.666,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_2_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,2,2weeks,NA,0.666,39
Thalianol,Col0_MF_Water_Agar_Rep 1_18_1week,Col0,Col0,MF,Water,Agar,Rep 1,18,1week,NA,0.667,43
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_6_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,6,2weeks,NA,0.669,27
Thalianol,ThaD_F16_Water_Agar_Rep 1_19_2weeks,ThaD,ThaD,F16,Water,Agar,Rep 1,19,2weeks,NA,0.669,21
Thalianol,ThaH_MF_Water_Agar_Rep 1_23_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,23,1week,NA,0.669,31
Thalianol,Col0_F16_Water_Agar_Rep 1_7_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,7,2weeks,NA,0.672,30
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_8_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,8,1week,NA,0.673,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_20_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,20,1week,NA,0.679,37
Thalianol,ThaD_MF_Water_Agar_Rep 1_25_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,25,1week,NA,0.68,39
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_15_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,15,1week,NA,0.682,33
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_15_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,15,1week,NA,0.683,37
Thalianol,Col0_F16_3OMG_Agar_Rep 1_26_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,26,1week,NA,0.684,34
Thalianol,ThaD_F16_Water_Agar_Rep 1_5_1week,ThaD,ThaD,F16,Water,Agar,Rep 1,5,1week,NA,0.684,21
Thalianol,ThaS2_MF_Water_Agar_Rep 1_8_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,8,1week,NA,0.685,45
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_29_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,29,1week,NA,0.685,37
Thalianol,Col0_F16_3OMG_Agar_Rep 1_25_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,25,1week,NA,0.687,34
Thalianol,Col0_MF_3OMG_Agar_Rep 1_2_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,2,1week,NA,0.688,31
Thalianol,ThaD_MF_Water_Agar_Rep 1_15_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,15,1week,NA,0.688,39
Thalianol,ThaD_F16_Water_Agar_Rep 1_11_2weeks,ThaD,ThaD,F16,Water,Agar,Rep 1,11,2weeks,NA,0.693,21
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_10_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,10,2weeks,NA,0.693,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_9_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,9,2weeks,NA,0.695,45
Thalianol,ThaD_MF_Water_Agar_Rep 1_8_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,8,1week,NA,0.697,39
Thalianol,Col0_MF_Water_Agar_Rep 1_35_1week,Col0,Col0,MF,Water,Agar,Rep 1,35,1week,NA,0.698,43
Thalianol,ThaD_MF_Water_Agar_Rep 1_22_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,22,1week,NA,0.699,39
Thalianol,Col0_MF_Water_Agar_Rep 1_41_1week,Col0,Col0,MF,Water,Agar,Rep 1,41,1week,NA,0.701,43
Thalianol,ThaS2_MF_Water_Agar_Rep 1_22_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,22,2weeks,NA,0.703,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_44_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,44,1week,NA,0.705,45
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_10_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,10,1week,NA,0.707,34
Thalianol,ThaH_MF_Water_Agar_Rep 1_7_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,7,1week,NA,0.708,31
