	SAMPLE_ID	GROUP	Plant	Treatment	Time	Mg.Plant	Unit	Compound	Labelled	PEAK_AREA	PEAK_AREA_Norm
404	12_Col0_Water_1week	Col0::water::1W	Col0	Water	1week	0.0172	Milligrams	13C_pentose5P_00	No	16469629	957536569.8
405	13_Col0_3OMG_1week	Col0::3OMG::1W	Col0	3OMG	1week	0.01189	Milligrams	13C_pentose5P_00	No	9673545	813586627.4
406	14_Col0_3OMG_1week	Col0::3OMG::1W	Col0	3OMG	1week	0.01859	Milligrams	13C_pentose5P_00	No	12033187	647293544.9
407	15_Col0_3OMG_1week	Col0::3OMG::1W	Col0	3OMG	1week	0.02102	Milligrams	13C_pentose5P_00	No	13170507	626570266.4
408	16_Col0_3OMG_1week	Col0::3OMG::1W	Col0	3OMG	1week	0.02745	Milligrams	13C_pentose5P_00	No	14873009	541821821.5
409	17_Col0_Water_2weeks	Col0::water::2W	Col0	Water	2weeks	0.06864	Milligrams	13C_pentose5P_00	No	76687025	1117235213
410	18_Col0_Water_2weeks	Col0::water::2W	Col0	Water	2weeks	0.05491	Milligrams	13C_pentose5P_00	No	44026393	801791895.8
411	19_Col0_Water_2weeks	Col0::water::2W	Col0	Water	2weeks	0.06627	Milligrams	13C_pentose5P_00	No	45150401	681309808.4
412	20_Col0_Water_2weeks	Col0::water::2W	Col0	Water	2weeks	0.05377	Milligrams	13C_pentose5P_00	No	48947417	910310898.3
413	21_Col0_3OMG_2weeks	Col0::3OMG::2W	Col0	3OMG	2weeks	0.04707	Milligrams	13C_pentose5P_00	No	35725101	758978138.9
414	22_Col0_3OMG_2weeks	Col0::3OMG::2W	Col0	3OMG	2weeks	0.04385	Milligrams	13C_pentose5P_00	No	37898035	864265336.4
415	23_Col0_3OMG_2weeks	Col0::3OMG::2W	Col0	3OMG	2weeks	0.06271	Milligrams	13C_pentose5P_00	No	49610917	791116520.5
416	24_Col0_3OMG_2weeks	Col0::3OMG::2W	Col0	3OMG	2weeks	0.02978	Milligrams	13C_pentose5P_00	No	27257917	915309503
417	Pool_cells_01	POOL	cells	1	Control	NA	Milligrams	13C_pentose5P_00	No	25476490	NA
418	Pool_cells_02	POOL	cells	2	Control	NA	Milligrams	13C_pentose5P_00	No	25800405	NA
419	Pool_cells_03	POOL	cells	3	Control	NA	Milligrams	13C_pentose5P_00	No	25343315	NA
420	00_Ctrl_Ctrl_Ctrl	ctrol::ctrol::1W	Ctrl	Ctrl	Ctrl	NA	Milligrams	13C_pentose5P_00	No	NA	NA
421	01_Col0_Water_72h	Col0::water::72h	Col0	Water	72h	0.01786	Milligrams	13C_pyruvate_00	No	109437736	6127532811
422	02_Col0_Water_72h	Col0::water::72h	Col0	Water	72h	0.01677	Milligrams	13C_pyruvate_00	No	224084789	13362241443
423	03_Col0_Water_72h	Col0::water::72h	Col0	Water	72h	0.05809	Milligrams	13C_pyruvate_00	No	229384378	3948775658
424	04_Col0_Water_72h	Col0::water::72h	Col0	Water	72h	0.03514	Milligrams	13C_pyruvate_00	No	164510245	4681566448
425	05_Col0_3OMG_72h	Col0::3OMG::72h	Col0	3OMG	72h	0.01604	Milligrams	13C_pyruvate_00	No	125568821	7828480112
426	06_Col0_3OMG_72h	Col0::3OMG::72h	Col0	3OMG	72h	0.0211	Milligrams	13C_pyruvate_00	No	78521317	3721389431
427	07_Col0_3OMG_72h	Col0::3OMG::72h	Col0	3OMG	72h	0.02504	Milligrams	13C_pyruvate_00	No	202088654	8070633147
428	08_Col0_3OMG_72h	Col0::3OMG::72h	Col0	3OMG	72h	0.02831	Milligrams	13C_pyruvate_00	No	189968949	6710312575
429	09_Col0_Water_1week	Col0::water::1W	Col0	Water	1week	0.01452	Milligrams	13C_pyruvate_00	No	100562261	6925775551
430	10_Col0_Water_1week	Col0::water::1W	Col0	Water	1week	0.01253	Milligrams	13C_pyruvate_00	No	140681610	11227582602
431	11_Col0_Water_1week	Col0::water::1W	Col0	Water	1week	0.0146	Milligrams	13C_pyruvate_00	No	221292903	15157048151
432	12_Col0_Water_1week	Col0::water::1W	Col0	Water	1week	0.0172	Milligrams	13C_pyruvate_00	No	277672870	16143771512
433	13_Col0_3OMG_1week	Col0::3OMG::1W	Col0	3OMG	1week	0.01189	Milligrams	13C_pyruvate_00	No	188304236	15837193944
434	14_Col0_3OMG_1week	Col0::3OMG::1W	Col0	3OMG	1week	0.01859	Milligrams	13C_pyruvate_00	No	260492079	14012484077
435	15_Col0_3OMG_1week	Col0::3OMG::1W	Col0	3OMG	1week	0.02102	Milligrams	13C_pyruvate_00	No	264203649	12569155519
436	16_Col0_3OMG_1week	Col0::3OMG::1W	Col0	3OMG	1week	0.02745	Milligrams	13C_pyruvate_00	No	309051361	11258701676
437	17_Col0_Water_2weeks	Col0::water::2W	Col0	Water	2weeks	0.06864	Milligrams	13C_pyruvate_00	No	546550103	7962559776
438	18_Col0_Water_2weeks	Col0::water::2W	Col0	Water	2weeks	0.05491	Milligrams	13C_pyruvate_00	No	404916128	7374178255
439	19_Col0_Water_2weeks	Col0::water::2W	Col0	Water	2weeks	0.06627	Milligrams	13C_pyruvate_00	No	410816708	6199135476
440	20_Col0_Water_2weeks	Col0::water::2W	Col0	Water	2weeks	0.05377	Milligrams	13C_pyruvate_00	No	368453123	6852392096
441	21_Col0_3OMG_2weeks	Col0::3OMG::2W	Col0	3OMG	2weeks	0.04707	Milligrams	13C_pyruvate_00	No	370734037	7876227682
442	22_Col0_3OMG_2weeks	Col0::3OMG::2W	Col0	3OMG	2weeks	0.04385	Milligrams	13C_pyruvate_00	No	390406779	8903233273
443	23_Col0_3OMG_2weeks	Col0::3OMG::2W	Col0	3OMG	2weeks	0.06271	Milligrams	13C_pyruvate_00	No	450785530	7188415404
444	24_Col0_3OMG_2weeks	Col0::3OMG::2W	Col0	3OMG	2weeks	0.02978	Milligrams	13C_pyruvate_00	No	309340866	10387537475
445	Pool_cells_01	POOL	cells	1	Control	NA	Milligrams	13C_pyruvate_00	No	274330819	NA
446	Pool_cells_02	POOL	cells	2	Control	NA	Milligrams	13C_pyruvate_00	No	286351834	NA
447	Pool_cells_03	POOL	cells	3	Control	NA	Milligrams	13C_pyruvate_00	No	298043291	NA
448	00_Ctrl_Ctrl_Ctrl	ctrol::ctrol::1W	Ctrl	Ctrl	Ctrl	NA	Milligrams	13C_pyruvate_00	No	2633121	NA
449	01_Col0_Water_72h	Col0::water::72h	Col0	Water	72h	0.01786	Milligrams	13C_succinic_00	No	316629760	17728430011
450	02_Col0_Water_72h	Col0::water::72h	Col0	Water	72h	0.01677	Milligrams	13C_succinic_00	No	648815925	38689083184
451	03_Col0_Water_72h	Col0::water::72h	Col0	Water	72h	0.05809	Milligrams	13C_succinic_00	No	882346313	15189297865
452	04_Col0_Water_72h	Col0::water::72h	Col0	Water	72h	0.03514	Milligrams	13C_succinic_00	No	458229981	13040124673
453	05_Col0_3OMG_72h	Col0::3OMG::72h	Col0	3OMG	72h	0.01604	Milligrams	13C_succinic_00	No	366608478	22855890150
454	06_Col0_3OMG_72h	Col0::3OMG::72h	Col0	3OMG	72h	0.0211	Milligrams	13C_succinic_00	No	445069921	21093361185
455	07_Col0_3OMG_72h	Col0::3OMG::72h	Col0	3OMG	72h	0.02504	Milligrams	13C_succinic_00	No	497878100	19883310703
456	08_Col0_3OMG_72h	Col0::3OMG::72h	Col0	3OMG	72h	0.02831	Milligrams	13C_succinic_00	No	421913614	14903342070
457	09_Col0_Water_1week	Col0::water::1W	Col0	Water	1week	0.01452	Milligrams	13C_succinic_00	No	500459979	34466940702
458	10_Col0_Water_1week	Col0::water::1W	Col0	Water	1week	0.01253	Milligrams	13C_succinic_00	No	577205468	46065879330
459	11_Col0_Water_1week	Col0::water::1W	Col0	Water	1week	0.0146	Milligrams	13C_succinic_00	No	484705975	33199039384
460	12_Col0_Water_1week	Col0::water::1W	Col0	Water	1week	0.0172	Milligrams	13C_succinic_00	No	491120969	28553544709
461	13_Col0_3OMG_1week	Col0::3OMG::1W	Col0	3OMG	1week	0.01189	Milligrams	13C_succinic_00	No	617619290	51944431455
462	14_Col0_3OMG_1week	Col0::3OMG::1W	Col0	3OMG	1week	0.01859	Milligrams	13C_succinic_00	No	532760837	28658463529
463	15_Col0_3OMG_1week	Col0::3OMG::1W	Col0	3OMG	1week	0.02102	Milligrams	13C_succinic_00	No	447060299	21268330114
464	16_Col0_3OMG_1week	Col0::3OMG::1W	Col0	3OMG	1week	0.02745	Milligrams	13C_succinic_00	No	491542516	17906831184
465	17_Col0_Water_2weeks	Col0::water::2W	Col0	Water	2weeks	0.06864	Milligrams	13C_succinic_00	No	1178437821	17168383173
466	18_Col0_Water_2weeks	Col0::water::2W	Col0	Water	2weeks	0.05491	Milligrams	13C_succinic_00	No	623306207	11351415170
467	19_Col0_Water_2weeks	Col0::water::2W	Col0	Water	2weeks	0.06627	Milligrams	13C_succinic_00	No	618768783	9337087415
468	20_Col0_Water_2weeks	Col0::water::2W	Col0	Water	2weeks	0.05377	Milligrams	13C_succinic_00	No	716734084	13329627748
469	21_Col0_3OMG_2weeks	Col0::3OMG::2W	Col0	3OMG	2weeks	0.04707	Milligrams	13C_succinic_00	No	777451262	16516916550
470	22_Col0_3OMG_2weeks	Col0::3OMG::2W	Col0	3OMG	2weeks	0.04385	Milligrams	13C_succinic_00	No	798096863	18200612611
471	23_Col0_3OMG_2weeks	Col0::3OMG::2W	Col0	3OMG	2weeks	0.06271	Milligrams	13C_succinic_00	No	858143177	13684311545
472	24_Col0_3OMG_2weeks	Col0::3OMG::2W	Col0	3OMG	2weeks	0.02978	Milligrams	13C_succinic_00	No	658181840	22101472129
473	Pool_cells_01	POOL	cells	1	Control	NA	Milligrams	13C_succinic_00	No	750241631	NA
474	Pool_cells_02	POOL	cells	2	Control	NA	Milligrams	13C_succinic_00	No	624838438	NA
475	Pool_cells_03	POOL	cells	3	Control	NA	Milligrams	13C_succinic_00	No	589687711	NA
476	00_Ctrl_Ctrl_Ctrl	ctrol::ctrol::1W	Ctrl	Ctrl	Control	NA	Milligrams	13C_succinic_00	No	7858324	NA
