,Strain1,Strain2,Host,Media,Growth,OD600,Phylum,Class,Order,Phylum_alternative
4441,Ta_14,Ta_14,T_aestivum,3OMG,3-O-MG [Tf-T0],0.2602,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
4451,Ta_15,Ta_15,T_aestivum,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
4462,Ta_15,Ta_15,T_aestivum,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
4472,Ta_15,Ta_15,T_aestivum,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Dothideomycetes,Cladosporiales,Ascomycota
4482,Ta_16,Ta_16,T_aestivum,3OMG,3-O-MG [Tf-T0],0.074377778,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4491,Ta_16,Ta_16,T_aestivum,3OMG,3-O-MG [Tf-T0],0.044144444,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4501,Ta_16,Ta_16,T_aestivum,3OMG,3-O-MG [Tf-T0],0.032855556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4511,Ta_19,Ta_19,T_aestivum,3OMG,3-O-MG [Tf-T0],0.068755556,Ascomycota,Pezizomycotina,Eurotiomycetes,Ascomycota
4522,Ta_19,Ta_19,T_aestivum,3OMG,3-O-MG [Tf-T0],0.072233333,Ascomycota,Pezizomycotina,Eurotiomycetes,Ascomycota
4532,Ta_19,Ta_19,T_aestivum,3OMG,3-O-MG [Tf-T0],0.097088889,Ascomycota,Pezizomycotina,Eurotiomycetes,Ascomycota
4542,Ta_20,Ta_20,T_aestivum,3OMG,3-O-MG [Tf-T0],0.093022222,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4551,Ta_20,Ta_20,T_aestivum,3OMG,3-O-MG [Tf-T0],0.114955556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4561,Ta_20,Ta_20,T_aestivum,3OMG,3-O-MG [Tf-T0],0.156066667,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4571,Ta_22,Ta_22,T_aestivum,3OMG,3-O-MG [Tf-T0],0.224955556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4582,Ta_22,Ta_22,T_aestivum,3OMG,3-O-MG [Tf-T0],0.164422222,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4592,Ta_22,Ta_22,T_aestivum,3OMG,3-O-MG [Tf-T0],0.130377778,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4602,Ta_23,Ta_23,T_aestivum,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4611,Ta_23,Ta_23,T_aestivum,3OMG,3-O-MG [Tf-T0],0.042233333,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4621,Ta_23,Ta_23,T_aestivum,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4632,Ta_25,Ta_25,T_aestivum,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4642,Ta_25,Ta_25,T_aestivum,3OMG,3-O-MG [Tf-T0],0.000311111,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4652,Ta_25,Ta_25,T_aestivum,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4661,Ta_26,Ta_26,T_aestivum,3OMG,3-O-MG [Tf-T0],0.081655556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4671,Ta_26,Ta_26,T_aestivum,3OMG,3-O-MG [Tf-T0],0.057433333,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4681,Ta_26,Ta_26,T_aestivum,3OMG,3-O-MG [Tf-T0],0.132688889,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4692,Ta_27,Ta_27,T_aestivum,3OMG,3-O-MG [Tf-T0],0.027444444,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
4702,Ta_27,Ta_27,T_aestivum,3OMG,3-O-MG [Tf-T0],0.094955556,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
4712,Ta_27,Ta_27,T_aestivum,3OMG,3-O-MG [Tf-T0],0.072788889,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
4721,Ta_30,Ta_30,T_aestivum,3OMG,3-O-MG [Tf-T0],0.0764,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4731,Ta_30,Ta_30,T_aestivum,3OMG,3-O-MG [Tf-T0],0.071977778,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4741,Ta_30,Ta_30,T_aestivum,3OMG,3-O-MG [Tf-T0],0.040366667,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4751,Ta_31,Ta_31,T_aestivum,3OMG,3-O-MG [Tf-T0],0.152055556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
4761,Ta_31,Ta_31,T_aestivum,3OMG,3-O-MG [Tf-T0],0.141877778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
4771,Ta_31,Ta_31,T_aestivum,3OMG,3-O-MG [Tf-T0],0.188155556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
4812,Ta_32,Ta_32,T_aestivum,Glucose,Glucose [Tf-T0],0.587133333,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4822,Ta_32,Ta_32,T_aestivum,Glucose,Glucose [Tf-T0],0.708088889,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4832,Ta_32,Ta_32,T_aestivum,Glucose,Glucose [Tf-T0],0.615511111,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4841,Ta_33,Ta_33,T_aestivum,Glucose,Glucose [Tf-T0],0.625966667,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4851,Ta_33,Ta_33,T_aestivum,Glucose,Glucose [Tf-T0],0.659955556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4861,Ta_33,Ta_33,T_aestivum,Glucose,Glucose [Tf-T0],0.675355556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4872,Ta_34,Ta_34,T_aestivum,Glucose,Glucose [Tf-T0],0.625222222,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4882,Ta_34,Ta_34,T_aestivum,Glucose,Glucose [Tf-T0],0.668555556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4892,Ta_34,Ta_34,T_aestivum,Glucose,Glucose [Tf-T0],0.636988889,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
4901,Ta_35,Ta_35,T_aestivum,Glucose,Glucose [Tf-T0],0.485455556,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4911,Ta_35,Ta_35,T_aestivum,Glucose,Glucose [Tf-T0],0.521566667,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4921,Ta_35,Ta_35,T_aestivum,Glucose,Glucose [Tf-T0],0.495544444,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4932,Ta_36,Ta_36,T_aestivum,Glucose,Glucose [Tf-T0],0.614111111,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4942,Ta_36,Ta_36,T_aestivum,Glucose,Glucose [Tf-T0],0.616755556,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4952,Ta_36,Ta_36,T_aestivum,Glucose,Glucose [Tf-T0],0.609888889,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4961,Ta_37,Ta_37,T_aestivum,Glucose,Glucose [Tf-T0],0.329766667,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4971,Ta_37,Ta_37,T_aestivum,Glucose,Glucose [Tf-T0],0.4103,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4981,Ta_37,Ta_37,T_aestivum,Glucose,Glucose [Tf-T0],0.3374,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
4992,Ta_38,Ta_38,T_aestivum,Glucose,Glucose [Tf-T0],0.443166667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5002,Ta_38,Ta_38,T_aestivum,Glucose,Glucose [Tf-T0],0.395422222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5012,Ta_38,Ta_38,T_aestivum,Glucose,Glucose [Tf-T0],0.536922222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5021,Ta_39,Ta_39,T_aestivum,Glucose,Glucose [Tf-T0],0.430188889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5031,Ta_39,Ta_39,T_aestivum,Glucose,Glucose [Tf-T0],0.447544444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5041,Ta_39,Ta_39,T_aestivum,Glucose,Glucose [Tf-T0],0.4821,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5052,Ta_40,Ta_40,T_aestivum,Glucose,Glucose [Tf-T0],0.580077778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5062,Ta_40,Ta_40,T_aestivum,Glucose,Glucose [Tf-T0],0.553755556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5072,Ta_40,Ta_40,T_aestivum,Glucose,Glucose [Tf-T0],0.552244444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5081,AA0104,Mortierella_elongata_MPI-CAGE-AA-0104,A_thaliana,Glucose,Glucose [Tf-T0],0.510922222,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
5091,AA0104,Mortierella_elongata_MPI-CAGE-AA-0104,A_thaliana,Glucose,Glucose [Tf-T0],0.502133333,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
5101,AA0104,Mortierella_elongata_MPI-CAGE-AA-0104,A_thaliana,Glucose,Glucose [Tf-T0],0.671911111,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
5112,AA0113,Fusarium_sp._MPI-CAGE-AA-0113,A_thaliana,Glucose,Glucose [Tf-T0],0.471255556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5122,AA0113,Fusarium_sp._MPI-CAGE-AA-0113,A_thaliana,Glucose,Glucose [Tf-T0],0.480122222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5132,AA0113,Fusarium_sp._MPI-CAGE-AA-0113,A_thaliana,Glucose,Glucose [Tf-T0],0.414933333,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5141,AT0016,Plectosphaerella_cucumerina_MPI-CAGE-AT-0016,A_thaliana,Glucose,Glucose [Tf-T0],0.452933333,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
5151,AT0016,Plectosphaerella_cucumerina_MPI-CAGE-AT-0016,A_thaliana,Glucose,Glucose [Tf-T0],0.540455556,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
5161,AT0016,Plectosphaerella_cucumerina_MPI-CAGE-AT-0016,A_thaliana,Glucose,Glucose [Tf-T0],0.474288889,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
5171,AT0023,Fusarium_redolens_MPI-CAGE-AT-0023,A_thaliana,Glucose,Glucose [Tf-T0],0.310577778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5181,AT0023,Fusarium_redolens_MPI-CAGE-AT-0023,A_thaliana,Glucose,Glucose [Tf-T0],0.278011111,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5191,AT0023,Fusarium_redolens_MPI-CAGE-AT-0023,A_thaliana,Glucose,Glucose [Tf-T0],0.304177778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5201,AT0026,Ilyonectria_europaea_MPI-CAGE-AT-0026,A_thaliana,Glucose,Glucose [Tf-T0],0.396755556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5211,AT0026,Ilyonectria_europaea_MPI-CAGE-AT-0026,A_thaliana,Glucose,Glucose [Tf-T0],0.383422222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5221,AT0026,Ilyonectria_europaea_MPI-CAGE-AT-0026,A_thaliana,Glucose,Glucose [Tf-T0],0.420666667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5232,AT0040,Alternaria_rosae_MPI-PUGE-AT-0040,A_thaliana,Glucose,Glucose [Tf-T0],0,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
5242,AT0040,Alternaria_rosae_MPI-PUGE-AT-0040,A_thaliana,Glucose,Glucose [Tf-T0],0.288133333,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
5252,AT0040,Alternaria_rosae_MPI-PUGE-AT-0040,A_thaliana,Glucose,Glucose [Tf-T0],0,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
5292,Ta_32,Ta_32,T_aestivum,3OMG,3-O-MG [Tf-T0],0.202866667,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
5302,Ta_32,Ta_32,T_aestivum,3OMG,3-O-MG [Tf-T0],0.168544444,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
5312,Ta_32,Ta_32,T_aestivum,3OMG,3-O-MG [Tf-T0],0.150944444,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
5321,Ta_33,Ta_33,T_aestivum,3OMG,3-O-MG [Tf-T0],0.154188889,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
5331,Ta_33,Ta_33,T_aestivum,3OMG,3-O-MG [Tf-T0],0.117188889,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
5341,Ta_33,Ta_33,T_aestivum,3OMG,3-O-MG [Tf-T0],0.117688889,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
5352,Ta_34,Ta_34,T_aestivum,3OMG,3-O-MG [Tf-T0],0.098355556,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
5362,Ta_34,Ta_34,T_aestivum,3OMG,3-O-MG [Tf-T0],0.092366667,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
5372,Ta_34,Ta_34,T_aestivum,3OMG,3-O-MG [Tf-T0],0.123588889,Ascomycota,Eurotiomycetes,Eurotiales,Ascomycota
5381,Ta_35,Ta_35,T_aestivum,3OMG,3-O-MG [Tf-T0],0.127644444,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
5391,Ta_35,Ta_35,T_aestivum,3OMG,3-O-MG [Tf-T0],0.107933333,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
5401,Ta_35,Ta_35,T_aestivum,3OMG,3-O-MG [Tf-T0],0.143944444,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
5412,Ta_36,Ta_36,T_aestivum,3OMG,3-O-MG [Tf-T0],0.0822,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
5422,Ta_36,Ta_36,T_aestivum,3OMG,3-O-MG [Tf-T0],0.038322222,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
5432,Ta_36,Ta_36,T_aestivum,3OMG,3-O-MG [Tf-T0],0.047166667,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
5441,Ta_37,Ta_37,T_aestivum,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
5451,Ta_37,Ta_37,T_aestivum,3OMG,3-O-MG [Tf-T0],0.077755556,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
5461,Ta_37,Ta_37,T_aestivum,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Pezizomycotina,Dothideomycetes,Ascomycota
5472,Ta_38,Ta_38,T_aestivum,3OMG,3-O-MG [Tf-T0],0.093622222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5482,Ta_38,Ta_38,T_aestivum,3OMG,3-O-MG [Tf-T0],0.149755556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5492,Ta_38,Ta_38,T_aestivum,3OMG,3-O-MG [Tf-T0],0.122366667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5501,Ta_39,Ta_39,T_aestivum,3OMG,3-O-MG [Tf-T0],0.163022222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5511,Ta_39,Ta_39,T_aestivum,3OMG,3-O-MG [Tf-T0],0.143077778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5521,Ta_39,Ta_39,T_aestivum,3OMG,3-O-MG [Tf-T0],0.241144444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5532,Ta_40,Ta_40,T_aestivum,3OMG,3-O-MG [Tf-T0],0.1839,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5542,Ta_40,Ta_40,T_aestivum,3OMG,3-O-MG [Tf-T0],0.109811111,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5552,Ta_40,Ta_40,T_aestivum,3OMG,3-O-MG [Tf-T0],0.119411111,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5561,AA0104,Mortierella_elongata_MPI-CAGE-AA-0104,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
5571,AA0104,Mortierella_elongata_MPI-CAGE-AA-0104,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
5582,AA0104,Mortierella_elongata_MPI-CAGE-AA-0104,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Mucoromycota,Mortierellomycetes,Mortierellales,Mucoromycota
5592,AA0113,Fusarium_sp._MPI-CAGE-AA-0113,A_thaliana,3OMG,3-O-MG [Tf-T0],0.088133333,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5602,AA0113,Fusarium_sp._MPI-CAGE-AA-0113,A_thaliana,3OMG,3-O-MG [Tf-T0],0.094655556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5611,AA0113,Fusarium_sp._MPI-CAGE-AA-0113,A_thaliana,3OMG,3-O-MG [Tf-T0],0.111988889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5621,AT0016,Plectosphaerella_cucumerina_MPI-CAGE-AT-0016,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
5631,AT0016,Plectosphaerella_cucumerina_MPI-CAGE-AT-0016,A_thaliana,3OMG,3-O-MG [Tf-T0],0.028911111,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
5642,AT0016,Plectosphaerella_cucumerina_MPI-CAGE-AT-0016,A_thaliana,3OMG,3-O-MG [Tf-T0],0.071111111,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
5652,AT0023,Fusarium_redolens_MPI-CAGE-AT-0023,A_thaliana,3OMG,3-O-MG [Tf-T0],0.176088889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5662,AT0023,Fusarium_redolens_MPI-CAGE-AT-0023,A_thaliana,3OMG,3-O-MG [Tf-T0],0.120833333,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5671,AT0023,Fusarium_redolens_MPI-CAGE-AT-0023,A_thaliana,3OMG,3-O-MG [Tf-T0],0.108644444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5681,AT0026,Ilyonectria_europaea_MPI-CAGE-AT-0026,A_thaliana,3OMG,3-O-MG [Tf-T0],0.065688889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5691,AT0026,Ilyonectria_europaea_MPI-CAGE-AT-0026,A_thaliana,3OMG,3-O-MG [Tf-T0],0.116688889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5701,AT0026,Ilyonectria_europaea_MPI-CAGE-AT-0026,A_thaliana,3OMG,3-O-MG [Tf-T0],0.102055556,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5711,AT0040,Alternaria_rosae_MPI-PUGE-AT-0040,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
5721,AT0040,Alternaria_rosae_MPI-PUGE-AT-0040,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
5731,AT0040,Alternaria_rosae_MPI-PUGE-AT-0040,A_thaliana,3OMG,3-O-MG [Tf-T0],0,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
5771,AT0064,Alternaria_alternata_MPI-PUGE-AT-0064,A_thaliana,Glucose,Glucose [Tf-T0],0,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
5781,AT0064,Alternaria_alternata_MPI-PUGE-AT-0064,A_thaliana,Glucose,Glucose [Tf-T0],0,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
5791,AT0064,Alternaria_alternata_MPI-PUGE-AT-0064,A_thaliana,Glucose,Glucose [Tf-T0],0,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
5801,AT0079,Chaetomium_globosum_MPI-SDFR-AT-0079,A_thaliana,Glucose,Glucose [Tf-T0],0.596,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
5812,AT0079,Chaetomium_globosum_MPI-SDFR-AT-0079,A_thaliana,Glucose,Glucose [Tf-T0],0.595433333,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
5822,AT0079,Chaetomium_globosum_MPI-SDFR-AT-0079,A_thaliana,Glucose,Glucose [Tf-T0],0.526322222,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
5832,AT0100,Boeremia_exigua_MPI-SDFR-AT-0100,A_thaliana,Glucose,Glucose [Tf-T0],0.477611111,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
5842,AT0100,Boeremia_exigua_MPI-SDFR-AT-0100,A_thaliana,Glucose,Glucose [Tf-T0],0.506788889,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
5851,AT0100,Boeremia_exigua_MPI-SDFR-AT-0100,A_thaliana,Glucose,Glucose [Tf-T0],0.513322222,Ascomycota,Dothideomycetes,Pleosporales,Ascomycota
5861,AT0134,Ilyonectria_sp._MPI-CAGE-AT-0134,A_thaliana,Glucose,Glucose [Tf-T0],0.594222222,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5871,AT0134,Ilyonectria_sp._MPI-CAGE-AT-0134,A_thaliana,Glucose,Glucose [Tf-T0],0.629477778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5882,AT0134,Ilyonectria_sp._MPI-CAGE-AT-0134,A_thaliana,Glucose,Glucose [Tf-T0],0.536788889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5892,AT0135,Halenospora_varia_MPI-CAGE-AT-0135,A_thaliana,Glucose,Glucose [Tf-T0],0.509766667,Ascomycota,Leotiomycetes,Helotiales,Ascomycota
5902,AT0135,Halenospora_varia_MPI-CAGE-AT-0135,A_thaliana,Glucose,Glucose [Tf-T0],0.5615,Ascomycota,Leotiomycetes,Helotiales,Ascomycota
5912,AT0135,Halenospora_varia_MPI-CAGE-AT-0135,A_thaliana,Glucose,Glucose [Tf-T0],0.553822222,Ascomycota,Leotiomycetes,Helotiales,Ascomycota
5921,AT0147,Dactylonectria_macrodidyma_MPI-CAGE-AT-0147,A_thaliana,Glucose,Glucose [Tf-T0],0.272211111,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5931,AT0147,Dactylonectria_macrodidyma_MPI-CAGE-AT-0147,A_thaliana,Glucose,Glucose [Tf-T0],0.2784,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5942,AT0147,Dactylonectria_macrodidyma_MPI-CAGE-AT-0147,A_thaliana,Glucose,Glucose [Tf-T0],0.247477778,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
5952,F1,Verticillium_dahliae_MPI-CAGE-AT-0001,A_thaliana,Glucose,Glucose [Tf-T0],0.476488889,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
5962,F1,Verticillium_dahliae_MPI-CAGE-AT-0001,A_thaliana,Glucose,Glucose [Tf-T0],0.4652,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
5971,F1,Verticillium_dahliae_MPI-CAGE-AT-0001,A_thaliana,Glucose,Glucose [Tf-T0],0.502344444,Ascomycota,Sordariomycetes,Glomerellales,Ascomycota
5981,F129,Chaetomium_sp._MPI-SDFR-AT-0129,A_thaliana,Glucose,Glucose [Tf-T0],0.273444444,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
5991,F129,Chaetomium_sp._MPI-SDFR-AT-0129,A_thaliana,Glucose,Glucose [Tf-T0],0.343133333,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
6002,F129,Chaetomium_sp._MPI-SDFR-AT-0129,A_thaliana,Glucose,Glucose [Tf-T0],0.391155556,Ascomycota,Sordariomycetes,Sordariales,Ascomycota
6013,F201,Fusarium_venenatum_MPI-CAGE-CH-0201,A_thaliana,Glucose,Glucose [Tf-T0],0.471266667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6022,F201,Fusarium_venenatum_MPI-CAGE-CH-0201,A_thaliana,Glucose,Glucose [Tf-T0],0.414266667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6031,F201,Fusarium_venenatum_MPI-CAGE-CH-0201,A_thaliana,Glucose,Glucose [Tf-T0],0.487633333,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6041,F212,Fusarium_oxysporum_MPI-CAGE-CH-0212,A_thaliana,Glucose,Glucose [Tf-T0],0.4378,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6051,F212,Fusarium_oxysporum_MPI-CAGE-CH-0212,A_thaliana,Glucose,Glucose [Tf-T0],0.386388889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6062,F212,Fusarium_oxysporum_MPI-CAGE-CH-0212,A_thaliana,Glucose,Glucose [Tf-T0],0.441688889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6072,F44,Fusarium_tricinctum_MPI-SDFR-AT-0044,A_thaliana,Glucose,Glucose [Tf-T0],0.427088889,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6082,F44,Fusarium_tricinctum_MPI-SDFR-AT-0044,A_thaliana,Glucose,Glucose [Tf-T0],0.436766667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6091,F44,Fusarium_tricinctum_MPI-SDFR-AT-0044,A_thaliana,Glucose,Glucose [Tf-T0],0,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6101,F68,Fusarium_tricinctum_MPI-SDFR-AT-0068,A_thaliana,Glucose,Glucose [Tf-T0],0.488766667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6111,F68,Fusarium_tricinctum_MPI-SDFR-AT-0068,A_thaliana,Glucose,Glucose [Tf-T0],0.474711111,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6122,F68,Fusarium_tricinctum_MPI-SDFR-AT-0068,A_thaliana,Glucose,Glucose [Tf-T0],0.529044444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6132,F72,Fusarium_sp._MPI-SDFR-AT-0072,A_thaliana,Glucose,Glucose [Tf-T0],0.295544444,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6142,F72,Fusarium_sp._MPI-SDFR-AT-0072,A_thaliana,Glucose,Glucose [Tf-T0],0.2766,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6151,F72,Fusarium_sp._MPI-SDFR-AT-0072,A_thaliana,Glucose,Glucose [Tf-T0],0.314466667,Ascomycota,Sordariomycetes,Hypocreales,Ascomycota
6161,F7374,Truncatella_angustata_MPI-SDFR-AT-0073,A_thaliana,Glucose,Glucose [Tf-T0],0.385833333,Ascomycota,Sordariomycetes,Xylariales,Ascomycota
