	Expe	Plant	System	Bio_rep	Tech_Rep	Microbes	Treatment	Time	Element	Weight_length	Nb	Weight_length_Per_Plant
3162	Time_Points	Arabidopsis_thaliana	Agar	R2	10		3OMG	1 week	Roots	15.463	1	15.463
3163	Time_Points	Arabidopsis_thaliana	Agar	R2	11		3OMG	1 week	Roots	12.584	1	12.584
3164	Time_Points	Arabidopsis_thaliana	Agar	R2	12		3OMG	1 week	Roots	12.477	1	12.477
3165	Time_Points	Arabidopsis_thaliana	Agar	R2	1		Water	2 weeks	Shoots	35.159	1	35.159
3166	Time_Points	Arabidopsis_thaliana	Agar	R2	2		Water	2 weeks	Shoots	39.748	1	39.748
3167	Time_Points	Arabidopsis_thaliana	Agar	R2	3		Water	2 weeks	Shoots	41.368	1	41.368
3168	Time_Points	Arabidopsis_thaliana	Agar	R2	4		Water	2 weeks	Shoots	44.635	1	44.635
3169	Time_Points	Arabidopsis_thaliana	Agar	R2	5		Water	2 weeks	Shoots	41.144	1	41.144
3170	Time_Points	Arabidopsis_thaliana	Agar	R2	6		Water	2 weeks	Shoots	44.232	1	44.232
3171	Time_Points	Arabidopsis_thaliana	Agar	R2	7		Water	2 weeks	Shoots	43.107	1	43.107
3172	Time_Points	Arabidopsis_thaliana	Agar	R2	8		Water	2 weeks	Shoots	33.995	1	33.995
3173	Time_Points	Arabidopsis_thaliana	Agar	R2	9		Water	2 weeks	Shoots	47.892	1	47.892
3174	Time_Points	Arabidopsis_thaliana	Agar	R2	10		Water	2 weeks	Shoots	42.639	1	42.639
3175	Time_Points	Arabidopsis_thaliana	Agar	R2	11		Water	2 weeks	Shoots	35.895	1	35.895
3176	Time_Points	Arabidopsis_thaliana	Agar	R2	12		Water	2 weeks	Shoots	43.881	1	43.881
3177	Time_Points	Arabidopsis_thaliana	Agar	R2	1		Water	2 weeks	Shoots	39.917	1	39.917
3178	Time_Points	Arabidopsis_thaliana	Agar	R2	2		Water	2 weeks	Shoots	47.493	1	47.493
3179	Time_Points	Arabidopsis_thaliana	Agar	R2	3		Water	2 weeks	Shoots	42.83	1	42.83
3180	Time_Points	Arabidopsis_thaliana	Agar	R2	4		Water	2 weeks	Shoots	42.361	1	42.361
3181	Time_Points	Arabidopsis_thaliana	Agar	R2	5		Water	2 weeks	Shoots	43.722	1	43.722
3182	Time_Points	Arabidopsis_thaliana	Agar	R2	6		Water	2 weeks	Shoots	44.218	1	44.218
3183	Time_Points	Arabidopsis_thaliana	Agar	R2	7		Water	2 weeks	Shoots	35.032	1	35.032
3184	Time_Points	Arabidopsis_thaliana	Agar	R2	8		Water	2 weeks	Shoots	44.039	1	44.039
3185	Time_Points	Arabidopsis_thaliana	Agar	R2	9		Water	2 weeks	Shoots	40.778	1	40.778
3186	Time_Points	Arabidopsis_thaliana	Agar	R2	10		Water	2 weeks	Shoots	42.625	1	42.625
3187	Time_Points	Arabidopsis_thaliana	Agar	R2	11		Water	2 weeks	Shoots	16.504	1	16.504
3188	Time_Points	Arabidopsis_thaliana	Agar	R2	12		Water	2 weeks	Shoots	42.08	1	42.08
3189	Time_Points	Arabidopsis_thaliana	Agar	R2	1		3OMG	2 weeks	Shoots	36.399	1	36.399
3190	Time_Points	Arabidopsis_thaliana	Agar	R2	2		3OMG	2 weeks	Shoots	37.202	1	37.202
3191	Time_Points	Arabidopsis_thaliana	Agar	R2	3		3OMG	2 weeks	Shoots	37.455	1	37.455
3192	Time_Points	Arabidopsis_thaliana	Agar	R2	4		3OMG	2 weeks	Shoots	23.089	1	23.089
3193	Time_Points	Arabidopsis_thaliana	Agar	R2	5		3OMG	2 weeks	Shoots	10.322	1	10.322
3194	Time_Points	Arabidopsis_thaliana	Agar	R2	6		3OMG	2 weeks	Shoots	36.608	1	36.608
3195	Time_Points	Arabidopsis_thaliana	Agar	R2	7		3OMG	2 weeks	Shoots	40.055	1	40.055
3196	Time_Points	Arabidopsis_thaliana	Agar	R2	8		3OMG	2 weeks	Shoots	40.956	1	40.956
3197	Time_Points	Arabidopsis_thaliana	Agar	R2	9		3OMG	2 weeks	Shoots	36.74	1	36.74
3198	Time_Points	Arabidopsis_thaliana	Agar	R2	10		3OMG	2 weeks	Shoots	36.732	1	36.732
3199	Time_Points	Arabidopsis_thaliana	Agar	R2	11		3OMG	2 weeks	Shoots	34.195	1	34.195
3200	Time_Points	Arabidopsis_thaliana	Agar	R2	12		3OMG	2 weeks	Shoots	38.414	1	38.414
3201	Time_Points	Arabidopsis_thaliana	Agar	R2	1		3OMG	2 weeks	Shoots	36.09	1	36.09
3202	Time_Points	Arabidopsis_thaliana	Agar	R2	2		3OMG	2 weeks	Shoots	35.939	1	35.939
3203	Time_Points	Arabidopsis_thaliana	Agar	R2	3		3OMG	2 weeks	Shoots	37.595	1	37.595
3204	Time_Points	Arabidopsis_thaliana	Agar	R2	4		3OMG	2 weeks	Shoots	39.071	1	39.071
3205	Time_Points	Arabidopsis_thaliana	Agar	R2	5		3OMG	2 weeks	Shoots	36.115	1	36.115
3206	Time_Points	Arabidopsis_thaliana	Agar	R2	6		3OMG	2 weeks	Shoots	20.647	1	20.647
3207	Time_Points	Arabidopsis_thaliana	Agar	R2	7		3OMG	2 weeks	Shoots	33.522	1	33.522
3208	Time_Points	Arabidopsis_thaliana	Agar	R2	8		3OMG	2 weeks	Shoots	41.578	1	41.578
3209	Time_Points	Arabidopsis_thaliana	Agar	R2	9		3OMG	2 weeks	Shoots	35.894	1	35.894
3210	Time_Points	Arabidopsis_thaliana	Agar	R2	10		3OMG	2 weeks	Shoots	38.11	1	38.11
3211	Time_Points	Arabidopsis_thaliana	Agar	R2	11		3OMG	2 weeks	Shoots	31.006	1	31.006
3212	Time_Points	Arabidopsis_thaliana	Agar	R2	12		3OMG	2 weeks	Shoots	30.863	1	30.863
3261	Time_Points	Arabidopsis_thaliana	Agar	R1	1	MF	Water	2 weeks	Roots	16.7	1	16.7
3262	Time_Points	Arabidopsis_thaliana	Agar	R1	2	MF	Water	2 weeks	Roots	7.8	1	7.8
3263	Time_Points	Arabidopsis_thaliana	Agar	R1	3	MF	Water	2 weeks	Roots	16	1	16
3264	Time_Points	Arabidopsis_thaliana	Agar	R1	4	MF	Water	2 weeks	Roots	17.8	1	17.8
3265	Time_Points	Arabidopsis_thaliana	Agar	R1	5	MF	Water	2 weeks	Roots	8.3	1	8.3
3266	Time_Points	Arabidopsis_thaliana	Agar	R1	6	MF	Water	2 weeks	Roots	14.9	1	14.9
3267	Time_Points	Arabidopsis_thaliana	Agar	R1	7	MF	Water	2 weeks	Roots	15.4	1	15.4
3268	Time_Points	Arabidopsis_thaliana	Agar	R1	8	MF	Water	2 weeks	Roots	12	1	12
3269	Time_Points	Arabidopsis_thaliana	Agar	R1	9	MF	Water	2 weeks	Roots	15.3	1	15.3
3270	Time_Points	Arabidopsis_thaliana	Agar	R1	10	MF	Water	2 weeks	Roots	13.8	1	13.8
3271	Time_Points	Arabidopsis_thaliana	Agar	R1	11	MF	Water	2 weeks	Roots	13.4	1	13.4
3272	Time_Points	Arabidopsis_thaliana	Agar	R2	1	MF	Water	2 weeks	Roots	15	1	15
3273	Time_Points	Arabidopsis_thaliana	Agar	R2	2	MF	Water	2 weeks	Roots	2.5	1	2.5
3274	Time_Points	Arabidopsis_thaliana	Agar	R2	3	MF	Water	2 weeks	Roots	15.1	1	15.1
3275	Time_Points	Arabidopsis_thaliana	Agar	R2	4	MF	Water	2 weeks	Roots	13.9	1	13.9
3276	Time_Points	Arabidopsis_thaliana	Agar	R2	5	MF	Water	2 weeks	Roots	16	1	16
3277	Time_Points	Arabidopsis_thaliana	Agar	R2	6	MF	Water	2 weeks	Roots	5.1	1	5.1
3278	Time_Points	Arabidopsis_thaliana	Agar	R2	7	MF	Water	2 weeks	Roots	15.9	1	15.9
3279	Time_Points	Arabidopsis_thaliana	Agar	R2	8	MF	Water	2 weeks	Roots	13.3	1	13.3
3280	Time_Points	Arabidopsis_thaliana	Agar	R2	9	MF	Water	2 weeks	Roots	12.5	1	12.5
3281	Time_Points	Arabidopsis_thaliana	Agar	R2	10	MF	Water	2 weeks	Roots	16.2	1	16.2
3282	Time_Points	Arabidopsis_thaliana	Agar	R2	11	MF	Water	2 weeks	Roots	13.1	1	13.1
3283	Time_Points	Arabidopsis_thaliana	Agar	R1	1	MF	3OMG	2 weeks	Roots	13.4	1	13.4
3284	Time_Points	Arabidopsis_thaliana	Agar	R1	2	MF	3OMG	2 weeks	Roots	11.7	1	11.7
3285	Time_Points	Arabidopsis_thaliana	Agar	R1	3	MF	3OMG	2 weeks	Roots	14.8	1	14.8
3286	Time_Points	Arabidopsis_thaliana	Agar	R1	4	MF	3OMG	2 weeks	Roots	12.3	1	12.3
3287	Time_Points	Arabidopsis_thaliana	Agar	R1	5	MF	3OMG	2 weeks	Roots	16.3	1	16.3
3288	Time_Points	Arabidopsis_thaliana	Agar	R1	6	MF	3OMG	2 weeks	Roots	14.8	1	14.8
3289	Time_Points	Arabidopsis_thaliana	Agar	R1	7	MF	3OMG	2 weeks	Roots	12.4	1	12.4
3290	Time_Points	Arabidopsis_thaliana	Agar	R1	8	MF	3OMG	2 weeks	Roots	5.5	1	5.5
3291	Time_Points	Arabidopsis_thaliana	Agar	R1	9	MF	3OMG	2 weeks	Roots	13	1	13
3292	Time_Points	Arabidopsis_thaliana	Agar	R1	10	MF	3OMG	2 weeks	Roots	12.4	1	12.4
3293	Time_Points	Arabidopsis_thaliana	Agar	R1	11	MF	3OMG	2 weeks	Roots	16.1	1	16.1
3294	Time_Points	Arabidopsis_thaliana	Agar	R2	1	MF	3OMG	2 weeks	Roots	13	1	13
3295	Time_Points	Arabidopsis_thaliana	Agar	R2	2	MF	3OMG	2 weeks	Roots	6.6	1	6.6
3296	Time_Points	Arabidopsis_thaliana	Agar	R2	3	MF	3OMG	2 weeks	Roots	14.9	1	14.9
3297	Time_Points	Arabidopsis_thaliana	Agar	R2	4	MF	3OMG	2 weeks	Roots	14	1	14
3298	Time_Points	Arabidopsis_thaliana	Agar	R2	5	MF	3OMG	2 weeks	Roots	15.5	1	15.5
3299	Time_Points	Arabidopsis_thaliana	Agar	R2	6	MF	3OMG	2 weeks	Roots	10.8	1	10.8
3300	Time_Points	Arabidopsis_thaliana	Agar	R2	7	MF	3OMG	2 weeks	Roots	11	1	11
3301	Time_Points	Arabidopsis_thaliana	Agar	R2	8	MF	3OMG	2 weeks	Roots	11.7	1	11.7
3302	Time_Points	Arabidopsis_thaliana	Agar	R2	9	MF	3OMG	2 weeks	Roots	12.8	1	12.8
3303	Time_Points	Arabidopsis_thaliana	Agar	R2	10	MF	3OMG	2 weeks	Roots	14.8	1	14.8
3304	Time_Points	Arabidopsis_thaliana	Agar	R2	11	MF	3OMG	2 weeks	Roots	12.1	1	12.1
3305	Time_Points	Arabidopsis_thaliana	Agar	R2	12	MF	3OMG	2 weeks	Roots	12	1	12
3306	Time_Points	Arabidopsis_thaliana	Agar	R1	1	MF	3OMG	2 weeks	Roots	12.2	1	12.2
3307	Time_Points	Arabidopsis_thaliana	Agar	R1	2	MF	3OMG	2 weeks	Roots	13.1	1	13.1
3308	Time_Points	Arabidopsis_thaliana	Agar	R1	3	MF	3OMG	2 weeks	Roots	13.9	1	13.9
3309	Time_Points	Arabidopsis_thaliana	Agar	R1	4	MF	3OMG	2 weeks	Roots	12.8	1	12.8
3310	Time_Points	Arabidopsis_thaliana	Agar	R1	5	MF	3OMG	2 weeks	Roots	13.3	1	13.3
3311	Time_Points	Arabidopsis_thaliana	Agar	R1	6	MF	3OMG	2 weeks	Roots	8.2	1	8.2
3312	Time_Points	Arabidopsis_thaliana	Agar	R1	7	MF	3OMG	2 weeks	Roots	12.6	1	12.6
3313	Time_Points	Arabidopsis_thaliana	Agar	R1	8	MF	3OMG	2 weeks	Roots	12	1	12
3314	Time_Points	Arabidopsis_thaliana	Agar	R1	9	MF	3OMG	2 weeks	Roots	7.8	1	7.8
3315	Time_Points	Arabidopsis_thaliana	Agar	R1	10	MF	3OMG	2 weeks	Roots	11.8	1	11.8
3316	Time_Points	Arabidopsis_thaliana	Agar	R1	11	MF	3OMG	2 weeks	Roots	13.4	1	13.4
3317	Time_Points	Arabidopsis_thaliana	Agar	R1	12	MF	3OMG	2 weeks	Roots	12.6	1	12.6
3318	Time_Points	Arabidopsis_thaliana	Agar	R2	1	MF	3OMG	2 weeks	Roots	11.8	1	11.8
3319	Time_Points	Arabidopsis_thaliana	Agar	R2	2	MF	3OMG	2 weeks	Roots	14.1	1	14.1
3320	Time_Points	Arabidopsis_thaliana	Agar	R2	3	MF	3OMG	2 weeks	Roots	14.5	1	14.5
3321	Time_Points	Arabidopsis_thaliana	Agar	R2	4	MF	3OMG	2 weeks	Roots	12.3	1	12.3
3322	Time_Points	Arabidopsis_thaliana	Agar	R2	5	MF	3OMG	2 weeks	Roots	13.4	1	13.4
3323	Time_Points	Arabidopsis_thaliana	Agar	R2	6	MF	3OMG	2 weeks	Roots	11.7	1	11.7
3324	Time_Points	Arabidopsis_thaliana	Agar	R2	7	MF	3OMG	2 weeks	Roots	11.8	1	11.8
3325	Time_Points	Arabidopsis_thaliana	Agar	R2	8	MF	3OMG	2 weeks	Roots	12.8	1	12.8
3326	Time_Points	Arabidopsis_thaliana	Agar	R2	9	MF	3OMG	2 weeks	Roots	13.9	1	13.9
3327	Time_Points	Arabidopsis_thaliana	Agar	R2	10	MF	3OMG	2 weeks	Roots	11.6	1	11.6
3328	Time_Points	Arabidopsis_thaliana	Agar	R2	11	MF	3OMG	2 weeks	Roots	14	1	14
3213	Time_Points	Arabidopsis_thaliana	Agar	R2	1		Water	3 weeks	Roots	51.217	1	51.217
3214	Time_Points	Arabidopsis_thaliana	Agar	R2	2		Water	3 weeks	Roots	61.229	1	61.229
3215	Time_Points	Arabidopsis_thaliana	Agar	R2	3		Water	3 weeks	Roots	63.876	1	63.876
3216	Time_Points	Arabidopsis_thaliana	Agar	R2	4		Water	3 weeks	Roots	66.801	1	66.801
3217	Time_Points	Arabidopsis_thaliana	Agar	R2	5		Water	3 weeks	Roots	64.344	1	64.344
3218	Time_Points	Arabidopsis_thaliana	Agar	R2	6		Water	3 weeks	Roots	70.163	1	70.163
3219	Time_Points	Arabidopsis_thaliana	Agar	R2	7		Water	3 weeks	Roots	62.287	1	62.287
3220	Time_Points	Arabidopsis_thaliana	Agar	R2	8		Water	3 weeks	Roots	54.75	1	54.75
3221	Time_Points	Arabidopsis_thaliana	Agar	R2	9		Water	3 weeks	Roots	71.061	1	71.061
3222	Time_Points	Arabidopsis_thaliana	Agar	R2	10		Water	3 weeks	Roots	66.54	1	66.54
3223	Time_Points	Arabidopsis_thaliana	Agar	R2	11		Water	3 weeks	Roots	58.824	1	58.824
3224	Time_Points	Arabidopsis_thaliana	Agar	R2	12		Water	3 weeks	Roots	69.428	1	69.428
3225	Time_Points	Arabidopsis_thaliana	Agar	R2	1		Water	3 weeks	Roots	59.997	1	59.997
3226	Time_Points	Arabidopsis_thaliana	Agar	R2	2		Water	3 weeks	Roots	70.245	1	70.245
3227	Time_Points	Arabidopsis_thaliana	Agar	R2	3		Water	3 weeks	Roots	67.657	1	67.657
3228	Time_Points	Arabidopsis_thaliana	Agar	R2	4		Water	3 weeks	Roots	59.832	1	59.832
3229	Time_Points	Arabidopsis_thaliana	Agar	R2	5		Water	3 weeks	Roots	64.473	1	64.473
3230	Time_Points	Arabidopsis_thaliana	Agar	R2	6		Water	3 weeks	Roots	71.895	1	71.895
3231	Time_Points	Arabidopsis_thaliana	Agar	R2	7		Water	3 weeks	Roots	47.583	1	47.583
3232	Time_Points	Arabidopsis_thaliana	Agar	R2	8		Water	3 weeks	Roots	62.619	1	62.619
3233	Time_Points	Arabidopsis_thaliana	Agar	R2	9		Water	3 weeks	Roots	64.703	1	64.703
3234	Time_Points	Arabidopsis_thaliana	Agar	R2	10		Water	3 weeks	Roots	62.111	1	62.111
3235	Time_Points	Arabidopsis_thaliana	Agar	R2	11		Water	3 weeks	Roots	37.148	1	37.148
3236	Time_Points	Arabidopsis_thaliana	Agar	R2	12		Water	3 weeks	Roots	64.603	1	64.603
3237	Time_Points	Arabidopsis_thaliana	Agar	R2	1		3OMG	3 weeks	Roots	57.052	1	57.052
3238	Time_Points	Arabidopsis_thaliana	Agar	R2	2		3OMG	3 weeks	Roots	55.386	1	55.386
3239	Time_Points	Arabidopsis_thaliana	Agar	R2	3		3OMG	3 weeks	Roots	54.627	1	54.627
3240	Time_Points	Arabidopsis_thaliana	Agar	R2	4		3OMG	3 weeks	Roots	40.293	1	40.293
3241	Time_Points	Arabidopsis_thaliana	Agar	R2	5		3OMG	3 weeks	Roots	44.14	1	44.14
3242	Time_Points	Arabidopsis_thaliana	Agar	R2	6		3OMG	3 weeks	Roots	48.442	1	48.442
3243	Time_Points	Arabidopsis_thaliana	Agar	R2	7		3OMG	3 weeks	Roots	53.171	1	53.171
3244	Time_Points	Arabidopsis_thaliana	Agar	R2	8		3OMG	3 weeks	Roots	57.68	1	57.68
3245	Time_Points	Arabidopsis_thaliana	Agar	R2	9		3OMG	3 weeks	Roots	52.891	1	52.891
3246	Time_Points	Arabidopsis_thaliana	Agar	R2	10		3OMG	3 weeks	Roots	51.83	1	51.83
3247	Time_Points	Arabidopsis_thaliana	Agar	R2	11		3OMG	3 weeks	Roots	47.62	1	47.62
3248	Time_Points	Arabidopsis_thaliana	Agar	R2	12		3OMG	3 weeks	Roots	55.727	1	55.727
3249	Time_Points	Arabidopsis_thaliana	Agar	R2	1		3OMG	3 weeks	Roots	53.337	1	53.337
3250	Time_Points	Arabidopsis_thaliana	Agar	R2	2		3OMG	3 weeks	Roots	54.548	1	54.548
3251	Time_Points	Arabidopsis_thaliana	Agar	R2	3		3OMG	3 weeks	Roots	54.57	1	54.57
3252	Time_Points	Arabidopsis_thaliana	Agar	R2	4		3OMG	3 weeks	Roots	55.675	1	55.675
3253	Time_Points	Arabidopsis_thaliana	Agar	R2	5		3OMG	3 weeks	Roots	50.76	1	50.76
3254	Time_Points	Arabidopsis_thaliana	Agar	R2	6		3OMG	3 weeks	Roots	40.276	1	40.276
3255	Time_Points	Arabidopsis_thaliana	Agar	R2	7		3OMG	3 weeks	Roots	50.662	1	50.662
3256	Time_Points	Arabidopsis_thaliana	Agar	R2	8		3OMG	3 weeks	Roots	58.467	1	58.467
3257	Time_Points	Arabidopsis_thaliana	Agar	R2	9		3OMG	3 weeks	Roots	54.363	1	54.363
3258	Time_Points	Arabidopsis_thaliana	Agar	R2	10		3OMG	3 weeks	Roots	57.121	1	57.121
3259	Time_Points	Arabidopsis_thaliana	Agar	R2	11		3OMG	3 weeks	Roots	46	1	46
3260	Time_Points	Arabidopsis_thaliana	Agar	R2	12		3OMG	3 weeks	Roots	49.388	1	49.388
3069	Time_Points	Arabidopsis_thaliana	Agar	R2	1		Water	72h	Roots	1.921	1	1.921
3070	Time_Points	Arabidopsis_thaliana	Agar	R2	2		Water	72h	Roots	2.185	1	2.185
3071	Time_Points	Arabidopsis_thaliana	Agar	R2	3		Water	72h	Roots	2.258	1	2.258
3072	Time_Points	Arabidopsis_thaliana	Agar	R2	4		Water	72h	Roots	2.676	1	2.676
3073	Time_Points	Arabidopsis_thaliana	Agar	R2	5		Water	72h	Roots	2.286	1	2.286
3074	Time_Points	Arabidopsis_thaliana	Agar	R2	6		Water	72h	Roots	2.285	1	2.285
3075	Time_Points	Arabidopsis_thaliana	Agar	R2	7		Water	72h	Roots	2.256	1	2.256
3076	Time_Points	Arabidopsis_thaliana	Agar	R2	8		Water	72h	Roots	1.478	1	1.478
3077	Time_Points	Arabidopsis_thaliana	Agar	R2	9		Water	72h	Roots	2.896	1	2.896
3078	Time_Points	Arabidopsis_thaliana	Agar	R2	10		Water	72h	Roots	2.156	1	2.156
3079	Time_Points	Arabidopsis_thaliana	Agar	R2	11		Water	72h	Roots	2.238	1	2.238
3080	Time_Points	Arabidopsis_thaliana	Agar	R2	12		Water	72h	Roots	2.913	1	2.913
3081	Time_Points	Arabidopsis_thaliana	Agar	R2	1		Water	72h	Roots	2.297	1	2.297
3082	Time_Points	Arabidopsis_thaliana	Agar	R2	2		Water	72h	Roots	2.45	1	2.45
3083	Time_Points	Arabidopsis_thaliana	Agar	R2	3		Water	72h	Roots	2.224	1	2.224
3084	Time_Points	Arabidopsis_thaliana	Agar	R2	4		Water	72h	Roots	2.262	1	2.262
3085	Time_Points	Arabidopsis_thaliana	Agar	R2	5		Water	72h	Roots	2.44	1	2.44
3086	Time_Points	Arabidopsis_thaliana	Agar	R2	6		Water	72h	Roots	2.473	1	2.473
3087	Time_Points	Arabidopsis_thaliana	Agar	R2	7		Water	72h	Roots	2.353	1	2.353
3088	Time_Points	Arabidopsis_thaliana	Agar	R2	8		Water	72h	Roots	2.252	1	2.252
3089	Time_Points	Arabidopsis_thaliana	Agar	R2	9		Water	72h	Roots	1.841	1	1.841
3090	Time_Points	Arabidopsis_thaliana	Agar	R2	10		Water	72h	Roots	2.741	1	2.741
3091	Time_Points	Arabidopsis_thaliana	Agar	R2	11		Water	72h	Roots	2.491	1	2.491
3092	Time_Points	Arabidopsis_thaliana	Agar	R2	12		Water	72h	Roots	2.19	1	2.19
3093	Time_Points	Arabidopsis_thaliana	Agar	R2	1		3OMG	72h	Roots	2.273	1	2.273
3094	Time_Points	Arabidopsis_thaliana	Agar	R2	2		3OMG	72h	Roots	2.194	1	2.194
3095	Time_Points	Arabidopsis_thaliana	Agar	R2	3		3OMG	72h	Roots	2.382	1	2.382
3096	Time_Points	Arabidopsis_thaliana	Agar	R2	4		3OMG	72h	Roots	2.315	1	2.315
3097	Time_Points	Arabidopsis_thaliana	Agar	R2	5		3OMG	72h	Roots	0.882	1	0.882
3098	Time_Points	Arabidopsis_thaliana	Agar	R2	6		3OMG	72h	Roots	2.62	1	2.62
3099	Time_Points	Arabidopsis_thaliana	Agar	R2	7		3OMG	72h	Roots	2.597	1	2.597
3100	Time_Points	Arabidopsis_thaliana	Agar	R2	8		3OMG	72h	Roots	2.72	1	2.72
3101	Time_Points	Arabidopsis_thaliana	Agar	R2	9		3OMG	72h	Roots	2.239	1	2.239
3102	Time_Points	Arabidopsis_thaliana	Agar	R2	10		3OMG	72h	Roots	2.299	1	2.299
3103	Time_Points	Arabidopsis_thaliana	Agar	R2	11		3OMG	72h	Roots	2.631	1	2.631
3104	Time_Points	Arabidopsis_thaliana	Agar	R2	12		3OMG	72h	Roots	1.787	1	1.787
3105	Time_Points	Arabidopsis_thaliana	Agar	R2	1		3OMG	72h	Roots	2.056	1	2.056
3106	Time_Points	Arabidopsis_thaliana	Agar	R2	2		3OMG	72h	Roots	2.501	1	2.501
3107	Time_Points	Arabidopsis_thaliana	Agar	R2	3		3OMG	72h	Roots	1.697	1	1.697
3108	Time_Points	Arabidopsis_thaliana	Agar	R2	4		3OMG	72h	Roots	2.8	1	2.8
3109	Time_Points	Arabidopsis_thaliana	Agar	R2	5		3OMG	72h	Roots	1.765	1	1.765
3110	Time_Points	Arabidopsis_thaliana	Agar	R2	6		3OMG	72h	Roots	2.214	1	2.214
3111	Time_Points	Arabidopsis_thaliana	Agar	R2	7		3OMG	72h	Roots	1.989	1	1.989
3112	Time_Points	Arabidopsis_thaliana	Agar	R2	8		3OMG	72h	Roots	2.305	1	2.305
3113	Time_Points	Arabidopsis_thaliana	Agar	R2	9		3OMG	72h	Roots	2.033	1	2.033
3114	Time_Points	Arabidopsis_thaliana	Agar	R2	10		3OMG	72h	Roots	2.046	1	2.046
3115	Time_Points	Arabidopsis_thaliana	Agar	R2	11		3OMG	72h	Roots	2.255	1	2.255
3116	Time_Points	Arabidopsis_thaliana	Agar	R2	12		3OMG	72h	Roots	1.889	1	1.889
1745	Transcriptome	Arabidopsis_thaliana	Agar	R1	13	MF	3OMG	1 week	Roots	6.102	1	6.102
1746	Transcriptome	Arabidopsis_thaliana	Agar	R1	34	MF	3OMG	1 week	Roots	6.394	1	6.394
1747	Transcriptome	Arabidopsis_thaliana	Agar	R1	28	MF	3OMG	1 week	Roots	6.679	1	6.679
1748	Transcriptome	Arabidopsis_thaliana	Agar	R1	38	MF	3OMG	1 week	Roots	6.884	1	6.884
1749	Transcriptome	Arabidopsis_thaliana	Agar	R1	11	MF	3OMG	1 week	Roots	7.005	1	7.005
1750	Transcriptome	Arabidopsis_thaliana	Agar	R1	17	MF	3OMG	1 week	Roots	7.005	1	7.005
1751	Transcriptome	Arabidopsis_thaliana	Agar	R1	59	MF	3OMG	1 week	Roots	7.053	1	7.053
1752	Transcriptome	Arabidopsis_thaliana	Agar	R1	37	MF	3OMG	1 week	Roots	7.073	1	7.073
1753	Transcriptome	Arabidopsis_thaliana	Agar	R1	36	MF	3OMG	1 week	Roots	7.145	1	7.145
1754	Transcriptome	Arabidopsis_thaliana	Agar	R1	48	MF	3OMG	1 week	Roots	7.192	1	7.192
1755	Transcriptome	Arabidopsis_thaliana	Agar	R1	50	MF	3OMG	1 week	Roots	7.192	1	7.192
1756	Transcriptome	Arabidopsis_thaliana	Agar	R1	29	MF	3OMG	1 week	Roots	7.23	1	7.23
1757	Transcriptome	Arabidopsis_thaliana	Agar	R1	32	MF	3OMG	1 week	Roots	7.303	1	7.303
1758	Transcriptome	Arabidopsis_thaliana	Agar	R1	15	MF	3OMG	1 week	Roots	7.343	1	7.343
1759	Transcriptome	Arabidopsis_thaliana	Agar	R1	19	MF	3OMG	1 week	Roots	7.346	1	7.346
1760	Transcriptome	Arabidopsis_thaliana	Agar	R1	33	MF	3OMG	1 week	Roots	7.389	1	7.389
1761	Transcriptome	Arabidopsis_thaliana	Agar	R1	89	MF	3OMG	1 week	Roots	7.389	1	7.389
1762	Transcriptome	Arabidopsis_thaliana	Agar	R1	84	MF	3OMG	1 week	Roots	7.392	1	7.392
1763	Transcriptome	Arabidopsis_thaliana	Agar	R1	13	MF	3OMG	1 week	Roots	7.477	1	7.477
1764	Transcriptome	Arabidopsis_thaliana	Agar	R1	90	MF	3OMG	1 week	Roots	7.487	1	7.487
1765	Transcriptome	Arabidopsis_thaliana	Agar	R1	46	MF	3OMG	1 week	Roots	7.497	1	7.497
1766	Transcriptome	Arabidopsis_thaliana	Agar	R1	17	MF	3OMG	1 week	Roots	7.565	1	7.565
1767	Transcriptome	Arabidopsis_thaliana	Agar	R1	61	MF	3OMG	1 week	Roots	7.573	1	7.573
1768	Transcriptome	Arabidopsis_thaliana	Agar	R1	25	MF	3OMG	1 week	Roots	7.623	1	7.623
1769	Transcriptome	Arabidopsis_thaliana	Agar	R1	49	MF	3OMG	1 week	Roots	7.623	1	7.623
1770	Transcriptome	Arabidopsis_thaliana	Agar	R1	36	MF	3OMG	1 week	Roots	7.674	1	7.674
1771	Transcriptome	Arabidopsis_thaliana	Agar	R1	31	MF	3OMG	1 week	Roots	7.677	1	7.677
1772	Transcriptome	Arabidopsis_thaliana	Agar	R1	45	MF	3OMG	1 week	Roots	7.677	1	7.677
1773	Transcriptome	Arabidopsis_thaliana	Agar	R1	60	MF	3OMG	1 week	Roots	7.794	1	7.794
1774	Transcriptome	Arabidopsis_thaliana	Agar	R1	74	MF	3OMG	1 week	Roots	7.843	1	7.843
1775	Transcriptome	Arabidopsis_thaliana	Agar	R1	12	MF	3OMG	1 week	Roots	7.865	1	7.865
1776	Transcriptome	Arabidopsis_thaliana	Agar	R1	26	MF	3OMG	1 week	Roots	7.885	1	7.885
1777	Transcriptome	Arabidopsis_thaliana	Agar	R1	9	MF	3OMG	1 week	Roots	7.934	1	7.934
1778	Transcriptome	Arabidopsis_thaliana	Agar	R1	55	MF	3OMG	1 week	Roots	7.94	1	7.94
