	Expe	Plant	System	Bio_rep	Tech_Rep	Microbes	Treatment	Time	Element	Weight_length	Nb	Weight_length_Per_Plant
1779	Transcriptome	Arabidopsis_thaliana	Agar	R1	4	MF	3OMG	1 week	Roots	7.961	1	7.961
1780	Transcriptome	Arabidopsis_thaliana	Agar	R1	43	MF	3OMG	1 week	Roots	8.005	1	8.005
1781	Transcriptome	Arabidopsis_thaliana	Agar	R1	75	MF	3OMG	1 week	Roots	8.005	1	8.005
1782	Transcriptome	Arabidopsis_thaliana	Agar	R1	26	MF	3OMG	1 week	Roots	8.014	1	8.014
1783	Transcriptome	Arabidopsis_thaliana	Agar	R1	61	MF	3OMG	1 week	Roots	8.104	1	8.104
1784	Transcriptome	Arabidopsis_thaliana	Agar	R1	6	MF	3OMG	1 week	Roots	8.114	1	8.114
1785	Transcriptome	Arabidopsis_thaliana	Agar	R1	80	MF	3OMG	1 week	Roots	8.152	1	8.152
1786	Transcriptome	Arabidopsis_thaliana	Agar	R1	82	MF	3OMG	1 week	Roots	8.155	1	8.155
1787	Transcriptome	Arabidopsis_thaliana	Agar	R1	12	MF	3OMG	1 week	Roots	8.182	1	8.182
1788	Transcriptome	Arabidopsis_thaliana	Agar	R1	50	MF	3OMG	1 week	Roots	8.193	1	8.193
1789	Transcriptome	Arabidopsis_thaliana	Agar	R1	81	MF	3OMG	1 week	Roots	8.214	1	8.214
1790	Transcriptome	Arabidopsis_thaliana	Agar	R1	87	MF	3OMG	1 week	Roots	8.325	1	8.325
1791	Transcriptome	Arabidopsis_thaliana	Agar	R1	89	MF	3OMG	1 week	Roots	8.342	1	8.342
1792	Transcriptome	Arabidopsis_thaliana	Agar	R1	83	MF	3OMG	1 week	Roots	8.343	1	8.343
1793	Transcriptome	Arabidopsis_thaliana	Agar	R1	63	MF	3OMG	1 week	Roots	8.377	1	8.377
1794	Transcriptome	Arabidopsis_thaliana	Agar	R1	8	MF	3OMG	1 week	Roots	8.477	1	8.477
1795	Transcriptome	Arabidopsis_thaliana	Agar	R1	24	MF	3OMG	1 week	Roots	8.477	1	8.477
1796	Transcriptome	Arabidopsis_thaliana	Agar	R1	52	MF	3OMG	1 week	Roots	8.477	1	8.477
1797	Transcriptome	Arabidopsis_thaliana	Agar	R1	40	MF	3OMG	1 week	Roots	8.477	1	8.477
1798	Transcriptome	Arabidopsis_thaliana	Agar	R1	5	MF	3OMG	1 week	Roots	8.477	1	8.477
1799	Transcriptome	Arabidopsis_thaliana	Agar	R1	69	MF	3OMG	1 week	Roots	8.477	1	8.477
1800	Transcriptome	Arabidopsis_thaliana	Agar	R1	77	MF	3OMG	1 week	Roots	8.477	1	8.477
1801	Transcriptome	Arabidopsis_thaliana	Agar	R1	43	MF	3OMG	1 week	Roots	8.479	1	8.479
1802	Transcriptome	Arabidopsis_thaliana	Agar	R1	74	MF	3OMG	1 week	Roots	8.479	1	8.479
1803	Transcriptome	Arabidopsis_thaliana	Agar	R1	3	MF	3OMG	1 week	Roots	8.479	1	8.479
1804	Transcriptome	Arabidopsis_thaliana	Agar	R1	98	MF	3OMG	1 week	Roots	8.491	1	8.491
1805	Transcriptome	Arabidopsis_thaliana	Agar	R1	88	MF	3OMG	1 week	Roots	8.51	1	8.51
1806	Transcriptome	Arabidopsis_thaliana	Agar	R1	54	MF	3OMG	1 week	Roots	8.522	1	8.522
1807	Transcriptome	Arabidopsis_thaliana	Agar	R1	39	MF	3OMG	1 week	Roots	8.563	1	8.563
1808	Transcriptome	Arabidopsis_thaliana	Agar	R1	14	MF	3OMG	1 week	Roots	8.578	1	8.578
1809	Transcriptome	Arabidopsis_thaliana	Agar	R1	48	MF	3OMG	1 week	Roots	8.579	1	8.579
1810	Transcriptome	Arabidopsis_thaliana	Agar	R1	7	MF	3OMG	1 week	Roots	8.59	1	8.59
1811	Transcriptome	Arabidopsis_thaliana	Agar	R1	95	MF	3OMG	1 week	Roots	8.598	1	8.598
1812	Transcriptome	Arabidopsis_thaliana	Agar	R1	65	MF	3OMG	1 week	Roots	8.62	1	8.62
1813	Transcriptome	Arabidopsis_thaliana	Agar	R1	9	MF	3OMG	1 week	Roots	8.643	1	8.643
1814	Transcriptome	Arabidopsis_thaliana	Agar	R1	35	MF	3OMG	1 week	Roots	8.654	1	8.654
1815	Transcriptome	Arabidopsis_thaliana	Agar	R1	58	MF	3OMG	1 week	Roots	8.675	1	8.675
1816	Transcriptome	Arabidopsis_thaliana	Agar	R1	11	MF	3OMG	1 week	Roots	8.677	1	8.677
1817	Transcriptome	Arabidopsis_thaliana	Agar	R1	6	MF	3OMG	1 week	Roots	8.704	1	8.704
1818	Transcriptome	Arabidopsis_thaliana	Agar	R1	4	MF	3OMG	1 week	Roots	8.719	1	8.719
1819	Transcriptome	Arabidopsis_thaliana	Agar	R1	14	MF	3OMG	1 week	Roots	8.73	1	8.73
1820	Transcriptome	Arabidopsis_thaliana	Agar	R1	32	MF	3OMG	1 week	Roots	8.73	1	8.73
1821	Transcriptome	Arabidopsis_thaliana	Agar	R1	22	MF	3OMG	1 week	Roots	8.756	1	8.756
1822	Transcriptome	Arabidopsis_thaliana	Agar	R1	99	MF	3OMG	1 week	Roots	8.768	1	8.768
1823	Transcriptome	Arabidopsis_thaliana	Agar	R1	27	MF	3OMG	1 week	Roots	8.769	1	8.769
1824	Transcriptome	Arabidopsis_thaliana	Agar	R1	51	MF	3OMG	1 week	Roots	8.802	1	8.802
1825	Transcriptome	Arabidopsis_thaliana	Agar	R1	75	MF	3OMG	1 week	Roots	8.802	1	8.802
1826	Transcriptome	Arabidopsis_thaliana	Agar	R1	2	MF	3OMG	1 week	Roots	8.802	1	8.802
1827	Transcriptome	Arabidopsis_thaliana	Agar	R1	37	MF	3OMG	1 week	Roots	8.802	1	8.802
1828	Transcriptome	Arabidopsis_thaliana	Agar	R1	60	MF	3OMG	1 week	Roots	8.802	1	8.802
1829	Transcriptome	Arabidopsis_thaliana	Agar	R1	73	MF	3OMG	1 week	Roots	8.802	1	8.802
1830	Transcriptome	Arabidopsis_thaliana	Agar	R1	38	MF	3OMG	1 week	Roots	8.809	1	8.809
1831	Transcriptome	Arabidopsis_thaliana	Agar	R1	33	MF	3OMG	1 week	Roots	8.827	1	8.827
1832	Transcriptome	Arabidopsis_thaliana	Agar	R1	76	MF	3OMG	1 week	Roots	8.832	1	8.832
1833	Transcriptome	Arabidopsis_thaliana	Agar	R1	82	MF	3OMG	1 week	Roots	8.848	1	8.848
1834	Transcriptome	Arabidopsis_thaliana	Agar	R1	82	MF	3OMG	1 week	Roots	8.85	1	8.85
1835	Transcriptome	Arabidopsis_thaliana	Agar	R1	85	MF	3OMG	1 week	Roots	8.859	1	8.859
1836	Transcriptome	Arabidopsis_thaliana	Agar	R1	27	MF	3OMG	1 week	Roots	8.869	1	8.869
1837	Transcriptome	Arabidopsis_thaliana	Agar	R1	74	MF	3OMG	1 week	Roots	8.873	1	8.873
1838	Transcriptome	Arabidopsis_thaliana	Agar	R1	96	MF	3OMG	1 week	Roots	8.873	1	8.873
1839	Transcriptome	Arabidopsis_thaliana	Agar	R1	63	MF	3OMG	1 week	Roots	8.884	1	8.884
1840	Transcriptome	Arabidopsis_thaliana	Agar	R1	56	MF	3OMG	1 week	Roots	8.905	1	8.905
1841	Transcriptome	Arabidopsis_thaliana	Agar	R1	79	MF	3OMG	1 week	Roots	8.914	1	8.914
1842	Transcriptome	Arabidopsis_thaliana	Agar	R1	76	MF	3OMG	1 week	Roots	8.916	1	8.916
1843	Transcriptome	Arabidopsis_thaliana	Agar	R1	18	MF	3OMG	1 week	Roots	8.94	1	8.94
1844	Transcriptome	Arabidopsis_thaliana	Agar	R1	64	MF	3OMG	1 week	Roots	8.949	1	8.949
1845	Transcriptome	Arabidopsis_thaliana	Agar	R1	93	MF	3OMG	1 week	Roots	8.966	1	8.966
1846	Transcriptome	Arabidopsis_thaliana	Agar	R1	87	MF	3OMG	1 week	Roots	9.009	1	9.009
1847	Transcriptome	Arabidopsis_thaliana	Agar	R1	6	MF	3OMG	1 week	Roots	9.014	1	9.014
1848	Transcriptome	Arabidopsis_thaliana	Agar	R1	57	MF	3OMG	1 week	Roots	9.017	1	9.017
1849	Transcriptome	Arabidopsis_thaliana	Agar	R1	47	MF	3OMG	1 week	Roots	9.027	1	9.027
1850	Transcriptome	Arabidopsis_thaliana	Agar	R1	66	MF	3OMG	1 week	Roots	9.034	1	9.034
1851	Transcriptome	Arabidopsis_thaliana	Agar	R1	66	MF	3OMG	1 week	Roots	9.057	1	9.057
1852	Transcriptome	Arabidopsis_thaliana	Agar	R1	58	MF	3OMG	1 week	Roots	9.07	1	9.07
1853	Transcriptome	Arabidopsis_thaliana	Agar	R1	68	MF	3OMG	1 week	Roots	9.082	1	9.082
1854	Transcriptome	Arabidopsis_thaliana	Agar	R1	4	MF	3OMG	1 week	Roots	9.1	1	9.1
1855	Transcriptome	Arabidopsis_thaliana	Agar	R1	85	MF	3OMG	1 week	Roots	9.112	1	9.112
1856	Transcriptome	Arabidopsis_thaliana	Agar	R1	7	MF	3OMG	1 week	Roots	9.115	1	9.115
1857	Transcriptome	Arabidopsis_thaliana	Agar	R1	62	MF	3OMG	1 week	Roots	9.12	1	9.12
1858	Transcriptome	Arabidopsis_thaliana	Agar	R1	52	MF	3OMG	1 week	Roots	9.122	1	9.122
1859	Transcriptome	Arabidopsis_thaliana	Agar	R1	42	MF	3OMG	1 week	Roots	9.122	1	9.122
1860	Transcriptome	Arabidopsis_thaliana	Agar	R1	17	MF	3OMG	1 week	Roots	9.139	1	9.139
1861	Transcriptome	Arabidopsis_thaliana	Agar	R1	22	MF	3OMG	1 week	Roots	9.17	1	9.17
1862	Transcriptome	Arabidopsis_thaliana	Agar	R1	40	MF	3OMG	1 week	Roots	9.195	1	9.195
1863	Transcriptome	Arabidopsis_thaliana	Agar	R1	95	MF	3OMG	1 week	Roots	9.198	1	9.198
1864	Transcriptome	Arabidopsis_thaliana	Agar	R1	83	MF	3OMG	1 week	Roots	9.199	1	9.199
1865	Transcriptome	Arabidopsis_thaliana	Agar	R1	62	MF	3OMG	1 week	Roots	9.265	1	9.265
1866	Transcriptome	Arabidopsis_thaliana	Agar	R1	44	MF	3OMG	1 week	Roots	9.28	1	9.28
1867	Transcriptome	Arabidopsis_thaliana	Agar	R1	88	MF	3OMG	1 week	Roots	9.288	1	9.288
1868	Transcriptome	Arabidopsis_thaliana	Agar	R1	12	MF	3OMG	1 week	Roots	9.294	1	9.294
1869	Transcriptome	Arabidopsis_thaliana	Agar	R1	86	MF	3OMG	1 week	Roots	9.307	1	9.307
1870	Transcriptome	Arabidopsis_thaliana	Agar	R1	21	MF	3OMG	1 week	Roots	9.312	1	9.312
1871	Transcriptome	Arabidopsis_thaliana	Agar	R1	62	MF	3OMG	1 week	Roots	9.334	1	9.334
1872	Transcriptome	Arabidopsis_thaliana	Agar	R1	54	MF	3OMG	1 week	Roots	9.334	1	9.334
1873	Transcriptome	Arabidopsis_thaliana	Agar	R1	8	MF	3OMG	1 week	Roots	9.34	1	9.34
1874	Transcriptome	Arabidopsis_thaliana	Agar	R1	68	MF	3OMG	1 week	Roots	9.348	1	9.348
1875	Transcriptome	Arabidopsis_thaliana	Agar	R1	33	MF	3OMG	1 week	Roots	9.367	1	9.367
1876	Transcriptome	Arabidopsis_thaliana	Agar	R1	48	MF	3OMG	1 week	Roots	9.376	1	9.376
1877	Transcriptome	Arabidopsis_thaliana	Agar	R1	30	MF	3OMG	1 week	Roots	9.376	1	9.376
1878	Transcriptome	Arabidopsis_thaliana	Agar	R1	73	MF	3OMG	1 week	Roots	9.377	1	9.377
1879	Transcriptome	Arabidopsis_thaliana	Agar	R1	23	MF	3OMG	1 week	Roots	9.392	1	9.392
1880	Transcriptome	Arabidopsis_thaliana	Agar	R1	92	MF	3OMG	1 week	Roots	9.398	1	9.398
1881	Transcriptome	Arabidopsis_thaliana	Agar	R1	90	MF	3OMG	1 week	Roots	9.407	1	9.407
1882	Transcriptome	Arabidopsis_thaliana	Agar	R1	98	MF	3OMG	1 week	Roots	9.413	1	9.413
1883	Transcriptome	Arabidopsis_thaliana	Agar	R1	77	MF	3OMG	1 week	Roots	9.469	1	9.469
1884	Transcriptome	Arabidopsis_thaliana	Agar	R1	51	MF	3OMG	1 week	Roots	9.495	1	9.495
1885	Transcriptome	Arabidopsis_thaliana	Agar	R1	99	MF	3OMG	1 week	Roots	9.501	1	9.501
1886	Transcriptome	Arabidopsis_thaliana	Agar	R1	78	MF	3OMG	1 week	Roots	9.505	1	9.505
1887	Transcriptome	Arabidopsis_thaliana	Agar	R1	47	MF	3OMG	1 week	Roots	9.505	1	9.505
1888	Transcriptome	Arabidopsis_thaliana	Agar	R1	84	MF	3OMG	1 week	Roots	9.508	1	9.508
1889	Transcriptome	Arabidopsis_thaliana	Agar	R1	51	MF	3OMG	1 week	Roots	9.509	1	9.509
1890	Transcriptome	Arabidopsis_thaliana	Agar	R1	18	MF	3OMG	1 week	Roots	9.516	1	9.516
1891	Transcriptome	Arabidopsis_thaliana	Agar	R1	43	MF	3OMG	1 week	Roots	9.517	1	9.517
1892	Transcriptome	Arabidopsis_thaliana	Agar	R1	34	MF	3OMG	1 week	Roots	9.518	1	9.518
1893	Transcriptome	Arabidopsis_thaliana	Agar	R1	95	MF	3OMG	1 week	Roots	9.554	1	9.554
1894	Transcriptome	Arabidopsis_thaliana	Agar	R1	92	MF	3OMG	1 week	Roots	9.561	1	9.561
1895	Transcriptome	Arabidopsis_thaliana	Agar	R1	80	MF	3OMG	1 week	Roots	9.589	1	9.589
1896	Transcriptome	Arabidopsis_thaliana	Agar	R1	62	MF	3OMG	1 week	Roots	9.594	1	9.594
1897	Transcriptome	Arabidopsis_thaliana	Agar	R1	17	MF	3OMG	1 week	Roots	9.601	1	9.601
1898	Transcriptome	Arabidopsis_thaliana	Agar	R1	58	MF	3OMG	1 week	Roots	9.61	1	9.61
1899	Transcriptome	Arabidopsis_thaliana	Agar	R1	22	MF	3OMG	1 week	Roots	9.612	1	9.612
1900	Transcriptome	Arabidopsis_thaliana	Agar	R1	35	MF	3OMG	1 week	Roots	9.616	1	9.616
1901	Transcriptome	Arabidopsis_thaliana	Agar	R1	41	MF	3OMG	1 week	Roots	9.624	1	9.624
1902	Transcriptome	Arabidopsis_thaliana	Agar	R1	84	MF	3OMG	1 week	Roots	9.625	1	9.625
1903	Transcriptome	Arabidopsis_thaliana	Agar	R1	67	MF	3OMG	1 week	Roots	9.632	1	9.632
1904	Transcriptome	Arabidopsis_thaliana	Agar	R1	71	MF	3OMG	1 week	Roots	9.641	1	9.641
1905	Transcriptome	Arabidopsis_thaliana	Agar	R1	86	MF	3OMG	1 week	Roots	9.649	1	9.649
1906	Transcriptome	Arabidopsis_thaliana	Agar	R1	69	MF	3OMG	1 week	Roots	9.661	1	9.661
1907	Transcriptome	Arabidopsis_thaliana	Agar	R1	49	MF	3OMG	1 week	Roots	9.678	1	9.678
1908	Transcriptome	Arabidopsis_thaliana	Agar	R1	59	MF	3OMG	1 week	Roots	9.688	1	9.688
1909	Transcriptome	Arabidopsis_thaliana	Agar	R1	13	MF	3OMG	1 week	Roots	9.689	1	9.689
1910	Transcriptome	Arabidopsis_thaliana	Agar	R1	31	MF	3OMG	1 week	Roots	9.695	1	9.695
1911	Transcriptome	Arabidopsis_thaliana	Agar	R1	65	MF	3OMG	1 week	Roots	9.696	1	9.696
1912	Transcriptome	Arabidopsis_thaliana	Agar	R1	69	MF	3OMG	1 week	Roots	9.7	1	9.7
1913	Transcriptome	Arabidopsis_thaliana	Agar	R1	8	MF	3OMG	1 week	Roots	9.7	1	9.7
1914	Transcriptome	Arabidopsis_thaliana	Agar	R1	96	MF	3OMG	1 week	Roots	9.7	1	9.7
1915	Transcriptome	Arabidopsis_thaliana	Agar	R1	37	MF	3OMG	1 week	Roots	9.7	1	9.7
1916	Transcriptome	Arabidopsis_thaliana	Agar	R1	74	MF	3OMG	1 week	Roots	9.7	1	9.7
1917	Transcriptome	Arabidopsis_thaliana	Agar	R1	41	MF	3OMG	1 week	Roots	9.723	1	9.723
1918	Transcriptome	Arabidopsis_thaliana	Agar	R1	34	MF	3OMG	1 week	Roots	9.727	1	9.727
1919	Transcriptome	Arabidopsis_thaliana	Agar	R1	45	MF	3OMG	1 week	Roots	9.727	1	9.727
1920	Transcriptome	Arabidopsis_thaliana	Agar	R1	3	MF	3OMG	1 week	Roots	9.729	1	9.729
1921	Transcriptome	Arabidopsis_thaliana	Agar	R1	60	MF	3OMG	1 week	Roots	9.745	1	9.745
1922	Transcriptome	Arabidopsis_thaliana	Agar	R1	70	MF	3OMG	1 week	Roots	9.759	1	9.759
1923	Transcriptome	Arabidopsis_thaliana	Agar	R1	20	MF	3OMG	1 week	Roots	9.764	1	9.764
1924	Transcriptome	Arabidopsis_thaliana	Agar	R1	73	MF	3OMG	1 week	Roots	9.78	1	9.78
1925	Transcriptome	Arabidopsis_thaliana	Agar	R1	46	MF	3OMG	1 week	Roots	9.8	1	9.8
1926	Transcriptome	Arabidopsis_thaliana	Agar	R1	90	MF	3OMG	1 week	Roots	9.8	1	9.8
1927	Transcriptome	Arabidopsis_thaliana	Agar	R1	77	MF	3OMG	1 week	Roots	9.819	1	9.819
1928	Transcriptome	Arabidopsis_thaliana	Agar	R1	55	MF	3OMG	1 week	Roots	9.83	1	9.83
1929	Transcriptome	Arabidopsis_thaliana	Agar	R1	87	MF	3OMG	1 week	Roots	9.833	1	9.833
1930	Transcriptome	Arabidopsis_thaliana	Agar	R1	20	MF	3OMG	1 week	Roots	9.834	1	9.834
1931	Transcriptome	Arabidopsis_thaliana	Agar	R1	10	MF	3OMG	1 week	Roots	9.839	1	9.839
1932	Transcriptome	Arabidopsis_thaliana	Agar	R1	100	MF	3OMG	1 week	Roots	9.861	1	9.861
1933	Transcriptome	Arabidopsis_thaliana	Agar	R1	25	MF	3OMG	1 week	Roots	9.863	1	9.863
1934	Transcriptome	Arabidopsis_thaliana	Agar	R1	66	MF	3OMG	1 week	Roots	9.865	1	9.865
1935	Transcriptome	Arabidopsis_thaliana	Agar	R1	34	MF	3OMG	1 week	Roots	9.866	1	9.866
1936	Transcriptome	Arabidopsis_thaliana	Agar	R1	16	MF	3OMG	1 week	Roots	9.872	1	9.872
1937	Transcriptome	Arabidopsis_thaliana	Agar	R1	26	MF	3OMG	1 week	Roots	9.883	1	9.883
1938	Transcriptome	Arabidopsis_thaliana	Agar	R1	13	MF	3OMG	1 week	Roots	9.885	1	9.885
1939	Transcriptome	Arabidopsis_thaliana	Agar	R1	92	MF	3OMG	1 week	Roots	9.885	1	9.885
1940	Transcriptome	Arabidopsis_thaliana	Agar	R1	20	MF	3OMG	1 week	Roots	9.898	1	9.898
1941	Transcriptome	Arabidopsis_thaliana	Agar	R1	36	MF	3OMG	1 week	Roots	9.907	1	9.907
1942	Transcriptome	Arabidopsis_thaliana	Agar	R1	40	MF	3OMG	1 week	Roots	9.961	1	9.961
1943	Transcriptome	Arabidopsis_thaliana	Agar	R1	48	MF	3OMG	1 week	Roots	9.979	1	9.979
1944	Transcriptome	Arabidopsis_thaliana	Agar	R1	83	MF	3OMG	1 week	Roots	9.993	1	9.993
1945	Transcriptome	Arabidopsis_thaliana	Agar	R1	29	MF	3OMG	1 week	Roots	10.007	1	10.007
1946	Transcriptome	Arabidopsis_thaliana	Agar	R1	14	MF	3OMG	1 week	Roots	10.011	1	10.011
1947	Transcriptome	Arabidopsis_thaliana	Agar	R1	57	MF	3OMG	1 week	Roots	10.04	1	10.04
1948	Transcriptome	Arabidopsis_thaliana	Agar	R1	78	MF	3OMG	1 week	Roots	10.042	1	10.042
1949	Transcriptome	Arabidopsis_thaliana	Agar	R1	80	MF	3OMG	1 week	Roots	10.053	1	10.053
1950	Transcriptome	Arabidopsis_thaliana	Agar	R1	39	MF	3OMG	1 week	Roots	10.073	1	10.073
1951	Transcriptome	Arabidopsis_thaliana	Agar	R1	27	MF	3OMG	1 week	Roots	10.082	1	10.082
1952	Transcriptome	Arabidopsis_thaliana	Agar	R1	27	MF	3OMG	1 week	Roots	10.083	1	10.083
1953	Transcriptome	Arabidopsis_thaliana	Agar	R1	16	MF	3OMG	1 week	Roots	10.088	1	10.088
1954	Transcriptome	Arabidopsis_thaliana	Agar	R1	4	MF	3OMG	1 week	Roots	10.094	1	10.094
1955	Transcriptome	Arabidopsis_thaliana	Agar	R1	52	MF	3OMG	1 week	Roots	10.101	1	10.101
1956	Transcriptome	Arabidopsis_thaliana	Agar	R1	99	MF	3OMG	1 week	Roots	10.103	1	10.103
1957	Transcriptome	Arabidopsis_thaliana	Agar	R1	72	MF	3OMG	1 week	Roots	10.109	1	10.109
1958	Transcriptome	Arabidopsis_thaliana	Agar	R1	2	MF	3OMG	1 week	Roots	10.12	1	10.12
1959	Transcriptome	Arabidopsis_thaliana	Agar	R1	100	MF	3OMG	1 week	Roots	10.12	1	10.12
1960	Transcriptome	Arabidopsis_thaliana	Agar	R1	86	MF	3OMG	1 week	Roots	10.12	1	10.12
1961	Transcriptome	Arabidopsis_thaliana	Agar	R1	42	MF	3OMG	1 week	Roots	10.124	1	10.124
1962	Transcriptome	Arabidopsis_thaliana	Agar	R1	59	MF	3OMG	1 week	Roots	10.124	1	10.124
1963	Transcriptome	Arabidopsis_thaliana	Agar	R1	79	MF	3OMG	1 week	Roots	10.125	1	10.125
1964	Transcriptome	Arabidopsis_thaliana	Agar	R1	98	MF	3OMG	1 week	Roots	10.129	1	10.129
1965	Transcriptome	Arabidopsis_thaliana	Agar	R1	18	MF	3OMG	1 week	Roots	10.149	1	10.149
1966	Transcriptome	Arabidopsis_thaliana	Agar	R1	94	MF	3OMG	1 week	Roots	10.151	1	10.151
1967	Transcriptome	Arabidopsis_thaliana	Agar	R1	18	MF	3OMG	1 week	Roots	10.177	1	10.177
1968	Transcriptome	Arabidopsis_thaliana	Agar	R1	98	MF	3OMG	1 week	Roots	10.187	1	10.187
1969	Transcriptome	Arabidopsis_thaliana	Agar	R1	65	MF	3OMG	1 week	Roots	10.196	1	10.196
1970	Transcriptome	Arabidopsis_thaliana	Agar	R1	33	MF	3OMG	1 week	Roots	10.23	1	10.23
1971	Transcriptome	Arabidopsis_thaliana	Agar	R1	11	MF	3OMG	1 week	Roots	10.275	1	10.275
1972	Transcriptome	Arabidopsis_thaliana	Agar	R1	9	MF	3OMG	1 week	Roots	10.279	1	10.279
1973	Transcriptome	Arabidopsis_thaliana	Agar	R1	46	MF	3OMG	1 week	Roots	10.291	1	10.291
1974	Transcriptome	Arabidopsis_thaliana	Agar	R1	6	MF	3OMG	1 week	Roots	10.302	1	10.302
1975	Transcriptome	Arabidopsis_thaliana	Agar	R1	96	MF	3OMG	1 week	Roots	10.312	1	10.312
1976	Transcriptome	Arabidopsis_thaliana	Agar	R1	28	MF	3OMG	1 week	Roots	10.32	1	10.32
1977	Transcriptome	Arabidopsis_thaliana	Agar	R1	100	MF	3OMG	1 week	Roots	10.329	1	10.329
1978	Transcriptome	Arabidopsis_thaliana	Agar	R1	76	MF	3OMG	1 week	Roots	10.342	1	10.342
1979	Transcriptome	Arabidopsis_thaliana	Agar	R1	54	MF	3OMG	1 week	Roots	10.346	1	10.346
1980	Transcriptome	Arabidopsis_thaliana	Agar	R1	14	MF	3OMG	1 week	Roots	10.354	1	10.354
1981	Transcriptome	Arabidopsis_thaliana	Agar	R1	45	MF	3OMG	1 week	Roots	10.363	1	10.363
1982	Transcriptome	Arabidopsis_thaliana	Agar	R1	99	MF	3OMG	1 week	Roots	10.375	1	10.375
1983	Transcriptome	Arabidopsis_thaliana	Agar	R1	90	MF	3OMG	1 week	Roots	10.377	1	10.377
1984	Transcriptome	Arabidopsis_thaliana	Agar	R1	53	MF	3OMG	1 week	Roots	10.394	1	10.394
1985	Transcriptome	Arabidopsis_thaliana	Agar	R1	61	MF	3OMG	1 week	Roots	10.439	1	10.439
1986	Transcriptome	Arabidopsis_thaliana	Agar	R1	42	MF	3OMG	1 week	Roots	10.453	1	10.453
1987	Transcriptome	Arabidopsis_thaliana	Agar	R1	56	MF	3OMG	1 week	Roots	10.492	1	10.492
1988	Transcriptome	Arabidopsis_thaliana	Agar	R1	5	MF	3OMG	1 week	Roots	10.494	1	10.494
1989	Transcriptome	Arabidopsis_thaliana	Agar	R1	50	MF	3OMG	1 week	Roots	10.509	1	10.509
1990	Transcriptome	Arabidopsis_thaliana	Agar	R1	11	MF	3OMG	1 week	Roots	10.524	1	10.524
1991	Transcriptome	Arabidopsis_thaliana	Agar	R1	89	MF	3OMG	1 week	Roots	10.529	1	10.529
1992	Transcriptome	Arabidopsis_thaliana	Agar	R1	45	MF	3OMG	1 week	Roots	10.532	1	10.532
1993	Transcriptome	Arabidopsis_thaliana	Agar	R1	31	MF	3OMG	1 week	Roots	10.54	1	10.54
1994	Transcriptome	Arabidopsis_thaliana	Agar	R1	87	MF	3OMG	1 week	Roots	10.543	1	10.543
1995	Transcriptome	Arabidopsis_thaliana	Agar	R1	44	MF	3OMG	1 week	Roots	10.549	1	10.549
1996	Transcriptome	Arabidopsis_thaliana	Agar	R1	68	MF	3OMG	1 week	Roots	10.552	1	10.552
1997	Transcriptome	Arabidopsis_thaliana	Agar	R1	21	MF	3OMG	1 week	Roots	10.584	1	10.584
1998	Transcriptome	Arabidopsis_thaliana	Agar	R1	23	MF	3OMG	1 week	Roots	10.587	1	10.587
1999	Transcriptome	Arabidopsis_thaliana	Agar	R1	72	MF	3OMG	1 week	Roots	10.6	1	10.6
2000	Transcriptome	Arabidopsis_thaliana	Agar	R1	71	MF	3OMG	1 week	Roots	10.615	1	10.615
2001	Transcriptome	Arabidopsis_thaliana	Agar	R1	64	MF	3OMG	1 week	Roots	10.646	1	10.646
2002	Transcriptome	Arabidopsis_thaliana	Agar	R1	25	MF	3OMG	1 week	Roots	10.665	1	10.665
2003	Transcriptome	Arabidopsis_thaliana	Agar	R1	28	MF	3OMG	1 week	Roots	10.672	1	10.672
2004	Transcriptome	Arabidopsis_thaliana	Agar	R1	19	MF	3OMG	1 week	Roots	10.682	1	10.682
2005	Transcriptome	Arabidopsis_thaliana	Agar	R1	71	MF	3OMG	1 week	Roots	10.702	1	10.702
2006	Transcriptome	Arabidopsis_thaliana	Agar	R1	78	MF	3OMG	1 week	Roots	10.726	1	10.726
2007	Transcriptome	Arabidopsis_thaliana	Agar	R1	58	MF	3OMG	1 week	Roots	10.731	1	10.731
2008	Transcriptome	Arabidopsis_thaliana	Agar	R1	2	MF	3OMG	1 week	Roots	10.736	1	10.736
2009	Transcriptome	Arabidopsis_thaliana	Agar	R1	5	MF	3OMG	1 week	Roots	10.763	1	10.763
2010	Transcriptome	Arabidopsis_thaliana	Agar	R1	38	MF	3OMG	1 week	Roots	10.78	1	10.78
2011	Transcriptome	Arabidopsis_thaliana	Agar	R1	10	MF	3OMG	1 week	Roots	10.785	1	10.785
2012	Transcriptome	Arabidopsis_thaliana	Agar	R1	49	MF	3OMG	1 week	Roots	10.785	1	10.785
2013	Transcriptome	Arabidopsis_thaliana	Agar	R1	94	MF	3OMG	1 week	Roots	10.785	1	10.785
2014	Transcriptome	Arabidopsis_thaliana	Agar	R1	57	MF	3OMG	1 week	Roots	10.785	1	10.785
2015	Transcriptome	Arabidopsis_thaliana	Agar	R1	44	MF	3OMG	1 week	Roots	10.785	1	10.785
2016	Transcriptome	Arabidopsis_thaliana	Agar	R1	77	MF	3OMG	1 week	Roots	10.788	1	10.788
2017	Transcriptome	Arabidopsis_thaliana	Agar	R1	15	MF	3OMG	1 week	Roots	10.833	1	10.833
2018	Transcriptome	Arabidopsis_thaliana	Agar	R1	69	MF	3OMG	1 week	Roots	10.858	1	10.858
