	ID2	System	Plant	Experiment	Bio_rep	Tech_Rep	Microbes	Treatment	Element	Weight	Tube	Tube+element	Microbial ID	Primers	CT	UBQ10	Kingdom
4640	Flowpots_Arabidopsis_thaliana_RsPu_1_2_Pu_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	1	2	Pu	Water	Matrix				Pathogens	ITS			Fungi
4641	Flowpots_Arabidopsis_thaliana_RsPu_1_3_Pu_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	1	3	Pu	Water	Matrix				Pathogens	ITS			Fungi
4642	Flowpots_Arabidopsis_thaliana_RsPu_1_4_Pu_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	1	4	Pu	Water	Matrix				Pathogens	ITS	38.24		Fungi
4643	Flowpots_Arabidopsis_thaliana_RsPu_1_1_Pu_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	1	1	Pu	3OMG	Matrix				Pathogens	ITS			Fungi
4644	Flowpots_Arabidopsis_thaliana_RsPu_1_2_Pu_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	1	2	Pu	3OMG	Matrix				Pathogens	ITS			Fungi
4645	Flowpots_Arabidopsis_thaliana_RsPu_1_3_Pu_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	1	3	Pu	3OMG	Matrix				Pathogens	ITS	33.14		Fungi
4646	Flowpots_Arabidopsis_thaliana_RsPu_1_4_Pu_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	1	4	Pu	3OMG	Matrix				Pathogens	ITS	33.49		Fungi
4647	Flowpots_Arabidopsis_thaliana_RsPu_2_1_MF_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	1	MF	Water	Matrix				Pathogens	ITS	37.45		Fungi
4648	Flowpots_Arabidopsis_thaliana_RsPu_2_2_MF_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	2	MF	Water	Matrix				Pathogens	ITS	33.15		Fungi
4649	Flowpots_Arabidopsis_thaliana_RsPu_2_3_MF_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	3	MF	Water	Matrix				Pathogens	ITS			Fungi
4650	Flowpots_Arabidopsis_thaliana_RsPu_2_4_MF_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	4	MF	Water	Matrix				Pathogens	ITS	33.95		Fungi
4651	Flowpots_Arabidopsis_thaliana_RsPu_2_1_MF_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	1	MF	3OMG	Matrix				Pathogens	ITS	32.54		Fungi
4652	Flowpots_Arabidopsis_thaliana_RsPu_2_2_MF_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	2	MF	3OMG	Matrix				Pathogens	ITS	32.91		Fungi
4653	Flowpots_Arabidopsis_thaliana_RsPu_2_3_MF_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	3	MF	3OMG	Matrix				Pathogens	ITS	32.26		Fungi
4654	Flowpots_Arabidopsis_thaliana_RsPu_2_4_MF_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	4	MF	3OMG	Matrix				Pathogens	ITS	33.02		Fungi
4655	Flowpots_Arabidopsis_thaliana_RsPu_2_1_Pu_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	1	Pu	Water	Matrix				Pathogens	ITS	33.42		Fungi
4656	Flowpots_Arabidopsis_thaliana_RsPu_2_2_Pu_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	2	Pu	Water	Matrix				Pathogens	ITS	33.68		Fungi
4657	Flowpots_Arabidopsis_thaliana_RsPu_2_3_Pu_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	3	Pu	Water	Matrix				Pathogens	ITS			Fungi
4658	Flowpots_Arabidopsis_thaliana_RsPu_2_4_Pu_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	4	Pu	Water	Matrix				Pathogens	ITS	35.6		Fungi
4659	Flowpots_Arabidopsis_thaliana_RsPu_2_1_Pu_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	1	Pu	3OMG	Matrix				Pathogens	ITS	33.96		Fungi
4660	Flowpots_Arabidopsis_thaliana_RsPu_2_2_Pu_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	2	Pu	3OMG	Matrix				Pathogens	ITS	34.86		Fungi
4661	Flowpots_Arabidopsis_thaliana_RsPu_2_3_Pu_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	3	Pu	3OMG	Matrix				Pathogens	ITS			Fungi
4662	Flowpots_Arabidopsis_thaliana_RsPu_2_4_Pu_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	4	Pu	3OMG	Matrix				Pathogens	ITS			Fungi
4663	Flowpots_Arabidopsis_thaliana_RsPu_3_1_MF_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	1	MF	Water	Matrix				Pathogens	ITS			Fungi
4664	Flowpots_Arabidopsis_thaliana_RsPu_3_2_MF_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	2	MF	Water	Matrix				Pathogens	ITS			Fungi
4665	Flowpots_Arabidopsis_thaliana_RsPu_3_3_MF_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	3	MF	Water	Matrix				Pathogens	ITS	29.95		Fungi
4666	Flowpots_Arabidopsis_thaliana_RsPu_3_4_MF_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	4	MF	Water	Matrix				Pathogens	ITS			Fungi
4667	Flowpots_Arabidopsis_thaliana_RsPu_3_1_MF_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	1	MF	3OMG	Matrix				Pathogens	ITS	32.85		Fungi
4668	Flowpots_Arabidopsis_thaliana_RsPu_3_2_MF_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	2	MF	3OMG	Matrix				Pathogens	ITS	24.08		Fungi
4669	Flowpots_Arabidopsis_thaliana_RsPu_3_3_MF_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	3	MF	3OMG	Matrix				Pathogens	ITS	34.52		Fungi
4670	Flowpots_Arabidopsis_thaliana_RsPu_3_4_MF_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	4	MF	3OMG	Matrix				Pathogens	ITS	24.42		Fungi
4671	Flowpots_Arabidopsis_thaliana_RsPu_3_1_Pu_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	1	Pu	Water	Matrix				Pathogens	ITS	33.74		Fungi
4672	Flowpots_Arabidopsis_thaliana_RsPu_3_2_Pu_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	2	Pu	Water	Matrix				Pathogens	ITS	34.12		Fungi
4673	Flowpots_Arabidopsis_thaliana_RsPu_3_3_Pu_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	3	Pu	Water	Matrix				Pathogens	ITS	32.56		Fungi
4674	Flowpots_Arabidopsis_thaliana_RsPu_3_4_Pu_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	4	Pu	Water	Matrix				Pathogens	ITS	33.02		Fungi
4675	Flowpots_Arabidopsis_thaliana_RsPu_3_1_Pu_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	1	Pu	3OMG	Matrix				Pathogens	ITS	33.29		Fungi
4676	Flowpots_Arabidopsis_thaliana_RsPu_3_2_Pu_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	2	Pu	3OMG	Matrix				Pathogens	ITS	33.06		Fungi
4677	Flowpots_Arabidopsis_thaliana_RsPu_3_3_Pu_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	3	Pu	3OMG	Matrix				Pathogens	ITS	35.43		Fungi
4678	Flowpots_Arabidopsis_thaliana_RsPu_3_4_Pu_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	4	Pu	3OMG	Matrix				Pathogens	ITS	32.08		Fungi
4679	Flowpots_Arabidopsis_thaliana_RsPu_2_1_Rs_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	1	Rs	Water	Matrix				Pathogens	ITS	33.06		Fungi
4680	Flowpots_Arabidopsis_thaliana_RsPu_2_2_Rs_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	2	Rs	Water	Matrix				Pathogens	ITS	32.45		Fungi
4681	Flowpots_Arabidopsis_thaliana_RsPu_2_3_Rs_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	3	Rs	Water	Matrix				Pathogens	ITS	32.86		Fungi
4682	Flowpots_Arabidopsis_thaliana_RsPu_2_4_Rs_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	4	Rs	Water	Matrix				Pathogens	ITS	32.51		Fungi
4683	Flowpots_Arabidopsis_thaliana_RsPu_2_1_Rs_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	1	Rs	3OMG	Matrix				Pathogens	ITS	35.04		Fungi
4684	Flowpots_Arabidopsis_thaliana_RsPu_2_2_Rs_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	2	Rs	3OMG	Matrix				Pathogens	ITS	35.56		Fungi
4685	Flowpots_Arabidopsis_thaliana_RsPu_2_3_Rs_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	3	Rs	3OMG	Matrix				Pathogens	ITS	31.87		Fungi
4686	Flowpots_Arabidopsis_thaliana_RsPu_2_4_Rs_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	2	4	Rs	3OMG	Matrix				Pathogens	ITS	31.93		Fungi
4687	Flowpots_Arabidopsis_thaliana_RsPu_3_1_Rs_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	1	Rs	Water	Matrix				Pathogens	ITS	25.36		Fungi
4688	Flowpots_Arabidopsis_thaliana_RsPu_3_2_Rs_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	2	Rs	Water	Matrix				Pathogens	ITS	35.38		Fungi
4689	Flowpots_Arabidopsis_thaliana_RsPu_3_3_Rs_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	3	Rs	Water	Matrix				Pathogens	ITS	32.19		Fungi
4690	Flowpots_Arabidopsis_thaliana_RsPu_3_4_Rs_Water_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	4	Rs	Water	Matrix				Pathogens	ITS	33.49		Fungi
4691	Flowpots_Arabidopsis_thaliana_RsPu_3_1_Rs_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	1	Rs	3OMG	Matrix				Pathogens	ITS	32.48		Fungi
4692	Flowpots_Arabidopsis_thaliana_RsPu_3_2_Rs_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	2	Rs	3OMG	Matrix				Pathogens	ITS	33.71		Fungi
4693	Flowpots_Arabidopsis_thaliana_RsPu_3_3_Rs_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	3	Rs	3OMG	Matrix				Pathogens	ITS	31.71		Fungi
4694	Flowpots_Arabidopsis_thaliana_RsPu_3_4_Rs_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	RsPu	3	4	Rs	3OMG	Matrix				Pathogens	ITS	32.97		Fungi
4695	Flowpots_Arabidopsis_thaliana_Rs1_3_1_F16_Water_Matrix	Flowpots	Arabidopsis_thaliana	Rs1	3	1	F16	Water	Matrix				Pathogens	ITS	15		Fungi
4696	Flowpots_Arabidopsis_thaliana_Rs1_3_2_F16_Water_Matrix	Flowpots	Arabidopsis_thaliana	Rs1	3	2	F16	Water	Matrix				Pathogens	ITS	15.32		Fungi
4697	Flowpots_Arabidopsis_thaliana_Rs1_3_1_F16_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	Rs1	3	1	F16	3OMG	Matrix				Pathogens	ITS	19.11		Fungi
4698	Flowpots_Arabidopsis_thaliana_Rs1_3_2_F16_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	Rs1	3	2	F16	3OMG	Matrix				Pathogens	ITS	25.11		Fungi
4699	Flowpots_Arabidopsis_thaliana_Rs1_3_1_F16_Water_Roots	Flowpots	Arabidopsis_thaliana	Rs1	3	1	F16	Water	Roots				Pathogens	ITS	18.35	23.76	Fungi
4700	Flowpots_Arabidopsis_thaliana_Rs1_3_2_F16_Water_Roots	Flowpots	Arabidopsis_thaliana	Rs1	3	2	F16	Water	Roots				Pathogens	ITS	23.24	26.83	Fungi
4701	Flowpots_Arabidopsis_thaliana_Rs1_3_3_F16_Water_Roots	Flowpots	Arabidopsis_thaliana	Rs1	3	3	F16	Water	Roots				Pathogens	ITS	18.32	23.93	Fungi
4702	Flowpots_Arabidopsis_thaliana_Rs1_3_4_F16_Water_Roots	Flowpots	Arabidopsis_thaliana	Rs1	3	4	F16	Water	Roots				Pathogens	ITS	33.09		Fungi
4703	Flowpots_Arabidopsis_thaliana_Rs1_3_1_F16_3OMG_Roots	Flowpots	Arabidopsis_thaliana	Rs1	3	1	F16	3OMG	Roots				Pathogens	ITS	25.34	24.63	Fungi
4704	Flowpots_Arabidopsis_thaliana_Rs1_3_2_F16_3OMG_Roots	Flowpots	Arabidopsis_thaliana	Rs1	3	2	F16	3OMG	Roots				Pathogens	ITS	23.78	22.27	Fungi
4705	Flowpots_Arabidopsis_thaliana_Rs1_3_3_F16_3OMG_Roots	Flowpots	Arabidopsis_thaliana	Rs1	3	3	F16	3OMG	Roots				Pathogens	ITS	21.19	23.78	Fungi
4706	Flowpots_Arabidopsis_thaliana_Rs1_3_4_F16_3OMG_Roots	Flowpots	Arabidopsis_thaliana	Rs1	3	4	F16	3OMG	Roots				Pathogens	ITS	23.74	24.18	Fungi
4707	Flowpots_Arabidopsis_thaliana_Pu1_4_1_F16_Water_Matrix	Flowpots	Arabidopsis_thaliana	Pu1	4	1	F16	Water	Matrix				Pathogens	ITS	15.59		Fungi
4708	Flowpots_Arabidopsis_thaliana_Pu1_4_2_F16_Water_Matrix	Flowpots	Arabidopsis_thaliana	Pu1	4	2	F16	Water	Matrix				Pathogens	ITS	15.76		Fungi
4709	Flowpots_Arabidopsis_thaliana_Pu1_4_1_F16_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	Pu1	4	1	F16	3OMG	Matrix				Pathogens	ITS	19.18		Fungi
4710	Flowpots_Arabidopsis_thaliana_Pu1_4_2_F16_3OMG_Matrix	Flowpots	Arabidopsis_thaliana	Pu1	4	2	F16	3OMG	Matrix				Pathogens	ITS	17.36		Fungi
4711	Flowpots_Arabidopsis_thaliana_Pu1_4_1_F16_Water_Roots	Flowpots	Arabidopsis_thaliana	Pu1	4	1	F16	Water	Roots				Pathogens	ITS	20.78	22.55	Fungi
4712	Flowpots_Arabidopsis_thaliana_Pu1_4_2_F16_Water_Roots	Flowpots	Arabidopsis_thaliana	Pu1	4	2	F16	Water	Roots				Pathogens	ITS	22.89	22.02	Fungi
4713	Flowpots_Arabidopsis_thaliana_Pu1_4_3_F16_Water_Roots	Flowpots	Arabidopsis_thaliana	Pu1	4	3	F16	Water	Roots				Pathogens	ITS	25.51	24.55	Fungi
4714	Flowpots_Arabidopsis_thaliana_Pu1_4_4_F16_Water_Roots	Flowpots	Arabidopsis_thaliana	Pu1	4	4	F16	Water	Roots				Pathogens	ITS	21.9	22.28	Fungi
4715	Flowpots_Arabidopsis_thaliana_Pu1_4_1_F16_3OMG_Roots	Flowpots	Arabidopsis_thaliana	Pu1	4	1	F16	3OMG	Roots				Pathogens	ITS	21.06	26.12	Fungi
4716	Flowpots_Arabidopsis_thaliana_Pu1_4_2_F16_3OMG_Roots	Flowpots	Arabidopsis_thaliana	Pu1	4	2	F16	3OMG	Roots				Pathogens	ITS	23.01	24.83	Fungi
4717	Flowpots_Arabidopsis_thaliana_Pu1_4_3_F16_3OMG_Roots	Flowpots	Arabidopsis_thaliana	Pu1	4	3	F16	3OMG	Roots				Pathogens	ITS	22.47	25.77	Fungi
4718	Flowpots_Arabidopsis_thaliana_Pu1_4_4_F16_3OMG_Roots	Flowpots	Arabidopsis_thaliana	Pu1	4	4	F16	3OMG	Roots				Pathogens	ITS	25.38	27.43	Fungi
4719	MS_Agar_Without_Path_1_1_MF_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	1	MF	Water	Matrix				Pathogens	ITS	35.81		Fungi
4720	MS_Agar_Without_Path_1_1_MF_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	1	MF	3OMG	Matrix				Pathogens	ITS			Fungi
4721	MS_Agar_Without_Path_1_1_Vd_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	1	Vd	Water	Matrix				Pathogens	ITS	25.92		Fungi
4722	MS_Agar_Without_Path_1_2_Vd_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	2	Vd	Water	Matrix				Pathogens	ITS	26.78		Fungi
4723	MS_Agar_Without_Path_1_3_Vd_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	3	Vd	Water	Matrix				Pathogens	ITS	26.9		Fungi
4724	MS_Agar_Without_Path_1_4_Vd_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	4	Vd	Water	Matrix				Pathogens	ITS	26.18		Fungi
4725	MS_Agar_Without_Path_1_1_Vd_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	1	Vd	3OMG	Matrix				Pathogens	ITS	23.69		Fungi
4726	MS_Agar_Without_Path_1_2_Vd_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	2	Vd	3OMG	Matrix				Pathogens	ITS	23.98		Fungi
4727	MS_Agar_Without_Path_1_3_Vd_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	3	Vd	3OMG	Matrix				Pathogens	ITS	23.41		Fungi
4728	MS_Agar_Without_Path_1_4_Vd_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	4	Vd	3OMG	Matrix				Pathogens	ITS	22.97		Fungi
4729	MS_Agar_Without_Path_1_1_Bc_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	1	Bc	Water	Matrix				Pathogens	ITS	29.41		Fungi
4730	MS_Agar_Without_Path_1_2_Bc_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	2	Bc	Water	Matrix				Pathogens	ITS	28.01		Fungi
4731	MS_Agar_Without_Path_1_3_Bc_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	3	Bc	Water	Matrix				Pathogens	ITS			Fungi
4732	MS_Agar_Without_Path_1_4_Bc_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	4	Bc	Water	Matrix				Pathogens	ITS	28.93		Fungi
4733	MS_Agar_Without_Path_1_1_Bc_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	1	Bc	3OMG	Matrix				Pathogens	ITS	29.87		Fungi
4734	MS_Agar_Without_Path_1_2_Bc_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	2	Bc	3OMG	Matrix				Pathogens	ITS	30.51		Fungi
4735	MS_Agar_Without_Path_1_3_Bc_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	3	Bc	3OMG	Matrix				Pathogens	ITS	29.36		Fungi
4736	MS_Agar_Without_Path_1_4_Bc_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	4	Bc	3OMG	Matrix				Pathogens	ITS	28.77		Fungi
4737	MS_Agar_Without_Path_1_1_Bs_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	1	Bs	Water	Matrix				Pathogens	ITS	30.17		Fungi
4738	MS_Agar_Without_Path_1_2_Bs_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	2	Bs	Water	Matrix				Pathogens	ITS	27.94		Fungi
4739	MS_Agar_Without_Path_1_3_Bs_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	3	Bs	Water	Matrix				Pathogens	ITS	31.36		Fungi
4740	MS_Agar_Without_Path_1_4_Bs_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	4	Bs	Water	Matrix				Pathogens	ITS	30.49		Fungi
4741	MS_Agar_Without_Path_1_1_Bs_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	1	Bs	3OMG	Matrix				Pathogens	ITS	28.97		Fungi
4742	MS_Agar_Without_Path_1_2_Bs_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	2	Bs	3OMG	Matrix				Pathogens	ITS	29.05		Fungi
4743	MS_Agar_Without_Path_1_3_Bs_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	3	Bs	3OMG	Matrix				Pathogens	ITS	29.95		Fungi
4744	MS_Agar_Without_Path_1_4_Bs_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	4	Bs	3OMG	Matrix				Pathogens	ITS	29.5		Fungi
4745	MS_Agar_Without_Path_1_1_Pu_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	1	Pu	Water	Matrix				Pathogens	ITS	34.37		Fungi
4746	MS_Agar_Without_Path_1_2_Pu_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	2	Pu	Water	Matrix				Pathogens	ITS	37.6		Fungi
4747	MS_Agar_Without_Path_1_3_Pu_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	3	Pu	Water	Matrix				Pathogens	ITS	34.78		Fungi
4748	MS_Agar_Without_Path_1_4_Pu_Water_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	4	Pu	Water	Matrix				Pathogens	ITS	34.35		Fungi
4749	MS_Agar_Without_Path_1_1_Pu_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	1	Pu	3OMG	Matrix				Pathogens	ITS	35.47		Fungi
4750	MS_Agar_Without_Path_1_2_Pu_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	2	Pu	3OMG	Matrix				Pathogens	ITS	29.46		Fungi
4751	MS_Agar_Without_Path_1_3_Pu_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	3	Pu	3OMG	Matrix				Pathogens	ITS	34.29		Fungi
4752	MS_Agar_Without_Path_1_4_Pu_3OMG_Matrix	MS_Agar	Arabidopsis_thaliana	Path	1	4	Pu	3OMG	Matrix				Pathogens	ITS			Fungi
4753	MS_Agar_Arabidopsis_thaliana_RsPu_1_1_MF_Water_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	1	MF	Water	Plant				Pathogens	ITS			Fungi
4754	MS_Agar_Arabidopsis_thaliana_RsPu_1_2_MF_Water_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	2	MF	Water	Plant				Pathogens	ITS		21.51	Fungi
4755	MS_Agar_Arabidopsis_thaliana_RsPu_1_3_MF_Water_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	3	MF	Water	Plant				Pathogens	ITS		22.07	Fungi
4756	MS_Agar_Arabidopsis_thaliana_RsPu_1_4_MF_Water_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	4	MF	Water	Plant				Pathogens	ITS		21.41	Fungi
4757	MS_Agar_Arabidopsis_thaliana_RsPu_1_1_MF_3OMG_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	1	MF	3OMG	Plant				Pathogens	ITS		21.44	Fungi
4758	MS_Agar_Arabidopsis_thaliana_RsPu_1_2_MF_3OMG_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	2	MF	3OMG	Plant				Pathogens	ITS		21.44	Fungi
4759	MS_Agar_Arabidopsis_thaliana_RsPu_1_3_MF_3OMG_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	3	MF	3OMG	Plant				Pathogens	ITS		22.04	Fungi
4760	MS_Agar_Arabidopsis_thaliana_RsPu_1_4_MF_3OMG_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	4	MF	3OMG	Plant				Pathogens	ITS		22.22	Fungi
4761	MS_Agar_Arabidopsis_thaliana_RsPu_1_1_Pu_Water_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	1	Pu	Water	Plant				Pathogens	ITS			Fungi
4762	MS_Agar_Arabidopsis_thaliana_RsPu_1_2_Pu_Water_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	2	Pu	Water	Plant				Pathogens	ITS			Fungi
4763	MS_Agar_Arabidopsis_thaliana_RsPu_1_3_Pu_Water_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	3	Pu	Water	Plant				Pathogens	ITS			Fungi
4764	MS_Agar_Arabidopsis_thaliana_RsPu_1_4_Pu_Water_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	4	Pu	Water	Plant				Pathogens	ITS		28.1	Fungi
4765	MS_Agar_Arabidopsis_thaliana_RsPu_1_1_Pu_3OMG_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	1	Pu	3OMG	Plant				Pathogens	ITS			Fungi
4766	MS_Agar_Arabidopsis_thaliana_RsPu_1_2_Pu_3OMG_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	2	Pu	3OMG	Plant				Pathogens	ITS			Fungi
4767	MS_Agar_Arabidopsis_thaliana_RsPu_1_3_Pu_3OMG_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	3	Pu	3OMG	Plant				Pathogens	ITS			Fungi
4768	MS_Agar_Arabidopsis_thaliana_RsPu_1_4_Pu_3OMG_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	4	Pu	3OMG	Plant				Pathogens	ITS			Fungi
4769	MS_Agar_Arabidopsis_thaliana_RsPu_1_1_Rs_Water_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	1	Rs	Water	Plant				Pathogens	ITS		27.18	Fungi
4770	MS_Agar_Arabidopsis_thaliana_RsPu_1_2_Rs_Water_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	2	Rs	Water	Plant				Pathogens	ITS		25.31	Fungi
4771	MS_Agar_Arabidopsis_thaliana_RsPu_1_3_Rs_Water_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	3	Rs	Water	Plant				Pathogens	ITS		24.57	Fungi
4772	MS_Agar_Arabidopsis_thaliana_RsPu_1_4_Rs_Water_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	4	Rs	Water	Plant				Pathogens	ITS		24.57	Fungi
4773	MS_Agar_Arabidopsis_thaliana_RsPu_1_1_Rs_3OMG_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	1	Rs	3OMG	Plant				Pathogens	ITS		24.34	Fungi
4774	MS_Agar_Arabidopsis_thaliana_RsPu_1_2_Rs_3OMG_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	2	Rs	3OMG	Plant				Pathogens	ITS		27.13	Fungi
4775	MS_Agar_Arabidopsis_thaliana_RsPu_1_3_Rs_3OMG_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	3	Rs	3OMG	Plant				Pathogens	ITS		25.82	Fungi
4776	MS_Agar_Arabidopsis_thaliana_RsPu_1_4_Rs_3OMG_Plant	MS_Agar	Arabidopsis_thaliana	RsPu	1	4	Rs	3OMG	Plant				Pathogens	ITS		26.53	Fungi
4777	MS_Agar_Arabidopsis_thaliana_RsPu_1_1_MF_Water_Matrix	MS_Agar	Arabidopsis_thaliana	RsPu	1	1	MF	Water	Matrix				Pathogens	ITS		32.59	Fungi
4778	MS_Agar_Arabidopsis_thaliana_RsPu_1_2_MF_Water_Matrix	MS_Agar	Arabidopsis_thaliana	RsPu	1	2	MF	Water	Matrix				Pathogens	ITS		30.18	Fungi
